order_request_id,created_day_id,created_time,pickup_location_region
208,1,13:12:35.823000,2
209,1,13:13:31.736000,4
210,1,13:13:34.821000,2
211,1,13:13:38.891000,2
212,1,13:15:29.939000,3
213,1,13:16:09.983000,1
214,1,13:16:17.982000,1
215,1,13:16:36.284000,1
216,1,13:17:43.312000,1
217,1,13:17:58.910000,1
218,1,13:19:26.909000,1
219,1,13:21:20.419000,4
220,1,13:21:40.232000,1
221,1,13:21:48.512000,2
222,1,13:21:51.925000,1
223,1,13:22:31.781000,1
224,1,13:22:50.653000,2
225,1,13:23:13.069000,2
226,1,13:23:19.421000,2
227,1,13:25:15.786000,2
228,1,13:26:15.775000,1
229,1,13:26:30.595000,1
230,1,13:27:26.449000,2
231,1,13:27:47.132000,4
232,1,13:27:54,4
233,1,13:29:15.194000,4
234,1,13:33:09.326000,2
235,1,13:34:39.150000,2
236,1,13:37:15.476000,2
237,1,13:38:27.957000,1
238,1,13:40:34.478000,5
239,1,13:41:45.262000,1
240,1,13:42:17.010000,1
241,1,13:42:31.568000,2
242,1,13:44:19.539000,1
243,1,13:44:35.076000,3
244,1,13:44:35.116000,4
245,1,13:44:52.410000,1
246,1,13:45:06.345000,3
247,1,13:50:15.193000,2
248,1,13:54:01.648000,1
249,1,13:54:08.393000,4
250,1,13:54:32.956000,4
251,1,13:54:38.091000,1
252,1,13:57:03.209000,3
253,1,13:58:17.572000,1
254,1,14:00:21.772000,2
255,1,14:01:10.060000,1
256,1,14:02:19.441000,1
257,1,14:03:52.628000,4
258,1,14:04:23.346000,1
259,1,14:06:12.257000,1
260,1,14:06:53.101000,1
261,1,14:08:16.960000,1
262,1,14:08:25.623000,1
263,1,14:09:42.665000,1
264,1,14:10:16.273000,1
265,1,14:12:31.845000,2
266,1,14:12:56.695000,1
267,1,14:13:27.150000,4
268,1,14:13:40.120000,1
269,1,14:15:49.231000,1
270,1,14:18:05.752000,1
271,1,14:20:08.706000,2
272,1,14:22:57.828000,2
273,1,14:24:55.167000,1
274,1,14:28:48.073000,2
275,1,14:28:55.865000,1
276,1,14:30:20.030000,1
277,1,14:33:00.660000,4
278,1,14:35:51.971000,4
279,1,14:37:54.180000,4
280,1,14:37:59.341000,1
281,1,14:40:08.477000,1
282,1,14:43:05.030000,2
283,1,14:43:20.032000,1
284,1,14:43:28.955000,4
285,1,14:48:31.833000,1
286,1,14:49:36.417000,2
287,1,14:50:09.790000,3
288,1,14:51:51.924000,2
289,1,14:52:28.052000,2
290,1,14:53:22.430000,2
291,1,14:56:09.957000,1
292,1,14:58:17.201000,2
293,1,15:00:49.833000,4
294,1,15:00:52.571000,4
295,1,15:01:07.571000,3
296,1,15:02:47.867000,1
297,1,15:03:02.238000,2
298,1,15:03:52.627000,2
299,1,15:03:55.103000,1
300,1,15:04:39.180000,3
301,1,15:04:39.368000,1
302,1,15:08:00.261000,1
303,1,15:09:37.021000,2
304,1,15:11:06.855000,3
305,1,15:11:49.806000,2
306,1,15:11:55.524000,2
307,1,15:13:55.115000,4
308,1,15:14:48.203000,4
309,1,15:15:14.108000,4
310,1,15:16:39.649000,4
311,1,15:16:53.213000,4
312,1,15:17:28.276000,4
313,1,15:17:38.835000,1
314,1,15:18:47.430000,4
315,1,15:20:42.261000,3
316,1,15:21:16.556000,2
317,1,15:21:21.047000,1
318,1,15:24:18.769000,1
319,1,15:26:12.281000,1
320,1,15:26:28.193000,1
321,1,15:26:33.653000,1
322,1,15:31:22.185000,1
323,1,15:31:22.805000,4
324,1,15:31:33.749000,1
325,1,15:35:17.913000,2
326,1,15:39:04.354000,2
327,1,15:39:22.287000,3
328,1,15:39:54.131000,2
329,1,15:40:06.047000,2
330,1,15:41:52.274000,2
331,1,15:42:25.493000,2
332,1,15:45:47.807000,1
333,1,15:47:38.018000,2
334,1,15:47:45.129000,3
335,1,15:48:25.324000,2
336,1,15:49:09.070000,2
337,1,15:49:55.261000,1
338,1,15:51:04.695000,4
339,1,15:51:30.338000,2
340,1,15:55:02.726000,4
341,1,15:55:33.015000,2
342,1,15:56:45.303000,4
343,1,16:00:28.600000,4
344,1,16:00:37.846000,2
345,1,16:01:26.565000,2
346,1,16:01:38.427000,1
347,1,16:01:48.612000,4
348,1,16:03:58.523000,4
349,1,16:04:54.799000,4
350,1,16:05:23.397000,2
351,1,16:06:06.241000,1
352,1,16:06:06.880000,1
353,1,16:07:16.571000,1
354,1,16:07:54.863000,2
355,1,16:08:11.232000,1
356,1,16:11:51.363000,2
357,1,16:12:41.511000,1
358,1,16:20:01.818000,2
359,1,16:24:30.355000,3
360,1,16:25:05.393000,3
361,1,16:25:47.468000,2
362,1,16:26:18.022000,1
363,1,16:27:00.013000,2
364,1,16:28:35.149000,2
365,1,16:32:03.345000,2
366,1,16:32:13.545000,2
367,1,16:34:16.527000,1
368,1,16:34:25.167000,1
369,1,16:34:51.358000,2
370,1,16:35:17.780000,4
371,1,16:35:52.991000,1
372,1,16:36:06.993000,3
373,1,16:36:30.813000,4
374,1,16:37:25.996000,4
375,1,16:38:05.461000,2
376,1,16:41:04.962000,4
377,1,16:45:16.484000,1
378,1,16:46:24.818000,4
379,1,16:46:31.607000,2
380,1,16:51:15.936000,1
381,1,16:52:50.729000,1
382,1,16:54:12.608000,2
383,1,16:55:23.004000,4
384,1,16:55:52.541000,1
385,1,16:59:25.472000,4
386,1,16:59:40.444000,1
387,1,17:03:10.261000,1
388,1,17:03:32.319000,4
389,1,17:04:10.475000,2
390,1,17:08:18.192000,5
391,1,17:09:06.573000,4
392,1,17:09:07.583000,4
393,1,17:10:43.095000,1
394,1,17:13:46.984000,4
395,1,17:13:58.875000,4
396,1,17:14:06.418000,4
397,1,17:14:12.367000,1
398,1,17:15:23.835000,1
399,1,17:15:38.379000,4
400,1,17:15:45.298000,1
401,1,17:16:35.996000,1
402,1,17:17:38.033000,4
403,1,17:18:05.754000,5
404,1,17:22:34.538000,4
405,1,17:22:48.125000,1
406,1,17:24:25.475000,1
407,1,17:25:18.038000,1
408,1,17:25:34.322000,4
409,1,17:26:36.196000,2
410,1,17:27:46.981000,5
411,1,17:31:30.628000,1
412,1,17:32:58.346000,2
413,1,17:33:13.508000,4
414,1,17:34:13.275000,4
415,1,17:35:27.938000,2
416,1,17:36:45.514000,1
417,1,17:37:08.438000,1
418,1,17:42:26.686000,2
419,1,17:45:14.003000,2
420,1,17:47:47.857000,1
421,1,17:48:15.003000,1
422,1,17:48:16.217000,4
423,1,17:48:54.138000,4
424,1,17:51:40.130000,4
425,1,17:52:54.602000,2
426,1,17:54:00.687000,4
427,1,17:55:59.265000,1
428,1,17:58:08.781000,4
429,1,18:01:37.469000,2
430,1,18:03:38.340000,1
431,1,18:06:13.419000,3
432,1,18:06:23.092000,1
433,1,18:06:52.576000,2
434,1,18:07:45.293000,2
435,1,18:08:05.351000,1
436,1,18:08:43.781000,2
437,1,18:09:02.675000,4
438,1,18:09:42.214000,4
439,1,18:11:05.237000,1
440,1,18:16:34.769000,2
441,1,18:16:51.779000,1
442,1,18:20:11.595000,2
443,1,18:21:00.312000,2
444,1,18:21:59.087000,2
445,1,18:22:54.685000,4
446,1,18:23:11.045000,4
447,1,18:24:40.869000,1
448,1,18:27:48.261000,4
449,1,18:28:49.369000,1
450,1,18:29:20.899000,5
451,1,18:31:54.076000,1
452,1,18:32:17.605000,1
453,1,18:33:05.956000,4
454,1,18:35:43.203000,4
455,1,18:37:04.752000,4
456,1,18:39:33.882000,3
457,1,18:39:35.066000,4
458,1,18:45:38.039000,1
459,1,18:53:00.430000,2
460,1,18:55:38.958000,1
461,1,18:55:46.371000,4
462,1,18:56:00.291000,2
463,1,18:56:44.897000,4
464,1,18:57:00.319000,4
465,1,18:57:09.006000,1
466,1,18:58:00.213000,3
467,1,19:03:19.626000,3
468,1,19:06:32.634000,4
469,1,19:08:01.927000,2
470,1,19:08:08.967000,2
471,1,19:09:56.322000,1
472,1,19:13:15.837000,4
473,1,19:14:08.295000,2
474,1,19:16:59.951000,4
475,1,19:17:14.983000,2
476,1,19:18:04.293000,1
477,1,19:19:12.742000,2
478,1,19:19:38.889000,4
479,1,19:21:45.403000,2
480,1,19:26:18.558000,4
481,1,19:28:05.351000,4
482,1,19:30:23.902000,2
483,1,19:36:29.575000,4
484,1,19:41:33.792000,4
485,1,19:44:14.190000,2
486,1,19:46:33.579000,4
487,1,19:46:40.688000,4
488,1,19:47:07.462000,4
489,1,19:48:11.188000,3
490,1,19:49:11.161000,4
491,1,19:55:45.408000,2
492,1,19:58:14.499000,4
493,1,19:58:53.484000,2
494,1,20:00:29.247000,4
495,1,20:01:20.839000,2
496,1,20:01:58.973000,4
497,1,20:02:10.314000,4
498,1,20:03:23.568000,2
499,1,20:13:32.519000,2
500,1,20:14:27.999000,2
501,1,20:17:09.641000,4
502,1,20:19:38.413000,1
503,1,20:21:35.686000,4
504,1,20:26:47.511000,4
505,1,20:33:57.682000,1
506,1,20:36:43.498000,4
507,1,20:38:30.234000,3
508,1,20:44:09.922000,4
509,1,20:44:50.777000,1
510,1,20:47:37.125000,2
511,1,20:56:54.214000,2
512,1,21:00:50.858000,4
513,1,21:02:36.037000,1
514,1,21:03:35.088000,4
515,1,21:04:50.508000,4
516,1,21:09:37.541000,1
517,1,21:15:24.052000,4
518,1,21:16:02.496000,1
519,1,21:16:50.238000,4
520,1,21:17:33.183000,4
521,1,21:18:41.623000,2
522,1,21:21:50.149000,4
523,1,21:24:43.971000,1
524,1,21:28:36.761000,4
525,1,21:30:32.182000,4
526,1,21:32:06.032000,4
527,1,21:32:24.730000,1
528,1,21:33:01.162000,4
529,1,21:33:25.171000,4
530,1,21:34:23.163000,1
531,1,21:34:27.406000,4
532,1,21:35:05.942000,1
533,1,21:37:43.638000,1
534,1,21:39:40.702000,2
535,1,21:40:48.351000,1
536,1,21:42:47.209000,4
537,1,21:42:57.344000,4
538,1,21:43:59.576000,2
539,1,21:45:17.483000,2
540,1,21:46:02.887000,4
541,1,21:46:45.640000,1
542,1,21:49:45.059000,1
543,1,21:51:06.457000,1
544,1,21:54:09.167000,4
545,1,21:54:32.207000,1
546,1,22:01:51.067000,4
547,1,22:02:55.925000,4
548,1,22:03:16.913000,1
549,1,22:28:28.284000,2
550,1,22:36:06.156000,4
551,1,22:37:49.704000,4
552,1,22:38:13.446000,4
553,1,22:38:35.339000,4
554,1,22:50:11.835000,3
555,1,22:51:54.613000,4
556,1,22:52:14.327000,4
557,1,22:52:20.117000,4
558,1,22:55:08.284000,4
559,1,22:55:42.324000,4
560,1,22:58:23.299000,4
561,1,23:01:32.724000,1
562,1,23:03:07.816000,4
563,1,23:04:31.204000,4
564,1,23:05:22.787000,4
565,1,23:10:42.570000,1
566,1,23:14:09.784000,4
567,1,23:14:31.295000,1
568,1,23:19:39.183000,1
569,1,23:30:49.430000,4
570,1,23:31:41.756000,4
571,1,23:54:28.367000,5
572,2,00:00:58.565000,4
573,2,00:01:11.086000,2
574,2,00:05:10.652000,4
575,2,00:20:15.195000,1
576,2,00:29:07.568000,2
577,2,00:45:35.517000,2
578,2,02:08:35.989000,1
579,2,02:51:27.565000,1
580,2,03:37:23.752000,2
581,2,04:39:54.849000,1
582,2,06:18:03.137000,2
583,2,07:07:40.160000,1
584,2,07:08:27.336000,1
585,2,07:19:17.693000,4
586,2,07:33:53.122000,1
587,2,07:42:31.611000,2
588,2,07:51:07.043000,3
589,2,07:54:12.492000,4
590,2,08:02:35.142000,1
591,2,08:05:55.809000,2
592,2,08:07:26.693000,2
593,2,08:07:56.714000,2
594,2,08:08:02.600000,1
595,2,08:08:39.846000,4
596,2,08:08:50.375000,2
597,2,08:12:30.423000,2
598,2,08:21:57.437000,2
599,2,08:25:05.267000,1
600,2,08:28:34.841000,2
601,2,08:31:35.289000,2
602,2,08:32:10.619000,2
603,2,08:33:57.250000,1
604,2,08:37:09.085000,1
605,2,08:37:16.770000,2
606,2,08:37:42.263000,1
607,2,08:38:54.438000,1
608,2,08:39:53.241000,1
609,2,08:43:07.557000,2
610,2,08:43:37.781000,2
611,2,08:44:42.898000,2
612,2,08:46:53.199000,1
613,2,08:48:07.237000,2
614,2,08:49:50.331000,2
615,2,08:49:52.066000,1
616,2,08:52:05.590000,4
617,2,08:53:59.980000,1
618,2,08:55:14.510000,1
619,2,09:00:44.862000,2
620,2,09:00:55.567000,1
621,2,09:02:42.650000,2
622,2,09:05:06.063000,2
623,2,09:05:25.277000,2
624,2,09:05:37.712000,2
625,2,09:06:22.327000,1
626,2,09:08:44.011000,2
627,2,09:11:46.412000,1
628,2,09:13:04.830000,4
629,2,09:13:29.664000,1
630,2,09:13:33.416000,1
631,2,09:13:42.419000,4
632,2,09:14:04.254000,1
633,2,09:14:43.106000,1
634,2,09:15:12.418000,2
635,2,09:16:39.801000,2
636,2,09:17:34.614000,2
637,2,09:21:00.769000,2
638,2,09:21:10.856000,2
639,2,09:22:01.260000,4
640,2,09:22:09.016000,4
641,2,09:22:57.497000,4
642,2,09:24:08.801000,2
643,2,09:25:12.277000,2
644,2,09:28:03.649000,2
645,2,09:30:03.334000,1
646,2,09:30:29.733000,1
647,2,09:30:37.430000,4
648,2,09:30:57.326000,2
649,2,09:32:10.712000,2
650,2,09:32:32.240000,3
651,2,09:32:41.148000,5
652,2,09:34:50.532000,2
653,2,09:34:53.607000,2
654,2,09:35:19.030000,1
655,2,09:36:34.114000,2
656,2,09:38:14.209000,1
657,2,09:38:55.200000,2
658,2,09:40:10.797000,2
659,2,09:40:29.187000,2
660,2,09:41:07.435000,1
661,2,09:41:20.803000,2
662,2,09:42:21.749000,2
663,2,09:43:55.617000,2
664,2,09:45:31.624000,1
665,2,09:46:32.457000,4
666,2,09:46:44.120000,4
667,2,09:50:07.405000,1
668,2,09:50:20.793000,2
669,2,09:52:04.163000,1
670,2,09:52:04.283000,1
671,2,09:52:08.727000,1
672,2,09:52:15.015000,4
673,2,09:53:47.040000,1
674,2,09:55:09.823000,2
675,2,09:55:20.142000,2
676,2,09:56:13.032000,2
677,2,09:57:45.430000,1
678,2,09:59:16.313000,1
679,2,09:59:55.219000,2
680,2,10:01:19.331000,4
681,2,10:01:58.285000,2
682,2,10:02:07.374000,4
683,2,10:02:37.899000,2
684,2,10:03:25.238000,4
685,2,10:04:12.442000,1
686,2,10:05:57.990000,2
687,2,10:06:29.970000,2
688,2,10:06:40.198000,1
689,2,10:09:25.749000,1
690,2,10:10:07.001000,1
691,2,10:11:24.103000,2
692,2,10:13:41.144000,2
693,2,10:16:18.287000,2
694,2,10:17:07.421000,1
695,2,10:21:23.965000,2
696,2,10:22:53.709000,2
697,2,10:23:04.977000,2
698,2,10:23:18.192000,4
699,2,10:23:36.108000,2
700,2,10:25:44.308000,1
701,2,10:26:12.126000,1
702,2,10:27:32.585000,1
703,2,10:29:07.649000,2
704,2,10:29:45.230000,1
705,2,10:30:55.970000,1
706,2,10:32:40.734000,4
707,2,10:33:53.880000,1
708,2,10:34:54.853000,2
709,2,10:36:25.184000,2
710,2,10:37:34.851000,2
711,2,10:38:06.742000,1
712,2,10:39:12.506000,1
713,2,10:39:19.952000,4
714,2,10:39:22.990000,4
715,2,10:40:14.994000,1
716,2,10:45:18.177000,4
717,2,10:45:29.730000,1
718,2,10:46:35.477000,1
719,2,10:47:14.288000,2
720,2,10:47:57.414000,1
721,2,10:49:25.623000,2
722,2,10:51:27.653000,2
723,2,10:53:29.719000,2
724,2,10:54:07.802000,4
725,2,10:55:27.310000,4
726,2,10:59:43.539000,2
727,2,10:59:45.300000,1
728,2,11:00:56.384000,1
729,2,11:01:54.810000,1
730,2,11:02:24.844000,3
731,2,11:02:42.719000,2
732,2,11:03:52.302000,4
733,2,11:09:02.553000,1
734,2,11:09:17.274000,2
735,2,11:10:11.931000,1
736,2,11:12:08.870000,1
737,2,11:12:29.688000,2
738,2,11:15:02.232000,2
739,2,11:15:34.802000,1
740,2,11:17:33.289000,3
741,2,11:18:30.889000,2
742,2,11:18:38.906000,1
743,2,11:18:57.910000,1
744,2,11:21:16.168000,3
745,2,11:24:49.917000,2
746,2,11:25:47.829000,2
747,2,11:26:27.010000,2
748,2,11:26:46.252000,2
749,2,11:28:47.802000,1
750,2,11:29:13.024000,1
751,2,11:30:52.226000,1
752,2,11:35:58.351000,1
753,2,11:37:01.586000,2
754,2,11:40:12.024000,2
755,2,11:40:18.798000,2
756,2,11:40:19.081000,4
757,2,11:40:38.393000,3
758,2,11:44:02.459000,2
759,2,11:45:50.150000,1
760,2,11:46:19.490000,2
761,2,11:46:35.464000,1
762,2,11:47:04.450000,4
763,2,11:51:16.082000,1
764,2,11:54:29.150000,1
765,2,11:54:49.625000,2
766,2,11:55:11.067000,1
767,2,11:55:29.227000,3
768,2,11:58:32.679000,4
769,2,12:00:07.935000,4
770,2,12:01:01.733000,1
771,2,12:04:39.967000,3
772,2,12:08:16.620000,1
773,2,12:10:45.403000,2
774,2,12:10:50.535000,4
775,2,12:11:05.248000,2
776,2,12:11:14.360000,4
777,2,12:11:46.313000,5
778,2,12:12:25.835000,2
779,2,12:15:18.812000,1
780,2,12:20:31.354000,1
781,2,12:20:35.608000,1
782,2,12:21:01.131000,2
783,2,12:21:17.369000,1
784,2,12:24:19.038000,1
785,2,12:25:03.313000,2
786,2,12:28:00.641000,1
787,2,12:28:02.131000,1
788,2,12:31:01.504000,1
789,2,12:32:03.265000,2
790,2,12:32:51.783000,4
791,2,12:37:55.730000,4
792,2,12:40:31.730000,1
793,2,12:42:39.563000,2
794,2,12:46:14.867000,1
795,2,12:46:27.348000,1
796,2,12:46:39.903000,2
797,2,12:48:02.335000,1
798,2,12:48:03.136000,4
799,2,12:49:17.970000,2
800,2,12:49:26.717000,2
801,2,12:49:36.682000,4
802,2,12:51:08.696000,2
803,2,12:51:12.224000,2
804,2,12:51:35.541000,4
805,2,12:51:35.753000,1
806,2,12:52:32.933000,1
807,2,12:53:59.078000,1
808,2,12:54:01.098000,4
809,2,12:54:13.887000,1
810,2,12:54:39.026000,1
811,2,12:54:51.500000,2
812,2,12:56:05.411000,2
813,2,12:56:55.008000,1
814,2,12:57:11.543000,4
815,2,12:57:19.603000,2
816,2,12:59:49.809000,4
817,2,13:02:13.488000,2
818,2,13:02:38.384000,1
819,2,13:04:34.965000,2
820,2,13:04:54.140000,2
821,2,13:04:55.513000,3
822,2,13:04:56.934000,4
823,2,13:07:17.300000,1
824,2,13:08:26.421000,1
825,2,13:10:53.338000,4
826,2,13:11:51.530000,2
827,2,13:12:10.879000,2
828,2,13:13:07.854000,2
829,2,13:14:14.883000,1
830,2,13:15:24.549000,4
831,2,13:17:50.717000,1
832,2,13:18:32.121000,1
833,2,13:19:41.585000,2
834,2,13:19:46.283000,2
835,2,13:21:04.572000,4
836,2,13:22:06.864000,4
837,2,13:22:54.478000,1
838,2,13:23:16.665000,2
839,2,13:23:34.122000,2
840,2,13:24:34.983000,2
841,2,13:25:46.324000,1
842,2,13:27:33.729000,1
843,2,13:28:08.208000,2
844,2,13:28:09.321000,3
845,2,13:28:24.432000,2
846,2,13:31:05.032000,1
847,2,13:31:25.144000,2
848,2,13:31:30.126000,2
849,2,13:32:48.800000,2
850,2,13:33:09.993000,1
851,2,13:34:15.984000,2
852,2,13:34:20.018000,1
853,2,13:36:02.618000,4
854,2,13:36:27.142000,2
855,2,13:36:39.996000,2
856,2,13:37:09.758000,1
857,2,13:41:22.221000,2
858,2,13:44:06.029000,2
859,2,13:44:09.116000,1
860,2,13:44:40.712000,1
861,2,13:45:19.110000,2
862,2,13:45:41.008000,3
863,2,13:46:12.024000,5
864,2,13:47:15.660000,2
865,2,13:47:54.701000,2
866,2,13:48:07.103000,2
867,2,13:49:27.814000,2
868,2,13:50:44.690000,1
869,2,13:50:50.482000,2
870,2,13:51:53.994000,1
871,2,13:52:46.189000,4
872,2,13:53:20.048000,1
873,2,13:54:20.108000,1
874,2,13:54:54.688000,1
875,2,13:55:24.137000,1
876,2,13:56:26.612000,4
877,2,13:58:36.958000,2
878,2,13:59:27.642000,4
879,2,14:01:11.220000,1
880,2,14:02:07.856000,1
881,2,14:02:28.431000,4
882,2,14:02:44.147000,2
883,2,14:05:00.583000,1
884,2,14:06:58.732000,2
885,2,14:07:36.475000,4
886,2,14:07:38.197000,1
887,2,14:08:35.156000,4
888,2,14:10:11.435000,2
889,2,14:10:34.746000,1
890,2,14:10:40.945000,4
891,2,14:11:44.099000,4
892,2,14:12:14.972000,2
893,2,14:13:03.588000,2
894,2,14:14:03.025000,2
895,2,14:14:34.101000,1
896,2,14:14:39.178000,4
897,2,14:16:12.078000,1
898,2,14:16:32.408000,1
899,2,14:17:05.721000,2
900,2,14:17:24.082000,1
901,2,14:17:38.832000,1
902,2,14:17:43.277000,4
903,2,14:17:58.870000,4
904,2,14:18:37.085000,4
905,2,14:19:25.808000,2
906,2,14:20:15.051000,2
907,2,14:20:40.386000,2
908,2,14:24:38.397000,1
909,2,14:25:35.435000,1
910,2,14:26:17.173000,2
911,2,14:27:05.124000,4
912,2,14:27:07.445000,1
913,2,14:28:37.244000,4
914,2,14:29:08.018000,4
915,2,14:29:28.636000,2
916,2,14:30:11.584000,1
917,2,14:31:10.806000,2
918,2,14:31:18.782000,2
919,2,14:32:19.471000,4
920,2,14:32:19.868000,1
921,2,14:32:21.698000,4
922,2,14:32:30.722000,1
923,2,14:34:11.290000,4
924,2,14:35:28.599000,1
925,2,14:36:49.767000,2
926,2,14:37:35.488000,3
927,2,14:38:07.342000,2
928,2,14:42:12.284000,4
929,2,14:42:17.076000,1
