order_request_id,driver_id,completed_day_id,completed_time
360,2260,1.0,16:55:40.423000
361,470,1.0,17:39:04.109000
362,4567,1.0,17:18:57.127000
363,3876,1.0,16:46:30.756000
364,3833,1.0,17:26:20.893000
365,4491,1.0,17:20:26.720000
366,1517,1.0,17:00:55.186000
367,3932,1.0,17:27:39.224000
368,4793,1.0,17:15:30.490000
369,4678,1.0,16:55:18.999000
370,2566,1.0,17:17:44.288000
372,2231,1.0,17:24:16.462000
373,2943,1.0,17:13:03.197000
374,4814,1.0,17:27:53.915000
375,3144,1.0,17:41:19.069000
376,4615,1.0,17:20:27.264000
377,1975,1.0,17:42:15.258000
378,1160,1.0,17:14:49.301000
379,1362,1.0,17:31:42.685000
380,2703,1.0,17:46:22.005000
381,2766,1.0,17:24:40.371000
382,1268,1.0,17:20:43.750000
384,4527,1.0,17:50:49.540000
385,4009,1.0,17:56:35.712000
386,4454,1.0,17:35:32.015000
387,679,1.0,18:03:33.189000
388,3959,1.0,18:21:04.604000
389,845,1.0,17:31:35.344000
390,1736,1.0,17:52:55.827000
391,3815,1.0,18:16:50.269000
392,1925,1.0,17:55:20.182000
393,4137,1.0,22:34:17.818000
394,1986,1.0,17:57:36.472000
396,634,1.0,18:16:40.600000
397,3192,1.0,17:36:09.564000
398,3777,1.0,17:42:27.884000
399,3953,1.0,18:09:10.253000
400,1726,1.0,18:12:18.374000
401,1496,1.0,18:26:01.795000
402,1374,1.0,19:02:09.495000
403,3920,1.0,18:11:46.605000
404,809,1.0,17:56:04.918000
406,3418,1.0,18:06:29.704000
407,1815,1.0,18:49:46.679000
409,3885,1.0,18:03:02.467000
410,1282,1.0,18:17:32.299000
411,2766,1.0,18:13:53.821000
412,2100,1.0,18:05:51.602000
413,4044,1.0,18:17:04.713000
414,4116,1.0,18:25:54.162000
415,2396,1.0,18:23:31.041000
416,4805,1.0,18:34:11.545000
417,3113,1.0,18:30:38.346000
418,167,1.0,18:19:00.640000
419,2605,1.0,18:22:23.895000
420,735,1.0,18:53:47.406000
421,994,1.0,18:28:12.875000
422,4520,1.0,18:29:03.889000
423,1326,1.0,19:16:50.243000
424,1355,1.0,18:28:16.680000
425,4294,1.0,18:30:17.088000
426,4567,1.0,19:10:40.428000
427,1652,1.0,21:07:26.152000
428,3129,1.0,18:50:59.591000
429,4372,1.0,18:27:57.886000
430,928,1.0,20:21:14.176000
431,1715,1.0,20:01:19.277000
432,2270,1.0,18:36:01.041000
433,2057,1.0,18:32:07.750000
434,3833,1.0,18:42:09.957000
435,3885,1.0,18:23:12.550000
436,2381,1.0,19:02:17.961000
437,4599,1.0,18:55:05.408000
438,3401,1.0,19:05:45.481000
439,4424,1.0,20:40:08.500000
440,1720,1.0,18:59:12.930000
441,167,1.0,18:55:10.428000
443,3412,1.0,19:41:01.209000
444,4227,1.0,19:25:52.491000
445,616,1.0,19:21:31.353000
446,2104,1.0,19:01:29.585000
447,3885,1.0,19:20:09.370000
448,2466,1.0,19:19:47.594000
449,4764,1.0,19:17:45.606000
450,1160,1.0,19:05:15.003000
451,3841,1.0,19:27:57.826000
452,872,1.0,19:12:58.290000
453,877,1.0,19:35:26.792000
454,3034,1.0,19:18:32.883000
455,1910,1.0,19:34:38.566000
456,3854,1.0,19:34:16.740000
458,3070,1.0,19:18:32.543000
459,3080,1.0,20:06:24.532000
460,3901,1.0,19:29:40.855000
461,4479,1.0,19:56:39.161000
462,3571,1.0,20:25:18.708000
463,2783,1.0,19:31:15.933000
464,4377,1.0,19:53:27.266000
465,2629,1.0,19:30:27.894000
466,4419,1.0,19:36:24.919000
467,2295,1.0,19:31:39.197000
468,4610,1.0,20:03:39.026000
469,4373,1.0,19:50:31.396000
471,1671,1.0,19:59:46.615000
472,1490,1.0,20:20:00.941000
473,4010,1.0,20:22:18.160000
474,3339,1.0,19:54:13.427000
476,3516,1.0,19:53:12.823000
478,4644,1.0,20:31:30.798000
479,2589,1.0,21:41:48.050000
480,1726,1.0,20:14:55.835000
482,3195,1.0,20:44:36.035000
483,3350,1.0,20:44:58.142000
485,4206,1.0,20:05:02.789000
486,1708,1.0,21:30:55.395000
487,1681,1.0,20:24:48.505000
488,4630,1.0,20:08:25.470000
490,4170,1.0,20:33:45.663000
491,755,1.0,21:06:12.575000
493,4771,1.0,21:01:13.365000
495,28,1.0,20:47:46.617000
497,3339,1.0,20:52:58.978000
498,814,1.0,20:47:32.574000
499,735,1.0,21:10:46.413000
500,2942,1.0,21:25:11.880000
501,2668,1.0,20:49:41.581000
502,4768,1.0,20:48:32.096000
503,1882,1.0,21:23:21.564000
504,3581,1.0,21:22:22.971000
506,2552,1.0,22:11:57.306000
507,4229,1.0,20:58:40.205000
509,164,1.0,21:21:54.196000
510,3226,1.0,21:33:21.446000
513,3674,1.0,23:21:14.958000
514,735,1.0,22:11:53.234000
515,4294,1.0,21:50:10.846000
516,2818,1.0,22:43:02.731000
517,3831,1.0,22:11:53.043000
518,4911,1.0,22:19:09.954000
520,2225,1.0,22:20:50.731000
522,1424,1.0,22:16:20.330000
523,4498,1.0,21:51:09.785000
524,3074,1.0,22:06:04.634000
525,4789,1.0,22:22:40.203000
526,2851,1.0,22:46:11.658000
527,2758,1.0,23:35:57.690000
528,4883,1.0,22:40:57.981000
529,4664,1.0,22:40:14.409000
530,2674,1.0,22:38:42.541000
532,1635,1.0,22:15:28.311000
533,3878,1.0,23:11:42.136000
534,2168,2.0,09:28:50.454000
536,4813,1.0,22:15:16.553000
537,2783,1.0,23:28:21.457000
538,1114,1.0,22:31:36.211000
539,4957,1.0,22:30:59.161000
540,2615,1.0,22:41:48.616000
541,1673,1.0,22:04:13.255000
542,4005,1.0,22:35:55.130000
543,167,1.0,22:37:23.102000
544,3353,1.0,23:02:48.985000
545,4606,7.0,18:48:30.386000
546,1652,1.0,22:51:54.798000
547,4044,1.0,22:59:29.960000
548,1671,1.0,22:45:19.488000
549,3895,1.0,23:45:06.704000
550,262,1.0,23:15:51.372000
551,3412,2.0,00:02:15.145000
552,4728,1.0,23:43:36.256000
553,2004,1.0,22:56:39.964000
554,2353,2.0,00:01:10.980000
555,4742,2.0,00:20:42.009000
558,2871,1.0,23:21:55.381000
559,3034,1.0,23:32:03.310000
561,4736,1.0,23:39:06.095000
562,439,2.0,00:02:10.717000
563,4613,2.0,00:00:24.513000
565,4369,1.0,23:59:57.141000
566,3938,1.0,23:54:38.734000
567,3742,2.0,13:41:08.044000
568,4771,1.0,23:50:39.660000
571,4849,2.0,01:12:46.363000
572,3785,2.0,00:51:36.028000
573,4634,2.0,00:54:21.515000
575,2004,2.0,00:57:09.846000
577,3506,2.0,01:53:52.110000
579,1925,2.0,03:11:52.076000
580,4288,2.0,04:41:21.249000
581,4465,2.0,04:59:22.236000
582,3800,2.0,06:50:06.915000
584,2883,2.0,08:39:53.374000
585,2644,2.0,08:20:10.072000
586,2829,2.0,08:30:50.337000
587,288,2.0,08:37:09.287000
588,1669,2.0,08:38:21.274000
589,210,2.0,09:08:38.971000
590,483,2.0,08:43:08.536000
591,159,2.0,08:27:37.104000
592,1206,2.0,08:58:28.694000
593,3070,2.0,09:31:35.295000
594,4770,2.0,08:41:38.570000
595,658,2.0,09:55:54.660000
596,1355,2.0,08:45:29.709000
598,834,2.0,08:49:01.160000
599,359,2.0,08:46:22.671000
600,1019,2.0,09:03:48.455000
601,2748,2.0,09:12:58.242000
602,1687,2.0,09:13:33.854000
603,4785,2.0,11:42:50.916000
604,2643,2.0,09:22:25.177000
605,1391,2.0,09:25:03.160000
607,131,2.0,09:22:04.164000
608,3875,2.0,09:59:43.057000
609,820,2.0,09:45:08.816000
610,1797,2.0,09:38:37.203000
611,752,2.0,11:01:19.803000
612,977,2.0,09:50:36.805000
613,437,2.0,09:43:31.490000
614,4624,2.0,11:01:29.523000
615,3989,2.0,09:31:43.055000
616,4389,2.0,11:42:08.791000
617,2741,2.0,09:27:22.986000
618,1975,2.0,09:24:42.981000
619,999,2.0,09:33:53.285000
620,3423,2.0,10:12:52.535000
621,150,2.0,10:36:21.697000
622,2391,2.0,10:01:56.646000
623,4858,2.0,10:46:26.107000
624,3106,2.0,09:43:37.645000
625,84,2.0,09:51:14.706000
626,3270,2.0,09:22:36.046000
627,834,2.0,10:16:48.824000
628,1154,2.0,10:28:22.419000
629,2986,2.0,13:27:21.235000
630,3708,2.0,09:52:43.508000
631,2316,2.0,10:20:03.960000
632,835,2.0,10:24:53.242000
633,1736,2.0,09:42:31.206000
634,1722,2.0,09:51:57.243000
635,1414,2.0,09:38:45.723000
636,64,2.0,09:52:47.068000
637,4681,2.0,10:06:14.050000
638,4144,2.0,10:06:57.381000
641,4359,2.0,10:09:43.564000
642,4891,2.0,10:41:00.599000
643,145,2.0,10:02:15.425000
644,817,2.0,10:10:46.208000
645,1384,2.0,10:10:25.873000
646,4220,2.0,10:05:41.769000
647,1814,2.0,11:28:38.063000
648,1562,2.0,10:29:33.330000
649,1196,2.0,10:33:49.790000
650,2361,2.0,11:05:07.935000
651,681,2.0,10:24:41.679000
652,1405,2.0,10:40:16.491000
653,3715,2.0,10:10:35.252000
654,2883,2.0,10:28:54.782000
655,1561,2.0,10:34:51.764000
656,1869,2.0,10:17:31.216000
657,3270,2.0,10:30:26.143000
658,2514,2.0,10:47:24.770000
659,1690,2.0,11:18:55.185000
660,4856,2.0,10:38:27.733000
661,2632,2.0,10:15:42.899000
662,1663,2.0,10:27:20.390000
663,4596,2.0,10:46:03.082000
664,3549,2.0,10:37:49.580000
665,1759,2.0,10:49:05.510000
666,3869,2.0,10:42:22.491000
668,697,2.0,10:34:25.767000
669,753,2.0,10:17:28.919000
670,1828,2.0,10:19:40.605000
671,2520,2.0,10:57:09.165000
672,210,2.0,10:58:08.674000
673,741,2.0,10:57:39.338000
674,2,2.0,10:41:34.495000
675,2003,2.0,10:36:54.582000
676,1355,2.0,10:24:00.239000
677,509,2.0,10:44:47.338000
679,393,2.0,10:22:05.605000
681,1514,2.0,11:08:04.123000
682,834,2.0,10:52:08.485000
683,3715,2.0,10:35:41.029000
684,178,2.0,10:56:35.328000
685,2444,2.0,11:10:12.650000
686,1301,2.0,10:50:04.679000
687,1033,2.0,11:09:28.223000
688,459,2.0,10:36:07.310000
689,2708,2.0,16:13:55.791000
690,537,2.0,11:12:28.804000
691,2911,2.0,11:13:44.513000
692,3791,2.0,10:44:58.108000
693,1384,2.0,10:55:12.027000
694,1968,2.0,10:49:48.335000
695,681,2.0,10:58:10.690000
696,4708,2.0,10:44:02.507000
697,4491,2.0,10:53:30.124000
698,3762,2.0,11:32:50.507000
699,4316,2.0,11:25:21.218000
700,3326,2.0,11:00:28.710000
701,3218,2.0,11:01:20.580000
702,2055,2.0,10:59:00.763000
703,4390,2.0,11:27:08.280000
704,3310,2.0,11:31:44.382000
705,162,2.0,11:23:56.196000
706,3284,2.0,12:12:19.822000
707,3646,2.0,11:24:57.743000
708,4298,2.0,11:06:01.073000
709,1234,2.0,10:51:16.405000
710,811,2.0,11:23:05.109000
711,2336,2.0,10:53:05.918000
713,1107,2.0,11:12:41.961000
715,1868,2.0,11:33:29.324000
716,594,2.0,12:08:19.424000
717,4848,2.0,12:16:19.051000
718,3897,2.0,11:45:57.084000
719,1414,3.0,09:11:43.916000
720,3987,2.0,11:19:19.948000
721,645,2.0,11:18:14.506000
722,922,2.0,11:51:04.717000
723,4866,2.0,11:48:20.614000
724,2032,2.0,11:39:19.455000
725,31,2.0,11:55:44.639000
726,3769,2.0,11:33:21.949000
727,4118,2.0,12:02:27.273000
728,712,2.0,11:44:08.960000
729,648,2.0,11:41:35.651000
730,432,2.0,11:26:59.828000
731,1574,2.0,12:02:36.809000
732,3562,2.0,12:04:46.498000
734,1879,2.0,11:39:26.363000
735,2698,2.0,11:47:43.881000
736,3228,2.0,12:13:22.926000
737,2878,2.0,11:54:49.638000
738,239,2.0,11:49:11.551000
739,4911,2.0,12:19:54.052000
740,2361,2.0,12:02:52.182000
741,28,2.0,12:25:04.103000
742,3475,2.0,11:48:58.912000
743,189,2.0,11:50:08.571000
744,1068,2.0,13:56:16.011000
745,4298,2.0,12:03:20.135000
746,281,2.0,12:03:34.086000
747,3047,2.0,12:08:28.136000
748,2396,2.0,11:51:00.922000
749,1336,2.0,11:59:11.836000
750,4444,2.0,12:11:11.419000
751,3073,2.0,11:50:04.939000
752,4160,2.0,12:17:38.221000
753,2578,2.0,11:58:39.575000
754,930,2.0,12:50:45.681000
755,3111,2.0,12:16:44.970000
756,4524,2.0,12:33:15.560000
757,3055,2.0,12:08:43.047000
758,4680,2.0,12:54:37.562000
759,2525,2.0,12:25:04.667000
760,2902,2.0,12:20:32.389000
761,1154,2.0,12:20:40.579000
763,4665,2.0,12:31:31.127000
764,3068,2.0,12:50:14.272000
765,259,2.0,12:31:26.821000
766,408,2.0,12:23:07.922000
767,2397,2.0,12:38:30.023000
768,483,2.0,12:25:57.577000
769,44,2.0,12:49:44.107000
770,453,2.0,13:00:11.152000
771,3049,2.0,12:36:51.625000
772,1111,2.0,12:47:51.647000
773,4733,2.0,13:25:24.577000
774,1243,2.0,12:53:26.473000
775,3673,2.0,13:08:12.059000
776,1009,2.0,12:40:10.084000
777,465,2.0,13:17:04.900000
778,1114,2.0,13:23:22.907000
779,3423,2.0,12:47:43.980000
780,4437,3.0,13:17:05.633000
782,1414,2.0,13:15:53.772000
783,3310,2.0,12:37:05.103000
784,2633,2.0,12:45:46.248000
785,3844,2.0,13:00:36.996000
786,859,2.0,13:11:21.551000
787,4524,2.0,13:38:31.388000
788,76,2.0,12:58:28.892000
789,3236,2.0,13:29:18.886000
790,1761,2.0,14:55:17.739000
791,1413,2.0,16:15:09.253000
792,790,2.0,13:23:57.920000
793,4069,2.0,13:10:52.625000
794,2,2.0,13:01:13.233000
795,1466,2.0,13:27:10.794000
796,3068,2.0,13:51:01.180000
797,2458,2.0,13:35:02.802000
798,3570,2.0,13:59:57.982000
799,4657,2.0,20:53:24.298000
800,2817,2.0,14:25:54.171000
801,951,2.0,14:33:55.390000
802,3290,2.0,13:19:44.103000
803,417,2.0,13:22:23.702000
804,3669,2.0,14:24:17.343000
805,1868,2.0,13:28:59.013000
806,4038,2.0,13:31:04.745000
807,1618,2.0,13:36:01.963000
808,3432,2.0,13:38:17.961000
809,288,2.0,13:35:55.613000
810,3012,2.0,13:49:21.722000
811,2821,2.0,13:21:12.684000
812,2733,2.0,13:43:49.054000
813,3203,2.0,13:59:59.994000
814,1646,2.0,13:45:36.488000
815,4508,2.0,14:12:19.958000
816,4250,2.0,13:24:41.863000
817,3602,2.0,18:45:47.365000
818,1243,2.0,13:55:04.413000
819,3093,2.0,14:03:24.506000
820,1931,2.0,13:40:21.117000
821,4086,2.0,14:14:18.107000
822,712,2.0,14:50:05.497000
823,3310,2.0,13:24:07.946000
824,2682,2.0,13:52:39.551000
825,4242,2.0,13:34:34.061000
826,4466,2.0,14:04:49.870000
827,1234,2.0,14:09:57.232000
828,1700,2.0,13:54:18.501000
829,3724,2.0,14:08:54.769000
830,4613,2.0,13:53:09.390000
831,131,2.0,14:03:19.072000
832,3652,2.0,14:15:37.980000
833,467,2.0,14:08:37.741000
834,859,2.0,14:20:15.675000
835,4176,2.0,14:14:01.709000
836,3911,2.0,14:19:56.125000
837,4767,2.0,13:56:26.303000
838,75,2.0,13:49:56.083000
839,1708,2.0,14:33:58.245000
840,237,2.0,13:52:34.330000
841,2886,2.0,14:19:34.305000
842,4017,2.0,14:33:43.561000
843,834,2.0,14:09:44.348000
844,3310,2.0,14:07:10.484000
845,4947,2.0,14:01:28.593000
846,4494,2.0,15:02:39.256000
847,2396,2.0,14:04:17.758000
848,3056,2.0,14:57:58.102000
849,4527,2.0,14:04:00.455000
850,3157,2.0,13:57:31.311000
851,4369,2.0,14:25:23.776000
852,4048,2.0,14:59:41.608000
853,786,2.0,14:50:18.555000
854,2314,2.0,14:38:00.398000
855,1414,2.0,14:20:40.176000
856,1756,2.0,18:51:53.007000
857,3876,2.0,14:07:37.554000
858,523,2.0,14:49:18.328000
