id_listing_anon,room_type,listing_neighborhood,total_reviews
f82fc085-2b65-4fe7-ad9e-2f455a0d39d2,Entire home/apt,-unknown-,0.0
f2e04361-4151-4851-a1b5-e8537594d914,Entire home/apt,-unknown-,4.0
5270656b-5ef8-47fe-8868-42d99c965247,Shared room,-unknown-,0.0
9d9d821b-49fd-43cd-b0c9-c0c80ce96110,Entire home/apt,-unknown-,13.0
2a512485-8056-4453-972e-f44a9a0c85ea,Entire home/apt,Copacabana,0.0
1b953cfe-a1b6-4607-a773-8c552b9253b1,Entire home/apt,São Conrado,0.0
717ed74e-17c5-421b-9b38-50eafde6b3c6,Private room,-unknown-,5.0
7a53697b-bd92-41ff-8f6f-f3ed7a1e7f59,Entire home/apt,Praça da Bandeira,24.0
ff0f29b0-bf0a-4738-92eb-b8654c5204f5,Private room,-unknown-,1.0
4c2bd1f9-c032-4502-8a29-61110b453b51,Shared room,Leblon,0.0
fe0927e0-1c0a-4b11-b570-9b639c872515,Entire home/apt,-unknown-,-9.0
5e60f8da-f5ba-4af3-8ad8-4093a7f89d96,Entire home/apt,Ipanema,11.0
7740bec4-95be-42b8-ba63-86563732e32a,Private room,Humaitá,4.0
8a10d239-486b-42ea-9473-c69998f624d7,Entire home/apt,-unknown-,0.0
e3602ed4-c46b-4fc1-8000-1d863a37d13f,Private room,-unknown-,0.0
a6fb81ca-9673-419d-bcdf-7bbf6ac6d8d0,Entire home/apt,Tijuca,1.0
0ef6ba15-3a44-4009-8696-efca9729106d,Entire home/apt,-unknown-,1.0
25db73ec-fc14-4179-8e3f-8eb7e5dd2f39,Private room,Leblon,0.0
53bf1f12-5407-4317-94f4-19be8b1dcd62,Private room,-unknown-,3.0
553e2458-b549-4211-bb36-60f7b32ec01f,Entire home/apt,Copacabana,0.0
c07fba6a-5ac0-46f7-b273-cc426574af30,Private room,-unknown-,0.0
081f3d7f-0275-4f66-98d0-bb15b56a4e72,Entire home/apt,-unknown-,0.0
0f07a5d4-d897-4b47-8ee7-eaf40adedb8e,Private room,Botafogo,0.0
b46b996b-9304-46ed-bab8-80e5be5ddeec,Entire home/apt,Leblon,4.0
4cf77185-160a-458b-8b99-fafd473412ed,Entire home/apt,Ipanema,3.0
2e81611c-8a9d-4e9b-a1b8-168b7cd550ac,Shared room,-unknown-,0.0
76c26438-002f-4505-a072-e09e7f001ad8,Entire home/apt,-unknown-,1.0
d6dcf7f1-8044-42a3-8905-9fbe7cd7ade1,Entire home/apt,Lagoa,4.0
03a1ab5b-17c0-4dc9-aefa-c4f474d2a84b,Entire home/apt,Lapa,13.0
02daf931-af0a-4f02-bdb4-5aa06201daf7,Entire home/apt,Copacabana,10.0
13e9828b-1886-4eee-b6ee-bdae19dd366b,Entire home/apt,Barra da Tijuca,0.0
d5ab7895-118d-42d8-8bfa-46e3286aef10,Entire home/apt,Barra da Tijuca,1.0
3a0fb9e2-9450-4b64-b3b8-064164d831e9,Entire home/apt,Ipanema,48.0
4b96d2c8-75b2-4a5b-8de0-51edee508548,Entire home/apt,Copacabana,4.0
9819cc43-288b-486a-9634-b121f0ee6562,Entire home/apt,-unknown-,0.0
e5727cbb-be4c-41cc-bf88-36beb49b8235,Entire home/apt,Copacabana,6.0
678e124f-e57a-483a-b98b-bac2cb69d6c7,Entire home/apt,Ipanema,41.0
d6f3452b-a6c5-4bae-a4b4-e7ded28c02da,Entire home/apt,-unknown-,8.0
e2670998-e8a0-49dc-b612-60ffaf75e411,Entire home/apt,-unknown-,0.0
9c31bf4a-99f2-41fd-9251-2b10e3625c1a,Entire home/apt,-unknown-,0.0
a694db70-4557-4f30-84bd-86357cbe78f8,Private room,-unknown-,0.0
f28398ba-6705-448e-be06-f73173d3494c,Entire home/apt,-unknown-,5.0
2eeba284-5ccf-48ea-ad79-2de5c725280c,Entire home/apt,Catete,4.0
8ac4a2e0-bc97-4d4d-b33d-3e93d085a071,Entire home/apt,Leblon,0.0
7a7fb1e8-bf38-40d5-b4e3-53d2670eaf4b,Entire home/apt,-unknown-,0.0
7250f253-871c-4443-9e42-e77f78b7793b,Entire home/apt,Rio Comprido,2.0
e63111f7-6a03-41a5-a1bf-a1b3b350ce08,Entire home/apt,Copacabana,1.0
acef2fba-1851-4a2f-803d-910f56499f29,Entire home/apt,Copacabana,22.0
aa79d8bb-a447-4cfa-972c-d5fa07f315c7,Shared room,Lapa,0.0
bdf6b191-249e-462b-bd25-24393951fb57,Entire home/apt,-unknown-,0.0
40564cfd-9fe0-4d5e-8a48-3c0247cb4e4d,Entire home/apt,Copacabana,32.0
bc1180ad-5517-44de-a941-4a5e736fec0d,Entire home/apt,-unknown-,0.0
cd45b51c-b701-4f02-b190-bf85c27d2a88,Private room,-unknown-,1.0
f40a733a-d2ac-4d4b-88d8-a72a8d8e24f1,Entire home/apt,-unknown-,4.0
2d443b00-f053-4e9a-8950-8029dccf2fda,Private room,Copacabana,5.0
afdc9d18-33f2-46ae-8e7f-f1b648b50d30,Entire home/apt,Ipanema,6.0
f01c414a-6f44-4dc0-9437-d69f222aaff7,Private room,-unknown-,0.0
6816a109-a503-45ea-b7cd-a94926b5f260,Entire home/apt,-unknown-,1.0
7b2c7de2-47e5-42fb-a611-872fd71f6a38,Entire home/apt,Copacabana,3.0
6a1b607e-7704-4cd4-8030-b69429ee91a0,Entire home/apt,Santa Teresa,1.0
4f2037a5-8bf8-414a-aabe-c3d426b366bb,Entire home/apt,-unknown-,1.0
c70ad394-431c-4c8c-a576-3af6262476fb,Entire home/apt,-unknown-,0.0
cc7a24c4-11d2-4435-9605-050394350c91,Entire home/apt,-unknown-,0.0
f34a8759-e189-490b-b32f-2dbf99826163,Private room,-unknown-,0.0
a1649768-945d-4a11-942c-728a306e9ae2,Entire home/apt,Flamengo,1.0
50a1b28b-e701-424b-8b85-bf460f1d2e76,Entire home/apt,Copacabana,4.0
5653905f-1965-4f83-ba9b-b467852c5849,Private room,Glória,1.0
c6152b42-b4e9-45e5-9032-7828178ebca8,Entire home/apt,Copacabana,1.0
ca4af92b-e247-494f-bc30-d00d39dc3697,Entire home/apt,Copacabana,0.0
e772c65b-7bb3-465e-90ec-9a5a6afb1b38,Entire home/apt,-unknown-,0.0
deee886e-29c2-4123-ad54-aa131128d27b,Private room,Copacabana,1.0
c119f379-f070-4658-aac1-d8c90f70df59,Entire home/apt,Copacabana,0.0
20172ce5-a921-4713-9c4d-e2a9c6e83b5c,Entire home/apt,-unknown-,0.0
dba14c5d-1382-45d9-908b-c20ff9a7739d,Entire home/apt,-unknown-,0.0
26f9444a-6316-4150-98a4-187d256a9aa2,Entire home/apt,-unknown-,0.0
ac5a065e-801a-43ba-a516-405dd882b4d9,Private room,-unknown-,7.0
7f2cc4d3-8a9e-499a-ad53-4b15ddfcb047,Entire home/apt,-unknown-,2.0
0ecdaf22-ea9a-4283-ae4a-9cff9f39be6a,Entire home/apt,-unknown-,0.0
1c578927-d11a-41c6-85de-538f38a9719f,Entire home/apt,-unknown-,0.0
348cb7d6-db83-443a-a237-79d9c2a51327,Entire home/apt,-unknown-,3.0
8c9f5d18-2bbd-47f9-8e63-168c45cbdd16,Entire home/apt,Copacabana,11.0
811fc139-b1d1-47f4-8906-24d327f798ad,Entire home/apt,Copacabana,0.0
534b239c-e32a-464c-a6d1-1a3695feac92,Private room,-unknown-,0.0
b9a8e7a9-e972-4a92-8574-2d6c8d1d64f9,Private room,-unknown-,0.0
1bf86d9d-1767-477a-bfb3-d83cb1756e8c,Entire home/apt,Gávea,6.0
a9bcccab-c96a-48d8-b858-5359a29b4c01,Entire home/apt,Ipanema,0.0
552f5fe5-33ff-434d-8cc8-4333af6cdb40,Shared room,-unknown-,1.0
418dda61-1ad5-4cdd-924a-d81becbdf8ec,Entire home/apt,-unknown-,0.0
07fbeab0-e41b-436a-bcd9-9a9e1b091782,Private room,-unknown-,0.0
5aa80243-e78d-43c8-b323-84ac1328147b,Private room,-unknown-,51.0
905af11d-0067-405b-9e21-95580a9e9521,Entire home/apt,Recreio dos Bandeirantes,0.0
e82371e7-e754-4100-9185-5e61dbbd04c5,Entire home/apt,Santa Teresa,2.0
7de01deb-e7b5-4d39-8fbe-6ce6797e36a2,Entire home/apt,Leme,3.0
56b7b530-3ef0-4fce-aa89-60d43bb57ff8,Private room,-unknown-,1.0
966fa4a9-2811-4933-889c-a22957a9ec12,Entire home/apt,-unknown-,1.0
1fb12419-dde3-4022-a890-18ce0b319dd5,Private room,-unknown-,5.0
eb27a0c9-095b-47cf-88c8-2563d3867e28,Private room,-unknown-,0.0
175ee0c8-980a-4625-9396-0b5f2142551e,Entire home/apt,Ipanema,3.0
c3f520af-5d5b-46dd-bf33-8270231e491d,Private room,-unknown-,8.0
852e6acb-28a2-4622-a5fd-684dd28711a0,Entire home/apt,-unknown-,0.0
b1b9577b-a552-48a0-a475-faa605d8de87,Entire home/apt,Copacabana,3.0
7286abae-840e-4fbd-ada5-a51f7d3172a0,Entire home/apt,Copacabana,16.0
febd97e3-33ae-42a6-9cf8-3088c4f3c6af,Entire home/apt,Ipanema,7.0
637bec08-c5e5-439d-bc29-30473d5870de,Entire home/apt,Ipanema,16.0
6d62523e-1ffb-4bba-be7f-3973c377e98b,Entire home/apt,-unknown-,0.0
e41d2b7b-29e2-4575-a80b-ca5a4dda92d2,Entire home/apt,Copacabana,2.0
364bd849-8f70-4f80-a9d4-2434d0f49ce8,Entire home/apt,Ipanema,0.0
2f11198c-48c7-47cf-88f5-7aca6584cc3a,Entire home/apt,Ipanema,75.0
6ccf787d-d154-4767-88e4-19bcf01ef270,Entire home/apt,Ipanema,1.0
7706a2b6-19eb-4f02-b882-8e9c58e249e3,Private room,-unknown-,3.0
93b6266f-a059-4956-a9c3-3b4fac7932ae,Private room,-unknown-,23.0
b3745f35-a893-4202-95d9-ca38b3468fbf,Entire home/apt,Leblon,0.0
451f5f45-b707-4230-9965-da1f6facdc5d,Entire home/apt,-unknown-,22.0
cff958fa-f304-45e6-b38e-78fc3731f252,Entire home/apt,Copacabana,0.0
f51071f6-4525-4847-9c42-6232a90ff48a,Entire home/apt,Leblon,10.0
955686f9-3953-402a-bd10-15395766b4ee,Entire home/apt,Copacabana,5.0
04ab70ce-b74a-424b-bf8f-9241ddf7d975,Entire home/apt,-unknown-,0.0
b327ae96-cb3f-48a5-90dd-fd1c48a408b9,Private room,-unknown-,0.0
9076f5ae-848d-4172-a790-58fd65669bc9,Entire home/apt,-unknown-,0.0
9f6c2352-51b9-4f5a-9aa7-a4b3f0777564,Private room,-unknown-,24.0
7484e9b6-3593-49f7-b60f-a2a8ba65ba36,Entire home/apt,-unknown-,0.0
b5cc96af-979b-4939-9223-ee73f7fb2c80,Entire home/apt,-unknown-,0.0
beb6ec18-6e5c-41de-977c-8b04aaec11e2,Entire home/apt,-unknown-,0.0
fbf9e452-1339-413e-81b8-bd51faf13706,Entire home/apt,-unknown-,4.0
855bda52-feee-462a-92a2-3b7adb0cb085,Entire home/apt,-unknown-,1.0
19ee57e9-6cd7-4cb1-b896-9c44756d8ba2,Entire home/apt,-unknown-,1.0
374bd1ff-4313-42df-8a38-d1d75f18fccb,Entire home/apt,-unknown-,0.0
e8bb699d-3a6d-4ea4-9b25-64e8515d135f,Private room,-unknown-,0.0
812e44f0-5f9b-4edd-932f-882d4aa74abc,Private room,Lapa,0.0
8cca699b-f3f2-4cd9-832f-f04c116fa8b8,Entire home/apt,-unknown-,20.0
4677a9d8-fb83-404e-b9d7-3830a2fcb511,Entire home/apt,Leblon,15.0
4d72c5fd-0254-465d-9819-1d879b419b54,Entire home/apt,-unknown-,2.0
755f8247-84e5-4ecd-a653-83d3a5888da2,Entire home/apt,-unknown-,0.0
cd70e86d-684f-46ab-bf05-a2c31c3d8791,Private room,Vidigal,0.0
a18a5ae7-1aea-4a80-9eac-e43039b015c6,Entire home/apt,-unknown-,4.0
4119cd34-7276-4738-9ac2-983e2c16b76f,Entire home/apt,-unknown-,6.0
5b14a557-dfcb-4a65-8da6-de12e411f1c1,Entire home/apt,Ipanema,4.0
610da70d-34f8-4b49-807a-09f6253ba57a,Entire home/apt,-unknown-,1.0
001d73ab-acbe-4fd8-ae55-c71dd6b7108c,Private room,-unknown-,0.0
03adfab6-fb18-41a0-bd49-ee5e6324d23a,Entire home/apt,-unknown-,42.0
2f4c2f44-db39-4e52-ac99-a3051f9f4ef4,Entire home/apt,-unknown-,1.0
6f696144-4694-49dd-ab2e-9df3bcb0657a,Entire home/apt,Ipanema,31.0
4df2148e-8cca-4e62-82c3-73cad6c1f286,Entire home/apt,Copacabana,3.0
bcf516d9-c6ee-4d75-afec-7a7944a3c978,Entire home/apt,-unknown-,1.0
a7c48dc4-e9cc-4bca-b280-35eabfc4b7c8,Entire home/apt,-unknown-,2.0
27b9e197-7668-4ea2-92a1-0347ed5c1e99,Private room,Santo Cristo,6.0
dee251b8-3f96-4832-ac4c-3746731091f2,Entire home/apt,Copacabana,20.0
95f644c8-4d73-4b8b-b98a-2ab9825dfd12,Entire home/apt,Ipanema,0.0
d97c462d-efec-4c94-aced-b0a8fb8bc16f,Private room,-unknown-,8.0
891250dc-89e5-49ca-ba3d-fa4a0b9f7c0a,Entire home/apt,-unknown-,0.0
8f5bf222-6831-4517-95e0-32ec836e06ec,Entire home/apt,-unknown-,1.0
6a0adc0c-e034-4209-9551-4b5ae8b586c8,Private room,Botafogo,0.0
c5e56aab-7758-4bc0-b427-21392cad61ee,Private room,-unknown-,1.0
5863c6e6-bac9-4d86-a4be-c0fba4aa75b1,Entire home/apt,Barra da Tijuca,14.0
9f374664-5969-44cd-b401-ec69fe7a8565,Private room,Leme,1.0
5628f334-811f-42a4-b36f-d42e720a07fb,Entire home/apt,-unknown-,0.0
8f94baf4-859a-4937-8f62-49d413d59fc7,Entire home/apt,Barra da Tijuca,2.0
bd0f0b8f-2bac-4e68-90bf-0d34f03e01ba,Private room,-unknown-,0.0
ef02498a-150e-4c00-b69d-3aacc5c9997f,Entire home/apt,-unknown-,0.0
907cb97d-231c-4f09-a2b9-db67a4facef4,Entire home/apt,-unknown-,0.0
56a81d89-333e-4a44-99af-ef5c3ade123b,Entire home/apt,Ipanema,26.0
01dfcedf-2974-4620-97da-d0f3669ab746,Entire home/apt,Copacabana,0.0
c6e62c14-a386-41e6-a6b0-b9beebfa5979,Entire home/apt,Copacabana,0.0
5fe9b287-10a9-4769-889a-36fa6ef3d022,Entire home/apt,-unknown-,1.0
67f4047a-be3e-48c9-9f0f-8cbe2d7016c8,Entire home/apt,Catete,0.0
efec3245-d455-45ac-b6e5-a656020bdc23,Entire home/apt,Laranjeiras,0.0
52a316fe-8685-41d5-ab57-1aa5f2c4fe89,Entire home/apt,-unknown-,11.0
eb7818d9-5107-4255-b576-0186b3c583c9,Entire home/apt,-unknown-,0.0
44c99c9f-eecc-4935-9fa0-f4ac3934bf4d,Shared room,-unknown-,0.0
0ed4cf7e-5fb0-4248-b2b3-fe277c22ea3a,Entire home/apt,Copacabana,22.0
175a27dc-074a-449d-a94f-dbeff1034b08,Entire home/apt,-unknown-,0.0
11d27d0b-9a2f-465a-b37c-c3b62568973b,Entire home/apt,Ipanema,43.0
820a692b-4324-4520-b150-1ed235691552,Private room,-unknown-,6.0
3f7b8f1d-7948-436e-8317-d63d3985a2d0,Private room,-unknown-,0.0
abb34046-fe23-4f4e-8c91-ec411ed6f734,Entire home/apt,-unknown-,1.0
f086eb28-77ef-4cea-acd7-3c44f45c6b1d,Entire home/apt,-unknown-,0.0
20b2ae4f-da47-4907-8348-7b45962ad25f,Entire home/apt,-unknown-,0.0
aab86805-ae28-430b-9936-ed546d80adad,Private room,Gávea,4.0
469c0979-280f-4cc6-b157-e73a7f3ff649,Private room,Copacabana,0.0
af93e561-8ef6-47a5-8999-0a0bb964ce52,Entire home/apt,Recreio dos Bandeirantes,0.0
77a8f095-7087-44f3-9e7f-3b7436d1ea05,Private room,-unknown-,3.0
930bf504-ebae-4e0f-ada4-c6c7b326a232,Entire home/apt,Copacabana,0.0
952df60b-5387-471a-9e8d-79e2f1133eef,Entire home/apt,-unknown-,49.0
27d0aa98-ca5b-4446-85d9-9285a9faee74,Private room,-unknown-,5.0
836557af-2d1a-4df8-a230-a8f7c3a8d1ae,Entire home/apt,Barra da Tijuca,0.0
946e4859-22dc-4d42-8c71-d9d489ffdcfb,Entire home/apt,Lapa,80.0
e101b0f6-17dc-46c0-a48a-8d8c36de0086,Entire home/apt,Barra da Tijuca,0.0
ea1521cf-1a01-42e1-9cf6-1ba1478f61d0,Entire home/apt,-unknown-,0.0
208abe79-730f-4d56-9ee2-61917262f4f2,Entire home/apt,-unknown-,16.0
e40b4d2e-8b35-47f3-87e8-3790e7894816,Entire home/apt,Leblon,0.0
4dab053e-22cd-4b11-a498-4343baf1d8b0,Entire home/apt,Lapa,12.0
cf5de246-3ba9-4510-90b9-0338bb55466a,Private room,-unknown-,0.0
dc0ac399-a024-49d0-bfae-ef97b22d8fb3,Private room,-unknown-,8.0
be53cf2b-94e8-48c6-a066-5d25826e9aa2,Private room,Tijuca,0.0
8b8f0bfa-71f3-457e-92c0-99e6a574155e,Entire home/apt,-unknown-,0.0
c4ebfca2-cd58-497b-8481-413d4eb47fe3,Entire home/apt,-unknown-,3.0
121ffed1-7008-4bef-af3a-32b47603fa0a,Entire home/apt,-unknown-,1.0
0f243d30-90ac-4b41-a46d-eac5d4f181dc,Private room,Copacabana,4.0
156f5d80-e6f8-47b3-a9e0-a93097ea3ab2,Entire home/apt,-unknown-,0.0
909eca0b-4641-4d6b-b99d-f1cc8a41fe16,Entire home/apt,-unknown-,0.0
f8049dec-4cee-419c-996d-140d9b37b91d,Entire home/apt,Copacabana,0.0
3860c5f5-19e4-4548-acab-142b4534949d,Private room,-unknown-,0.0
d8002cf1-7fba-4cb5-baa1-77466b1b1023,Entire home/apt,Vidigal,4.0
80856f96-bff0-466c-95f4-81119cdb7b55,Private room,-unknown-,1.0
d38c8485-a6c2-478b-be6b-692bfdc0170a,Private room,-unknown-,0.0
1db6f8b8-f5d7-4b79-b341-a104a067112b,Entire home/apt,Leme,0.0
7fb05297-b781-4e48-aa5d-258aedd077b9,Entire home/apt,Ipanema,1.0
e923b1fc-d34a-4f8b-ba36-4c8482a36901,Entire home/apt,-unknown-,3.0
fd0f9f9a-bcd1-4c61-8573-a434c130f60e,Entire home/apt,-unknown-,0.0
fd1d51f7-00e4-4463-a04e-e5100decfc07,Entire home/apt,Copacabana,0.0
38b239a6-bbec-4eb1-bf61-e6779b03adc4,Private room,Laranjeiras,31.0
851932dd-e795-4276-b4be-9ea26d8ff4fd,Entire home/apt,-unknown-,0.0
ce9997d8-8507-435f-849c-ddbe7a3da749,Entire home/apt,Barra da Tijuca,0.0
d4fca895-5669-4395-ba62-f117516c75e1,Entire home/apt,-unknown-,0.0
bb075d09-0c5e-4dbe-8bae-0384d730a7f3,Entire home/apt,Copacabana,6.0
cb7b473c-25d2-4a7f-a330-6e5aca81ad08,Entire home/apt,Lapa,1.0
cd5e7263-4e76-4c81-b674-a5c593f2cbe0,Entire home/apt,-unknown-,2.0
ed78be13-7c2b-42bc-a183-874c975c88ba,Entire home/apt,Ipanema,4.0
edeecd74-f78e-40e1-b4b1-caa343ec2d06,Private room,Lapa,0.0
b5a82406-ac16-492c-a3fe-0fc390ac31fc,Entire home/apt,-unknown-,0.0
d2c3ecee-ccf0-4ed5-a3a7-77144861a916,Private room,Maracanã,7.0
792e2641-d6f5-43da-89d2-6bab92a11f88,Entire home/apt,Ipanema,8.0
be4c720d-19ef-4a25-86b4-de63382da259,Entire home/apt,-unknown-,1.0
30fc0867-7302-48f1-a5ac-fbb3b342d905,Entire home/apt,-unknown-,0.0
f3e6d01c-043d-4da2-9d4a-aeda53ccea72,Private room,-unknown-,0.0
1acfbdab-1ec8-44c7-b252-9e49e7652b4c,Entire home/apt,Copacabana,20.0
dfc21606-da1d-469a-be3b-167083762a44,Private room,-unknown-,2.0
721feb40-2c1e-409e-b105-302926ef9f22,Entire home/apt,Ipanema,1.0
325d56ad-1d65-4a2f-8bf7-6655fa7776f0,Entire home/apt,Jardim Botânico,2.0
719cfe8c-63b5-4fd9-9486-e0586ea3db33,Entire home/apt,-unknown-,0.0
7e899d96-d16c-46df-a41f-9ad36aaf5955,Entire home/apt,-unknown-,0.0
1c1bd701-12f4-4a38-a481-044a0b572db0,Entire home/apt,Copacabana,43.0
8acc7abd-f13a-4910-ac8e-84def2057d2f,Entire home/apt,Copacabana,7.0
1aa96700-25ef-40a1-bbe7-e2f344ffc713,Entire home/apt,Ipanema,0.0
90939217-1607-480c-8e8b-10def9b30695,Entire home/apt,-unknown-,0.0
754c4fd4-2856-4a1e-8c0a-a5c91f8b0e6e,Entire home/apt,Copacabana,18.0
fe7c09ee-6dec-4990-8f99-773adce96171,Entire home/apt,Leblon,37.0
2181a843-ac88-42c8-9b43-84f062e83f81,Private room,-unknown-,0.0
8205cdae-0cf6-4599-8155-1b554b3a024b,Private room,-unknown-,19.0
71bf031e-6c9e-41f7-86ae-c30e0fa7870f,Entire home/apt,Leblon,7.0
9b9ac8d6-21b3-4347-a805-c19878ff575f,Entire home/apt,-unknown-,0.0
79d1e56f-09a6-4ac6-851f-6e3effe8f584,Entire home/apt,-unknown-,2.0
454d753d-4c15-4284-960c-3d7ac3749c0a,Entire home/apt,-unknown-,0.0
59fc059f-374b-4407-8717-cc853472c699,Entire home/apt,-unknown-,5.0
1b709544-dd4e-4880-b751-85f24d1f76ea,Entire home/apt,-unknown-,1.0
b63b3d77-8ce1-4df6-baa7-c87c7936018f,Private room,Lapa,0.0
4d8b3126-bef6-46e2-ada0-17b122313c82,Entire home/apt,-unknown-,0.0
ad6ab2f9-5077-4bda-83c4-2cf682dfc2e1,Entire home/apt,-unknown-,0.0
0759140b-a7f4-4b0e-9311-94caee540977,Entire home/apt,Copacabana,34.0
9bef123a-08c0-4920-a7d8-d2bae0ca7363,Entire home/apt,-unknown-,0.0
e53a5fb5-9ef7-46df-b1aa-5708e8c2c612,Entire home/apt,Copacabana,1.0
5767c4f5-827b-4abd-b52f-9ca09a0bcccb,Entire home/apt,Copacabana,1.0
2bff0843-53f6-402e-90f8-ba0791b9fafd,Entire home/apt,São Conrado,0.0
8805a578-8dcf-4285-b436-02fa8954c554,Shared room,-unknown-,0.0
4480d14d-f5e8-49e5-b1bc-1a884a26afef,Entire home/apt,-unknown-,48.0
b659e3c0-00fe-4aca-841a-b5cf98586869,Shared room,Méier,1.0
1123064d-be26-4043-8654-5d2b407ed08d,Entire home/apt,Copacabana,3.0
619d3ce9-8df5-4628-875e-86457ff9d380,Entire home/apt,Copacabana,0.0
13f7c7ea-2f98-4822-8e5f-badd7d2be8ca,Private room,Ipanema,3.0
0bdae92f-0b3e-4184-bbad-ef1098aed769,Entire home/apt,Copacabana,30.0
3a471316-8301-48fa-a352-d57c8b846e40,Private room,Copacabana,51.0
4b9cfeb3-8af7-4fbe-9c9f-4c3a5c863248,Entire home/apt,Botafogo,7.0
78e08c8e-cb39-4876-8bab-8f905237c05a,Entire home/apt,Copacabana,0.0
9e90bcf6-c1cd-4615-916c-e094d0bdf02c,Entire home/apt,Copacabana,0.0
af47f9b6-4d18-4a33-a221-c0d8d7a88f3c,Entire home/apt,Copacabana,0.0
8592bc33-a1a5-4499-ac6d-52bc2f87b13b,Entire home/apt,Copacabana,1.0
afbe533f-cf5f-46ef-a1ca-8915f701fe78,Private room,-unknown-,0.0
b8890acb-3f65-4c7f-9379-d98428c88b99,Entire home/apt,-unknown-,27.0
1a50af43-f15d-470a-abf0-2780229ebcce,Entire home/apt,Jardim Botânico,0.0
