id_user_anon,country,words_in_user_profile
386300e8-b217-4d02-9914-fdd8a805797f,AR,0
5a13fb73-44a3-4e2c-bd31-091286187451,CL,1
03a2ca5f-9505-4d5a-ae7c-be2280b1cd5e,US,0
03e308bc-15a7-4c9a-a1f6-756d96a491f8,BR,0
c0ac2b99-07e1-4b8a-9c33-a7a1b1468505,BR,0
9500de9c-66be-497d-96a2-eb0f6019b04b,BR,0
c5a99f3b-436d-4cbf-ae70-f278d20460fe,BR,51
8e8ff37a-2303-4819-9e0b-6e944a7a5d7d,MX,0
bb98cf77-d6dc-4aed-b464-e3791ed94c47,BR,1
6751ccb8-22a0-457e-a2f9-b9cb8ebf9c1a,GB,2
3df31893-5d2a-40b6-8592-56ed6c117b96,BR,0
3f9aebfb-2674-46cf-802c-8eba11056b6e,BR,1
a583daf4-ff75-4ed4-b842-57ed32176368,BR,0
5cdde5cc-dbf4-49ee-9719-8e4c4570b057,BR,5
02d08d6f-a559-4803-b2f0-2310ff3edecd,CL,0
07bb0b51-51fb-4fb2-8b31-43ed51c59b59,BR,0
7387f94c-afef-4336-b054-c47f086c64c0,BR,0
7f7b3351-c248-46b0-8485-777e7d1571b3,BR,0
3a22a5ad-8405-4ac7-9f06-be468346a734,US,1
d64ffaa1-d4f9-472e-9415-716a278054c4,BR,1
f6750c6d-1a96-4e6f-b746-ce9f67387a3a,US,0
49cd2035-94a2-4b9d-9dac-b1ea3ec49efc,US,0
38eef5d6-6109-423f-8c59-a2fceba9cac9,BR,0
72ecab44-7a19-48ad-b860-de268038f508,BR,0
5e5c9341-62eb-48eb-8bc1-651fddfdcc2e,US,30
9dbc8d34-4c78-458b-a205-1d7cf6f9a74e,BR,1
4324b9cb-4da6-4ff0-815e-dda513b39cf8,SE,68
5f17a8ff-9d45-4868-a5e3-d76e642ffcfe,CA,37
96ea87c5-85c8-4ef3-a7aa-72d3f7779491,BR,1
4fc98c28-7c73-47df-b4c9-a1ac27da1dd5,BR,0
a065eaff-7cfa-4510-9e98-a58dd2773e3f,ES,0
18a708e6-b09d-41a0-997f-b4cba186abfa,AR,22
8b5b276f-3075-4f48-9395-0b8d1b0ea765,BR,11
a53f7810-c6da-40af-93af-a7ac5e634abb,NL,37
4940b7c3-7e2a-463f-9b78-105f0375eea5,BR,0
de59c8ff-6a9e-4513-b6cc-0a87bb4e567b,BR,0
0a94e4f6-271f-4b43-869f-1b88cf2c9f03,BR,0
301e63e8-b538-47ec-9aed-891fb14e419a,US,0
ffccfbd7-504b-42eb-bbf4-f591af8bbb58,BR,0
737fc44a-7e74-49ea-9b8d-3130882a448e,BR,0
880be960-250c-4ea8-97ed-0d9c63df6801,BR,1
9f0aa04c-4a50-4792-9f33-c724c68708ff,BR,69
4984e280-bc3c-4ef4-9fd9-99d41a8f55f1,US,31
9fa2b29a-6ebd-4bab-a33e-d97fd365f3ae,BR,0
cab8dd5c-a2c6-4756-a90d-b88a517ec65b,UY,34
81ed4ef8-a33a-4341-9309-e50bdd7686e4,BR,0
60b3343b-5bc3-4cdd-bd99-d570dc25ea07,BR,16
c756ca04-6c6d-4fec-8d13-c64b6f7fd37b,BR,56
d6c96bef-0515-4603-a914-5274e3530b6a,BR,0
e895a81d-a051-4155-94b4-a7b16e17c8d3,BR,293
e6fe09c0-b9a6-47b0-8ed7-9aeba030d47a,BR,0
51f20008-bf55-4db1-a70a-574b0a48c8f7,BR,0
38885876-4d34-46b9-b707-672028b585ea,BR,0
7f903094-086e-4a8f-9bd1-89d3b16ca2bc,GB,1
4af1c206-f044-4949-b07e-22cc9452c35a,AR,0
aeb50446-4622-41fb-9c09-0937a0bab569,BR,1
9ee25751-5cb0-4de1-acab-79626ad25f49,NL,0
c2653792-d40d-439e-ad7a-43cb3235c593,BR,32
b531c463-fdfa-4d46-94a0-828f53445ed2,BR,42
55211c43-d4c7-4b7a-872f-10646f3a6291,BR,1
1ade53c1-d04c-4c14-9004-171e2575c03f,BR,7
66d94626-0e5c-4d8f-a1e1-4e72f9172da4,BR,0
579f96a3-dc5c-491a-9473-71d71270077d,BR,1
9eda68a3-5833-4bae-8862-5791aa2ffc65,BR,0
0c93ff6b-22e4-495c-b468-2654e3798672,BR,0
2fc5a279-2223-4201-bee9-10bd0eb5c58c,BR,0
595213fd-0cdc-49e0-b0ea-e59aa5174500,BR,1
3ab08bba-4fef-4b5d-905c-d1a7b3e80bd4,CL,0
988a36a6-a003-40f5-8935-2f61b2ae0e24,BR,1
86ca8c4f-3e98-4853-b9f3-ce3d49c62212,BR,0
6bac44b0-b3ea-491b-b01d-cdd8a99f3c3f,AR,0
aef6a6ae-9375-410a-90e4-c60479d50d4f,BR,15
57db5dc7-3f5d-4c37-94a7-ec8ef0d7c928,GB,45
bc775f84-ad0d-41cf-a59d-a26bfd2ad903,BR,0
0926e473-bd3d-4a45-9c56-ba9aa0749c40,BR,0
1efd4ee8-428e-416e-99cd-8c7838a65050,BR,0
7860b03f-5df7-4113-a1f6-ad2c0a237dad,CA,120
ed469d24-c0a1-46b8-b7c8-2bd20beaa032,US,0
455ef957-255a-4897-8eda-9773f7ab7258,BR,0
c5afc542-5fe1-426e-acd4-07a1740309a0,BR,42
b623774e-40c7-4fdf-ac8c-1d927764b8d1,BR,0
41ae224f-f448-46d2-a547-187f07704823,GB,50
65bade8d-9e24-4f79-b92a-957462dad487,IE,0
320e43de-4430-469b-a85c-29c100add25d,BR,0
c599a551-951e-4cb6-9e8c-97e7e7b06110,BR,87
95a4d3e2-0156-4cf4-87a4-a1f587867228,BR,80
4faafb98-4776-47f8-9117-26ae6b0f18bd,FR,39
09c9b469-c819-4f15-8d1e-27d2a9908937,BR,0
5c3fa1d2-48e4-4e6c-b6ed-eea6ab7dd796,BR,1
6772ad71-2846-40bf-9034-9afd1bf5ba3f,BR,1
e7f9f829-d822-49af-9544-b1e22fa5ff37,FR,16
d20b5629-7869-4f1a-803a-42c5d4059e1f,BR,9
d24cc7ad-42ed-492c-9b5d-8734e21a2d95,BR,0
51a8250e-e134-43dc-923d-e6bd887a5dc0,BR,85
8a37f64f-7527-49a2-b1d4-dc510777f7cc,BR,3
426352cd-54c5-4ce1-839a-55c8d0e56c2d,GB,6
28c9db71-b564-4e06-9e70-41e6b48a95bb,BR,0
f1872872-e11e-47c0-a1ad-fd60beddbe98,US,0
4cd3005c-b522-4984-bf8a-b3bf12f95b30,BR,0
45686ad8-d7c9-4bc9-9799-f9cc17cb2fb5,BR,16
8a492f71-7d44-4df0-b15e-5bde5f755c66,BR,68
7ee73789-da9a-49b1-a1e8-32da5933c783,BR,0
f779187d-ea5c-434f-b0e6-1e627b48bc6e,BR,67
690f5907-a40c-4c07-9ae1-55dc6b2b66b6,BR,1
a5ad6775-8f5e-456b-b45e-d3771d891bc2,BR,1
9ff9566c-59c0-4f0f-a8a0-5504015ff4f3,BR,0
de9ecdb8-051a-4ca6-bf39-92f3ba1a5b82,NL,0
3d82c227-fd84-4929-8dfd-aec20cc536f6,BR,1
272c8a79-3651-460b-8067-95708fc45646,BR,29
b966a2be-08ea-4bfd-a37d-184d9cbe612d,NO,0
bb91f31e-ae10-49d3-9703-12a5643c109f,BR,0
e653b086-089a-406e-bbe7-57095fa6ed95,BR,36
33450687-cd6b-4394-969f-8d7ddd58914b,BR,15
1d0d8b55-38ed-4586-8558-65deb30e1773,AR,0
17ea2a4a-10bd-4b4d-8def-7c873d1feea2,BR,10
737f8e9f-dfba-4226-88c7-94aa26027d6f,BR,1
372f9002-6113-41c8-86a4-a25c513d0726,BR,23
7eeac5a7-4113-4f4b-8909-e9df74d6e42e,US,0
95e1a41c-c81a-4bde-aa49-662689365379,BR,0
ae12fc89-5cb5-4e65-80cb-5cd593be8edb,FR,0
583af43b-0b08-4fe9-b372-8201a1acddc1,BE,3
aff689ac-1075-47c8-84c8-11b6312a7152,BR,56
619f5de0-d240-4706-9a20-d4b918aaf85f,IT,0
2ebdeb5d-2753-477f-b2c9-1edddb3915c8,BR,0
585bc4b3-7c4d-4933-a441-854d75457028,BR,40
aed99950-adb7-4d9f-86f0-af8ca1f55023,AR,1
d676c36f-3b63-42f4-94fd-6a88a18ce6ce,BR,0
b6f49b94-296d-4d9b-ae25-3acd8af1358b,US,0
e56a11b5-8e4a-4ae6-8911-1a977138c021,AR,3
6bfd95c0-22a3-4c81-8bcf-f80c474e1ef5,BR,7
5a2b9ee4-07a7-41b3-bcd6-d38a25ed0d3e,US,0
690d5847-acb0-4333-a6c2-28a5a113fcfe,BR,0
1928a326-519c-4744-a4e2-f5fb9bd3d540,AR,0
24938a12-2473-48ba-84b1-8b80c18b6aaf,BR,28
c921b32b-0c52-4d52-91e7-a44d65f22665,BR,67
f1381d2b-3660-4b65-90ad-cb0c5f754973,BR,0
39415d59-760a-46e3-971c-b96eda5bfeba,BR,0
971566c1-4a8c-46c8-840b-2d66553d64a8,DE,0
b2495cd3-1498-45c9-a778-1a46d48c5a16,BR,0
b63bdfe2-9127-44af-89a7-4cf64e38c82c,BR,0
81c814a0-1d20-4dc0-a464-634c3c6cdb99,BR,1
ae7ada4f-6432-48ed-8b0e-16bc9e9041fb,BR,0
523e571b-96d6-4403-9108-a861d689dc0e,BR,0
87863e2c-6720-4edd-8ecd-906e36181a97,DE,75
8b875f77-907a-4014-9304-9cbad2579230,AU,1
d0d0a10c-47e0-49af-87fc-ecb758ea3308,BR,0
01af21a8-3605-40a1-a7da-8445c67413cd,BR,15
3fab15dc-c2ce-416f-b8ef-57873724d3ae,US,33
87ad0ee0-49e3-4287-9608-946cd142eb99,US,0
aeab2ab9-1c4a-4a20-a0ff-4e8b44a03553,BR,48
050115e0-e2bc-48d9-a071-d9f3b3257354,BR,125
405d4bf4-e809-49d7-af45-e4952d90f932,BR,1
b70983ad-1acb-4360-a4eb-ba13c80cdb6c,BR,1
db4d74ca-ab3c-4365-8c02-c793556b1ba9,CR,162
17c0d816-58ef-405d-b466-45f3794c71de,BR,0
f84eaec4-aeae-4147-81c1-fce612f8c9bf,BR,36
59d768f0-b135-4a47-88a8-6c1987107e1e,BR,29
47feed59-092b-4425-8f7e-7642d5235f59,AR,0
c19799d6-7144-4d0d-8e19-b1deedecbcd0,BR,5
00981197-a149-4e70-8189-2f2a6c10c34f,GB,0
c37c2e2e-29b4-435c-97f3-8ceae9563f47,BR,13
1a52d8b1-12a8-446c-9a20-58b337c2039f,US,23
5519285d-a301-48d3-b318-ca8c8295f8f2,BR,0
45964605-5942-4a22-98e7-6d644e465acd,GB,48
89b986cb-b42a-4672-86f4-50409fc66c87,BR,77
8aa69e53-3bc0-4f14-bf39-1143280fd0a2,BR,0
47828a3f-501a-42aa-b78a-61f178fae35f,CL,0
6621de8c-3d5d-4854-b96b-ae5426ee8042,BR,1
9f377cfc-4da8-40a1-9505-f9c600e598b7,US,20
00cba923-2a1e-4f04-aef8-87282b8ccc88,BR,0
c020cd29-09a0-4a6a-a214-7f83e08414e0,US,2
876c899e-c7cd-4630-9063-db84abec00a8,US,0
5d305bbd-f335-406a-9002-2bd0aba6fd69,AR,0
2849e923-c2ed-4713-a91c-ff63e7c64112,PE,0
b06ae834-b207-49d8-8cfb-b158407a30c3,BR,0
2762741d-6bd1-4d29-a8a1-eed4b79f1002,US,14
31c31969-afe4-4ca3-9821-b4963be96a63,IT,1
4d9e39f1-8b51-4ac8-922c-91341eeb6e03,BR,0
1ecd3093-3565-4c16-80c9-19b0722309eb,BR,41
bc57768b-6622-4e54-a3f4-0cef79534a73,BR,0
7480ab20-5551-4355-8738-2bf872cb844e,BR,0
e4ffe6d6-1020-4350-af8b-92e6deb4670a,FR,0
93a5551c-71e3-4d0d-9772-632fbbeb2299,CA,0
c2bb0c4b-e82a-4f66-b9be-7bfdfe1a6c48,CH,1
fcb7d8c7-4cb1-48cf-880d-540f5c9b4fbd,CO,1
340bcca9-409c-467c-b277-1c56de35fd4a,BR,40
21c50e92-898f-4f83-b608-8bd89b6275ed,BR,0
ada08456-1acc-41e3-a27b-aad1c85b2f06,BR,30
f2e713c0-ed4e-49e2-9e9f-6ffd1406ac3c,AT,0
dde32fbe-1049-4c05-9624-2d4c4eb5561f,CA,1
f4928196-5968-48e8-9332-1abfb856a24e,BR,0
a2ad3f61-1307-4d05-a759-0127f7d4202c,CL,0
71fde524-1bbb-47b2-a39a-72b282bb0f8d,FR,0
596204d3-7733-4b7d-99e0-407285902598,BR,1
9cb2d05e-0c26-4e6a-b855-a76c5ef378d4,BR,1
a19c223d-0d51-4a74-b881-fe8fe0fc6444,BR,39
9cf73706-56a1-40e0-b3f1-8892e16a192c,BR,15
4d7d6a9d-69f4-455d-9aa9-0922464bfe09,BR,1
1d4394c8-b134-461d-96b3-c4b7c6c0fa99,BR,0
c9a16911-248c-4276-9598-e1b3bec1c917,BR,0
84e5e3f4-fcb0-4dd9-a029-6e88e6b6b2db,BR,0
6f102cbf-33fe-4de1-aae6-25e53c4bf856,BR,0
b045390b-44f3-4d85-bce1-a71ad35bb94f,BR,75
4ade7199-345d-437f-adda-c5560996fdab,BR,0
5422b4e9-3fc8-4b8a-b6de-709daea906b4,BR,113
8031ba59-baf0-4fa7-b85e-40b0122bfb94,GB,1
af44a16e-fc67-4108-8a73-b0c6bba4cb38,BR,45
4e6a1771-9a50-444a-a47f-1f4ea71eede0,FR,1
f39010dc-f221-40af-92ca-c075a2941d5e,BR,0
c799f7fa-45b1-41ba-b84e-fb37b821f504,BR,0
00baa3e6-f9c3-4ee0-98f8-7b7f12f5180c,NL,41
aaa4f786-0c27-4c4d-adad-1c4d872ef2d6,BR,1
0650b2ef-2020-47f9-9477-d75f2fd8baed,BR,0
7e657457-e068-48e6-9caa-c003a17842a9,BR,1
50972685-a9c6-4e05-bb7a-732f3030707c,AR,0
66994fae-a420-4439-8e53-1df89e2a3e15,BR,0
7ae55952-f9c4-4554-9f34-8bbb5d1b148f,BR,0
b99836e6-8f9b-4130-a8af-239569eabee6,BR,1
837d5b98-2149-4f23-870e-2da377e04242,UY,1
cb4ab55e-d454-4b2e-a208-5e71387091d5,US,15
92be10fd-0abd-41d0-93cc-7222568bc3a0,MX,0
2eb749e4-46b2-425d-ab55-0124a6f86f24,DK,0
62ffd619-cdcd-447f-b5d9-f0e9982c2b4c,BR,0
d75edd43-0810-4b35-8b1e-5ab8271d48a9,BR,0
071f8050-a598-4b8e-a9f8-3a73790dc3a6,BR,0
a11996f5-5f17-4288-bf9a-0c2f2d006115,BR,1
3cb8b818-068e-452b-a7d8-2c3002c1a6c6,BR,0
e58839a0-c259-4fc3-b645-9066c71b64ff,BR,1
6fc37e51-0d86-475a-8447-6a0caad14c02,NL,0
86111c70-2e7c-49ab-bf9f-0106997b22b6,BR,1
17bc7f61-29a7-4ad9-92e6-8c8a5cae421c,BR,0
0a78d227-1557-493f-9837-ecb547f80c59,BR,0
bfe99564-a2e1-4b9e-aa26-602155c0ddff,BR,0
27188d41-7a73-4048-a685-fe2e875b6b26,GB,0
677137d8-17d5-46f3-b91c-6b068067369d,BR,61
f40dad59-bd1b-49a0-ac00-aad9bd012804,BR,1
64d2dbc0-3dca-4c92-a2c7-e90bbc66b3fb,BR,0
d9847037-d3be-4d0b-8a0a-611995bcdf12,CL,0
f89e27b5-af25-4c60-8886-11119b574f73,AR,1
73730a05-53ce-4df6-aaca-f8e55f0ce224,AR,0
806a1792-f580-42b2-b026-6946e012542a,BR,0
66575aef-fe37-47b2-8261-61343f41d32b,GB,0
b018828b-1300-451b-ae7f-d02738fe2b4c,AR,0
d7efbd69-62c6-472e-a6da-834812140d2f,GB,21
07b52945-92bb-4c4b-b9a2-88a8a3a41c2b,BR,1
2fd3ad49-8bf9-492c-a40f-be73aaa41aa9,BR,1
dc445355-c58e-47d0-98e9-64706ca1f91e,BR,17
d17214c0-c086-4a07-9b6d-4d80ccf7acdb,MX,33
6d903b9b-7a99-4d55-a460-292645d0ec7e,BR,0
b479b794-f301-433d-a5bf-fb521b6e0f67,BR,19
66e8d231-51ea-44bb-8975-40af7b97667e,BR,57
5cce591f-d761-4885-9d08-bb1586e892a3,DE,0
0f2eee21-ed12-433c-83a0-e5c6d992fcbf,BR,0
d17bcb13-eb5c-48d4-8aa4-4e4415171f0c,BR,9
a74e531e-7bc9-4df7-966b-4df8a7534c09,AE,0
6f29f8fc-3807-43d2-ab32-cde7034e8951,AR,22
4428d072-9f41-4cdc-8709-13834575db10,BR,0
bc29cc55-8188-4933-b23b-b10f4ddde186,BR,20
dd0c0aa8-4086-46ff-a8ba-85f4d6760f88,BR,5
15e48a4a-49c1-46bb-b998-e48a16e39f6a,JP,205
6f87fdfa-2a58-4380-8792-28ea699fed5a,BR,17
783a2143-b3d0-4f12-b079-8baba94aa45c,AE,0
b30ee9eb-6d4b-4afa-a283-115f50308805,DE,1
f26fae41-b163-4627-882f-ca42f583b5ec,SI,68
e335ac5e-1e9f-414e-802d-eb9c6e7d5e96,BR,0
330b0d54-eb40-4fbd-ad35-1c502b8cb926,BR,0
3b7a3f98-5627-4c46-a300-0cbc6d0ed988,BR,0
a3076f0d-1d52-416b-8e3a-bbec5597203b,BR,1
f96393d8-1a05-48a8-8f76-386411a29c1c,BR,46
9de443ef-5720-4fc8-beca-4b66af5aff87,BR,0
d8e453cf-cfaf-43b1-bb30-e3a0a27b01e3,BR,22
28c60ee8-d53e-43e4-8279-2c2e92b3b341,BR,0
84db0fe5-9dbe-478d-8d96-ccb6c245aad7,BR,0
e534b7b7-7349-40d2-90f5-f95aa4afb7be,BR,0
60ea48b2-398c-4e9a-a0c7-748d60af7469,US,0
af5d9370-d61f-49d2-8ad0-a3637b8a0a59,BR,0
