driver_id,driver_onboard_date
0eff1404b137a5562642f0f706e59f25,2016-03-29 00:00:00
0f057c0c73054f569a59a0880b91cbb0,2016-04-04 00:00:00
0f346940b7c9dc770d408b1063ed2f81,2016-04-14 00:00:00
100979abe35f7761f333bb7e63649767,2016-04-10 00:00:00
10570128e114c22b855f1155b88fb379,2016-04-26 00:00:00
10ab4d373b29fb6ee31ae2b7b39fc574,2016-05-14 00:00:00
10d2c35bb4b440aa1eaf06d477ff27a6,2016-05-11 00:00:00
1110d496149d3d8c50276765924df831,2016-03-31 00:00:00
1127af601413f32c08e2a89447e5f3b9,2016-04-05 00:00:00
113d6a61dd3bd21e5bc39bc19197f0f4,2016-04-05 00:00:00
11506b81721ca68ef019764de3d8edbd,2016-04-22 00:00:00
117ea72f13b43f0f4055b0472dcb6b1b,2016-04-25 00:00:00
118be60e268514eb85f66ddb82bfa407,2016-05-11 00:00:00
122972e7c73c944e744e6eca819d93e7,2016-04-24 00:00:00
12933735316b452a5bc6a933d1a38124,2016-04-26 00:00:00
133c19880625cbe91986ee3c402866cd,2016-04-28 00:00:00
133faf644d5cfee9460b87eea4367f92,2016-04-08 00:00:00
1340d44ca7946f4192cd80d8f47ce99b,2016-05-05 00:00:00
136b51093f684e15e2798e4dc1e23d0c,2016-05-14 00:00:00
13fe6713788e9b63f57950320f260512,2016-05-05 00:00:00
14183e69946d782c92eb53b3c6eeb86f,2016-03-30 00:00:00
146cd888491dd0f348575244f5bbc24e,2016-04-16 00:00:00
148fb453d12992652b56d8bc2cfb1b78,2016-04-16 00:00:00
156a150f1dbafbb01a786a5f45bdd7b6,2016-04-04 00:00:00
1585fa96f0818e8f4d1cf826b332fda4,2016-05-06 00:00:00
15e0ade28a7d24026b2fe91ef528ddf5,2016-03-29 00:00:00
162441a5f1b85a5c3780686296c3bc75,2016-04-18 00:00:00
163b1ac215580e695280d8f94c687ef4,2016-04-18 00:00:00
1674103b16c39ab56a76884b7c2ca83e,2016-04-18 00:00:00
1682c469cb12aa06b06d93ab87c3836a,2016-04-20 00:00:00
1696be121baad60c7ca8a1c8164b24ad,2016-04-22 00:00:00
16cd1e08be52741e1516cade45ae7754,2016-05-05 00:00:00
17235b165b78a09be9cd7f9abc1e833a,2016-04-07 00:00:00
173a168d2b8830525f59be85a35f0000,2016-03-29 00:00:00
175540c364f94b6adbc0ce3541a3254a,2016-05-14 00:00:00
179ef343f855d34fa0262c720cdb9a52,2016-05-14 00:00:00
180284a755fb939181db32b838fd0720,2016-05-07 00:00:00
1805f90c5220ac830835df3309a76e78,2016-04-04 00:00:00
181396b71a4723deaa02c3dd3ffa9041,2016-04-06 00:00:00
183336ca67d3257c34cb80c9bd4dfb34,2016-04-19 00:00:00
186d02f3ae489428440a352e3fe503a4,2016-05-06 00:00:00
187a5227c531151abd112eef1d104301,2016-03-30 00:00:00
19029e596b5c3e45cc6b3cca0640fa58,2016-05-02 00:00:00
1925803c42c264e21fdcf0a35fbd2107,2016-04-16 00:00:00
1936275dcb0942dc60a378839fae4730,2016-04-21 00:00:00
1936720ce0900cbff6d9114328c84bee,2016-04-05 00:00:00
1989ad384dd8ab8f43fd19822c36aeac,2016-03-31 00:00:00
19daceea26aeb211cb8bf28c8497b6c2,2016-04-21 00:00:00
19e1cdfeaf90239d8585e6a78136a403,2016-04-05 00:00:00
1a2af09b492ba2519c5b4aec478642a7,2016-04-04 00:00:00
1aee4c95edf898beee1a8b49a1f898b0,2016-04-05 00:00:00
1b51afba3b72e0259db160170f824f95,2016-04-04 00:00:00
1b9ddecea8eb99bc37f9b0711546f1c0,2016-04-20 00:00:00
1c4312919166a0e7cefe6b3ddf1ec9c6,2016-05-13 00:00:00
1c44fab20b7f0804c11d88dc0554edf4,2016-05-11 00:00:00
1c6e8fbca23da68279d93b2de6eaa3d1,2016-05-01 00:00:00
1c95fcac4de21d077072da1ea1705eb5,2016-04-20 00:00:00
1cf6fa07dcec364af2acf257b2d3731e,2016-05-13 00:00:00
1cf95d6dd025d792340b623bcff18260,2016-04-11 00:00:00
1d789a00290ec2e8a4ae1c704f671caf,2016-04-09 00:00:00
1d7bc6daa163020694e2a5e636b96a0d,2016-04-20 00:00:00
1d92784a09b1d1f85b05508e33261efb,2016-04-05 00:00:00
1e836fdeba5bcacf45438c08bfcf4fa3,2016-04-26 00:00:00
1e9570c1846c0f79c1ec103f608bc8ee,2016-05-14 00:00:00
1e9b964b3e3d0289794289579269247a,2016-03-28 00:00:00
1eb30783865c10a8abc395e1b73bd578,2016-04-04 00:00:00
1ed175c60fdf7380fefc804bf4dd75f3,2016-05-13 00:00:00
1f83b77c681720ce48d33c21083c27e0,2016-04-13 00:00:00
1f8e4a81c9da3260c84f14483319a338,2016-04-20 00:00:00
20f5672c1b6a59b9d5ec09a34ad90e9b,2016-04-30 00:00:00
215263f9135bdd22b0e41659046b150d,2016-04-13 00:00:00
21eb2a893ddf647ee9d307d873a697b7,2016-05-11 00:00:00
220d2d2a94c58c0f7ee7cb1864d5f0c5,2016-04-26 00:00:00
2231ec7a993e7ce92f79588ccc405e21,2016-04-28 00:00:00
225fb2558cee416b136c9c9231824580,2016-04-16 00:00:00
22ca9510a0c0d97ba66750530ee0e914,2016-04-25 00:00:00
22d43c4cd79a3cbab663d9eadd1e5995,2016-03-31 00:00:00
23017e4c03d224c89b5e3a0550e1bd9f,2016-04-01 00:00:00
236af2c3c395a20fd53696a5634abd7b,2016-03-31 00:00:00
23d3a2d0f6732d106fbc3d6079ac018d,2016-04-19 00:00:00
23f2a72a48ef9f44301dbcfd69f8b3f0,2016-04-20 00:00:00
2422c0748699c412f9759b2897484061,2016-05-05 00:00:00
24708f36edaf58e1c50b06720b536b45,2016-04-06 00:00:00
2494554e7702a28816717bc0cbf7d57b,2016-05-02 00:00:00
24b79c598cb070bf049057bd529d3c86,2016-04-05 00:00:00
24f805c6313acfbc2250cbfd90268b24,2016-04-09 00:00:00
25061f5683655c7cc6e503eb0383c96e,2016-04-14 00:00:00
25827d13d5d988125ef4cc8a2ea3ddc1,2016-05-09 00:00:00
258e3bc5c82e3f687b4e999bc598374e,2016-04-29 00:00:00
2678d03ea513d10988818e77c5915b75,2016-04-20 00:00:00
268e15733721c4f3c10d9942e85a4859,2016-04-29 00:00:00
26dd952cf82f0d354e4007476748a1dc,2016-03-31 00:00:00
26efe85697b050171e2ac92d11f75605,2016-03-29 00:00:00
272fc17e9698d95dda029e15b5546534,2016-04-07 00:00:00
2736701b1fff80dc6ec8618309c76813,2016-04-25 00:00:00
274a1e97df854e1590ae812ca9ee5ac7,2016-04-02 00:00:00
276f6a36e30c69076c4cab7970ade946,2016-05-13 00:00:00
28083e35d199d29c2a88502329af5f6d,2016-05-12 00:00:00
281274ed70a896744065199c58462f3d,2016-04-07 00:00:00
28a396a3e1793b64046aaaf8345604ec,2016-05-15 00:00:00
28e4da66781b209cd9a299365a0dcab0,2016-04-21 00:00:00
290c05b6d7e38c64bae2535b5d1d27f2,2016-04-15 00:00:00
297e507cc9f1da096e51c2223657255b,2016-05-07 00:00:00
299507a03373935d7a89a9fd6a6c0e46,2016-04-11 00:00:00
29ca037d71b4a5934ae4528d050daeef,2016-04-13 00:00:00
2a190f6b01dba26d00d3b644a268ba75,2016-04-07 00:00:00
2a289b5c712e32bfb651b126cbe4e5bb,2016-04-05 00:00:00
2a4afd4ab156dd0a6a0dc48bdf5d8db7,2016-05-07 00:00:00
2aa41b072dc16081ebe60ad5b17f5a4c,2016-04-08 00:00:00
2b1f99b4f3360623da8fdcd39828122e,2016-04-12 00:00:00
2b4078909534095c15f578c588667bc9,2016-05-03 00:00:00
2b77329ac116a3d1a5334c3fd54bd499,2016-03-29 00:00:00
2ba51f9574a5c08327a718edada3e052,2016-04-26 00:00:00
2ba60fe37b426385154d69d8eff687e1,2016-04-25 00:00:00
2c00d6d77281fb9f97c1eb711f39b08d,2016-05-02 00:00:00
2c130ea88372d326fb1a0719227627e3,2016-04-23 00:00:00
2cc500616c927ce30d0bd1e87c699ef5,2016-04-06 00:00:00
2d42e6d775b4399a56b71c2f3d6905ab,2016-03-29 00:00:00
2d4c69afb7ac569a35a1c15fcecc1cb0,2016-04-14 00:00:00
2da7874cc42c3c94f157bd3fd78369b6,2016-03-29 00:00:00
2db4e5237ec8a271bd6269b5ddc9b422,2016-04-22 00:00:00
2e4d5b1e1a62e56b3a8f887641379fe4,2016-04-09 00:00:00
2e5d7b104b570a5cf450f6825880c9dc,2016-05-15 00:00:00
2e882efad8288189f654defcd3dbcd64,2016-04-24 00:00:00
2ebb15757eae00c4c491f569ca1a72a4,2016-04-01 00:00:00
2ed0f3c071cdebf30186d2bf0a0c6151,2016-04-07 00:00:00
2f29fdfd281552870b7f07152889e0fb,2016-04-04 00:00:00
2f331eb33f5d186bdcfb8cd8e2eb1349,2016-04-13 00:00:00
2f3773bd9dab0fa3e04c6f58dc0714a4,2016-04-22 00:00:00
2f50e03ac03a920d1447b894643797f6,2016-04-08 00:00:00
304fecb59756fb1d76c37ab927293da0,2016-05-13 00:00:00
309320204754c3eeb2577949e870fe2d,2016-04-06 00:00:00
30e91f4104a6b5b0450588d8febddd93,2016-05-05 00:00:00
314d2be0d3461375f9e9ecf56b2b04ee,2016-04-29 00:00:00
3155bb6b7fc081f2cccc4f50c9bea08e,2016-04-11 00:00:00
31b451688ffc6f785c22bf74374507bc,2016-04-27 00:00:00
329870cd7580c9efbc6b62073f89b90d,2016-04-24 00:00:00
32b84f6d92b60badb7a8a6c47088151d,2016-04-14 00:00:00
32d6b6b2ad34385519bd4492ce78eee4,2016-04-02 00:00:00
336a98815390e16a5661d2570374d448,2016-03-31 00:00:00
336c8ec2eb47bc1453b85ee78849038e,2016-04-29 00:00:00
339a64370e18200c78fa15487f688c74,2016-03-31 00:00:00
33b7762088cf5b82b8fe6fc291f93b6b,2016-04-15 00:00:00
34699d5745d74c7076fd1ef051b795a9,2016-04-28 00:00:00
3474d70dfe09a1d9545f436cd3f3136a,2016-05-13 00:00:00
34784d7e4e1ee4869f10d9abeb4ad3fa,2016-04-23 00:00:00
34c0cce7c3c34f9f6062b697637890b2,2016-05-11 00:00:00
34e2c40d9d6f01ec4a0ffed4b032ec1e,2016-04-29 00:00:00
352a72ac75c8886f94894f0cd77ef75d,2016-04-19 00:00:00
3575446a7484516f5593add3ddd37451,2016-04-04 00:00:00
35c3b0390b6f80657c53fb46b13f0a9e,2016-05-12 00:00:00
35db61ddf8e29d55a2d355ed0f9166d8,2016-04-04 00:00:00
35fa59db20f02b89264c5a97b94d7785,2016-04-19 00:00:00
363f684a638dac345e67fbb78e492efc,2016-04-29 00:00:00
367091701b7a57ef3e93c9fe2f6d3b3c,2016-04-25 00:00:00
36de1e085fbd8f354dd3192571cece32,2016-04-19 00:00:00
36df5bf5a89917fde3573e7c960c2097,2016-04-27 00:00:00
370412f2a2747c1fdf8e807374c04a3d,2016-04-17 00:00:00
370e9f95700973dd95508e2f39b2bd29,2016-04-22 00:00:00
3777e15bb2eb838394a372e119d96462,2016-04-04 00:00:00
3788dc9e91f1548816ce8b5af07ddadc,2016-04-26 00:00:00
378f8bfcef6759b1e6b0e66b04424f54,2016-04-02 00:00:00
37ac4f9379c836b08c9a6e2315fd66af,2016-04-07 00:00:00
38510028b6d34d1b1339fa4e70783563,2016-04-17 00:00:00
3857da988688981b67c878fc179eb0dc,2016-04-23 00:00:00
387fb3e0e515f38826f70eb475a3bfb6,2016-04-16 00:00:00
392e07cd00f38f357ae73795619fd0e3,2016-04-27 00:00:00
392f50e58bee8a34399972bf0cb175d3,2016-04-30 00:00:00
39a7bc235caf53556b15dd28ab5a7157,2016-05-02 00:00:00
39b23365604d2633d74192b7131d6f67,2016-04-01 00:00:00
39eedffe18d7ec6c53741f9d46c7ab51,2016-04-22 00:00:00
3a1d9fb7a8cfd55ae38d1b4fb1520d1f,2016-05-02 00:00:00
3a1e17213c1fda2fc6126425e8721a6d,2016-04-07 00:00:00
3a52faf7577b389cbe9912652cbad33c,2016-03-30 00:00:00
3af5c66b6800650cebac636822ac14c7,2016-04-25 00:00:00
3b2dca5cc3db92a05ea35056887108b6,2016-04-04 00:00:00
3b6ae24dc593e6609bf90a1b80630439,2016-04-21 00:00:00
3b7f314bfe75abaa6718399d534ccf47,2016-04-01 00:00:00
3b87648d266e62600ff719b691fd8562,2016-04-14 00:00:00
3babf7dbd39edd11603dcd53e50dc050,2016-05-13 00:00:00
3bfb185b9491beb56fc10b6212c6c9c2,2016-04-07 00:00:00
3c69563a9561f995598ed81f1f5c331a,2016-04-14 00:00:00
3caf85a7d6b8f5615fbc21e8310af584,2016-04-29 00:00:00
3d2fa009a9f144706ad28ec9348f5960,2016-04-05 00:00:00
3dad0a540eaab6fa876e4938d728efae,2016-04-15 00:00:00
3dc5080a4b9299fbf31479ea751d562b,2016-04-24 00:00:00
3dec7f876bb8b281df66b46469c79393,2016-04-14 00:00:00
3e66ede2d283842c643b6b623d0ca168,2016-05-14 00:00:00
3e8d06b82eb75b584564ce66217b3514,2016-05-07 00:00:00
3f2ee0f16084bb99e8423807273c5816,2016-05-04 00:00:00
3f62bb3b6a5ccddae37ff2fe3bfb3efd,2016-05-12 00:00:00
3f79678c849eca6b438bb3d4bb59a5c6,2016-04-01 00:00:00
3f82d353964869022a995e87b480a901,2016-04-05 00:00:00
3fcdb7a637be76b45ad806d4f832c966,2016-04-18 00:00:00
40061a1bbba0ff209c889094d24f6032,2016-03-30 00:00:00
4008627b85a36afa46e22ecf513fc699,2016-05-09 00:00:00
400daded5197f955191887cd567338ee,2016-04-15 00:00:00
402ce9ac2db62fcb5fe29ba1d40566c7,2016-04-08 00:00:00
4125bef57464803d018cacc1d3f08f74,2016-04-29 00:00:00
415fbbda45a4a410e3122e3c992ace42,2016-05-01 00:00:00
417055c67f5510da99ac623b02b87847,2016-05-01 00:00:00
419eef26d8db5ccac04bf5d87af8059a,2016-04-26 00:00:00
42256e33936dfa69088f540a720edc97,2016-04-23 00:00:00
432754fe9722d008cd7328f34852de61,2016-04-01 00:00:00
4343b3dc4ad77e98d38808b64003bee0,2016-04-21 00:00:00
434adfc83c625f393595207cfff91ef2,2016-05-09 00:00:00
440abd26a1c60ce02351bf1823d2d46d,2016-04-13 00:00:00
44198b15df35d0827ebef271b6264727,2016-04-15 00:00:00
443cf8f9119a8fc409780159c46d2de7,2016-04-10 00:00:00
44509b1a5d4f1ad8350076d754ab1cb5,2016-04-06 00:00:00
446b609957a142e8834dc88cebb7dee0,2016-05-08 00:00:00
446ffe55730ace4059f02a4806018a08,2016-04-22 00:00:00
44b7669c8f7ec8b8e592f150c7ee7fa2,2016-04-06 00:00:00
44e9f61af64c2d25412a0f4532ada63c,2016-04-15 00:00:00
453f29877d452cbb3e0df4922a816316,2016-04-23 00:00:00
455ec8a8532948fe2c5e308af37216a1,2016-04-15 00:00:00
456467f01492ee1aeb7707de5c725f1c,2016-04-21 00:00:00
459af73e5a9d360ff51cf284c571f01b,2016-05-03 00:00:00
45ebd51300bd4bcc529a11a855827db4,2016-04-16 00:00:00
46b9dc30efea1755f8ada69668793bf5,2016-04-12 00:00:00
46da643aa47256fef0822a2f288e115b,2016-05-06 00:00:00
46e1da1c7fe0602747beb9fe6bbaf037,2016-04-12 00:00:00
46fcd24790c5eae35fa517051024bfe7,2016-04-11 00:00:00
4705afcfaac4e4bd293f613e3b01598f,2016-04-26 00:00:00
4713aa4cef966a678af02897a0e74043,2016-05-08 00:00:00
4742b3f8432af0165e291edc6b8c5e53,2016-04-29 00:00:00
479c3dccc06056867dd10c7d9fa0f569,2016-03-28 00:00:00
47d53cd40685a32d936cbde7760eb434,2016-04-12 00:00:00
4856b892095f3afe8607a5ba0121b7b8,2016-03-30 00:00:00
48e49f85bb962b1f77ed152cc32dcd0a,2016-04-29 00:00:00
490a37e876eb5d48f8e56e0d99461b04,2016-04-29 00:00:00
4952bdd8850792b72466848cb4930f10,2016-04-20 00:00:00
49803452ad1a68e87b448f5129276bc2,2016-04-21 00:00:00
4a07b94db0ec6615f30ace6efd2a19cb,2016-04-28 00:00:00
4aa585f63fbe04dcded4019662cc47f8,2016-04-17 00:00:00
4af132c905d92d74454ca4934ee2450a,2016-04-14 00:00:00
4af6c062ca397fd6b7bd2fb2a91e5964,2016-05-12 00:00:00
4b52c260ac5817566e61009e4bd23329,2016-04-28 00:00:00
4bbf15c7280e29c1df6edd7bf6dfa56a,2016-05-04 00:00:00
4bcc817c8aba8c5569e370b238831e77,2016-05-10 00:00:00
4c17ad0240c5e0342da52b55a3c64a49,2016-04-06 00:00:00
4c50a69869b14c84b1fd77ddeb7b0962,2016-04-10 00:00:00
4c5f4c8887459671e65b68826fe750c3,2016-04-17 00:00:00
4d10262d534bd366736dcabc8d37a3bb,2016-04-13 00:00:00
4d1e99b879de5fa11e3f5423416f0497,2016-03-31 00:00:00
4d40cd073132f01ccef7027f70890b6d,2016-05-04 00:00:00
4dc7656f389d5cfcd38bf7870c1ce3e6,2016-05-12 00:00:00
4dd633c46b8d78842b1e9dfb7f6a60e7,2016-04-10 00:00:00
4e1fa948dc5295202fa8b7f8062b0d28,2016-05-14 00:00:00
4e428667c6bb84323046e5647dfdfff0,2016-04-25 00:00:00
4e4d07bdf390e67b633e62d3eaabd3dc,2016-04-26 00:00:00
4e83cce03deeca174a87faaa046a4750,2016-04-09 00:00:00
4e9bcae1e2305fe1e6b215cb82833e97,2016-04-11 00:00:00
4eb382d1f7d50fae1294964263d1ce82,2016-04-06 00:00:00
4f06c1412e8f2c16c96abb053997112f,2016-05-03 00:00:00
4f3187e47f035afbd77a00d4cd536d7f,2016-03-29 00:00:00
4f67a5d1152cd3f9f889d61779c27153,2016-04-11 00:00:00
4fc9091d4e900a41a207ee32a639d658,2016-04-19 00:00:00
50eadd94fd0152fd0638a915061c4c94,2016-04-13 00:00:00
50ec87212107552181f769bdc522b63d,2016-04-11 00:00:00
512ee3c7f8f9bfa6b7d3d824f5af228d,2016-04-13 00:00:00
514da6a81ecbe7cd98fc71045c66aae1,2016-04-22 00:00:00
5185567c0a5ec03eddbb003364c82b97,2016-05-06 00:00:00
51a82cefe6d4e058ed392ea004572896,2016-05-07 00:00:00
51b528390e8e7780595f6009b1f4cf72,2016-05-06 00:00:00
52b193144c088d3aaf82dee6c4625155,2016-05-10 00:00:00
52bc8ebc7db90d5b77453bf475677ebd,2016-05-08 00:00:00
531a726b5b0c925a1aa24b5a9d5ac333,2016-04-05 00:00:00
53b03eb76e7c0e268c027a6868b9394c,2016-04-15 00:00:00
53e554eb940176c64fa8ee10a394f835,2016-05-11 00:00:00
5420c76a41d255a40272c8f3c1f93c6a,2016-04-02 00:00:00
5479187ed46c2c87abacde90f4d8ed6f,2016-04-07 00:00:00
548a85a2fbb4986fd7a632566e8cb9c3,2016-04-02 00:00:00
554a4f92c47ec3280d3ca64f5250b023,2016-05-05 00:00:00
557b608dc1196be486e4928b62098895,2016-04-05 00:00:00
55b69c895ca72127d05a48035328b345,2016-05-03 00:00:00
55bec90600d21bd3513366d218f2b2f2,2016-05-10 00:00:00
55d70545197fd2c5cc68f14f3d5d6585,2016-04-30 00:00:00
55d7b17732745057aff29fcd0ce13014,2016-03-29 00:00:00
561593fc7dd18e6a78c6ad5e7eef0061,2016-04-14 00:00:00
569271b82c506166a23ffcfbf6f854f2,2016-05-11 00:00:00
56bda1ed3f3299ff6e8465398a498a5b,2016-05-07 00:00:00
5718c878f7879770af94d41951431983,2016-04-19 00:00:00
5724816548576c2ccfcbd3d9d5072d23,2016-04-16 00:00:00
5785f300b54051f8791ab00c424416a3,2016-04-03 00:00:00
579967d1572ee95c66ffa1ca4077b61a,2016-03-29 00:00:00
57c15602f0b088ce6b9e4f88edce149c,2016-04-20 00:00:00
57c355d13a3bcfd36b3245d03f3f9d69,2016-05-12 00:00:00
581129294fc7d1f43a4d1a372515dfaa,2016-04-17 00:00:00
583740d998ccdf639276e797a6caa9df,2016-04-26 00:00:00
585b09e7ee2164f95b134866f3f412fb,2016-04-28 00:00:00
58d8c3038cd500e773aff605e28ce8a7,2016-04-30 00:00:00
5943b68c2fa8bcfd0add30691fd9136b,2016-04-04 00:00:00
5a22303ccd79309f5324acc7b0e751bf,2016-04-14 00:00:00
5a4306be3d5e1d5481e9237d2d211cb6,2016-04-22 00:00:00
5a880bc9cddbb3845438de87f859c360,2016-04-19 00:00:00
5ae3c8ba3ae2b9230664674dadf8535a,2016-05-05 00:00:00
5b33db9198566d3fcc5aa0bdeb435d2a,2016-05-11 00:00:00
5bd37993cfff08be940348a466912238,2016-04-13 00:00:00
5c00ecb439cd4e2377e9bb3de84b0e74,2016-03-28 00:00:00
5cb230875b1a38b725085246444ffd0c,2016-04-21 00:00:00
5ccc0e6dc9c7475caf785cdce7b8eb7a,2016-04-05 00:00:00
5ceff5a3983505de6d021403c6975079,2016-04-12 00:00:00
5cf93f7d1d3a8f0cf395c84053c31b1b,2016-04-23 00:00:00
5cfe569d448c9a5e120ce15611e7c779,2016-04-17 00:00:00
5cff9e4588a1d8b4b0fd703c4720421b,2016-04-05 00:00:00
5dca331aca1913f495071f3352fed0a2,2016-05-09 00:00:00
5dd7009f3d7f049d3e38b155ecd3a24e,2016-04-12 00:00:00
5e37e705afb774452ab30d20b9561a0f,2016-04-25 00:00:00
5e5bfc73736d6aa15ac33ea01d47e5ee,2016-05-10 00:00:00
5e6bd3186b283c4e430332e1a3dd1b2e,2016-05-02 00:00:00
5efe1190183936849880ece11b1ece77,2016-04-07 00:00:00
5f34c8fc5bdd33f14bb71999b8286aef,2016-05-04 00:00:00
5f946639378f9e31eee8b927dd743949,2016-04-09 00:00:00
5fce375e4e5c673c29e652df1ac0b903,2016-03-30 00:00:00
604097f005384ad20d982e7584f27c09,2016-05-07 00:00:00
609970e669f2c55d69abc3cb117c47f6,2016-04-05 00:00:00
60a524518de0ab4261b0e71ee7011d64,2016-04-12 00:00:00
60f73dcab4a99269b597381b4958391f,2016-05-10 00:00:00
619fb670865cb3e2583cc22fde1337f1,2016-04-11 00:00:00
61e12b63003cde2efb3d1068853915d4,2016-04-30 00:00:00
6241b9c147df1d0c7027321d4e1d53cf,2016-05-06 00:00:00
62a95561a6b12acbf809772553ba1462,2016-05-09 00:00:00
62aa54591b22be467c5a36356f96915b,2016-05-11 00:00:00
62c83d1a137771a5c82433c8b3f7fddb,2016-05-04 00:00:00
630559dc85053c746beafacbd590e8f0,2016-03-29 00:00:00
633310975f38cbaf67eb5043b4c6c77c,2016-04-04 00:00:00
6455eac21c029b8d93ff09c2dffcea35,2016-04-01 00:00:00
646eba049df90f6bca2f51ce20004ac4,2016-04-21 00:00:00
647bd8b8b02c285db177096a351f8e2c,2016-04-12 00:00:00
64a4b6ed93e79d83422e5cfef3a1d01f,2016-04-19 00:00:00
64c401a44c495c2adcc834a3db3de11f,2016-04-30 00:00:00
64e245c2e3f5c7658bc062e9840c04dc,2016-05-06 00:00:00
654c3e2ff69e4d6c9569212cbaf7af07,2016-05-09 00:00:00
6580de4a0be125c140c30436c7c2c988,2016-05-06 00:00:00
65b885fb53d0d952ed5be174c9c2d76d,2016-04-04 00:00:00
65bacc9ccdbaf8341a7232d5cfdbb0bf,2016-05-12 00:00:00
66290b00f9756a4c6808035244a4b9f6,2016-04-30 00:00:00
6641cc5d8221699e7db3376fea5587ba,2016-05-10 00:00:00
66f7bc876e24e26c5d71cb9a2a0e1222,2016-03-30 00:00:00
67129f4eb32604d9e420da5bf6bb2469,2016-04-07 00:00:00
671a36a580dd94c6a80d0dbe7fcaeabc,2016-05-13 00:00:00
67771fd10458c38391b55774826e4c34,2016-04-28 00:00:00
67b153d9a373c6b824954f5001e4769d,2016-04-09 00:00:00
685a660507aba9066865ebfd62c48451,2016-05-13 00:00:00
687ab6ec9da9f17ebd4d8665d1988e0f,2016-05-05 00:00:00
689bdf87fb2de49f98bf4946cfaa5068,2016-04-04 00:00:00
68a84d00f61c9fd6900cd12e662d43fa,2016-04-06 00:00:00
68b546b2f4102641d6774c1ce4f57457,2016-03-30 00:00:00
68c4e63e9663a4bd8d4e435601a26a37,2016-05-04 00:00:00
68ec19c0d8af934976480dde7488ad83,2016-04-21 00:00:00
691b99ebc7251c00edc12eab9232c0c4,2016-04-30 00:00:00
699c387896f72e990239cbee1d81ff95,2016-04-20 00:00:00
6a0b94ec26ca0805f971c293a9603887,2016-04-15 00:00:00
6a190e3b2a68b2822a03fbd698f02604,2016-05-04 00:00:00
6a464f9c764040d89517cb5ed9257953,2016-05-04 00:00:00
6a4c652f46bc14c1c04eff3c67cabac0,2016-05-10 00:00:00
6b0ba48a13c721f5fb766339a42d25f2,2016-03-30 00:00:00
6b65c06851e944351dd285a1eb729499,2016-05-08 00:00:00
