campaign,date,spend,impressions,actions
fish_cow_desert,2/14/15,22.97,3449,"[{""action"": ""clicks"", ""b"": 15}, {""y"": 30, ""action"": ""clicks""}, {""action"": ""views"", ""b"": 15}, {""a"": 81, ""action"": ""views""}, {""action"": ""views"", ""c"": 63}, {""action"": ""views"", ""z"": 25}, {""y"": 30, ""action"": ""views""}, {""action"": ""conversions"", ""x"": 9}, {""action"": ""conversions"", ""c"": 33}, {""a"": 78, ""action"": ""conversions""}]"
fish_cow_desert,2/15/15,15.28,2810,"[{""action"": ""conversions"", ""z"": 48}]"
fish_cow_desert,2/16/15,31.96,4663,"[{""action"": ""conversions"", ""c"": 9}, {""action"": ""conversions"", ""z"": 67}, {""y"": 17, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 97}]"
fish_cow_desert,2/17/15,55.32,6515,"[{""action"": ""views"", ""x"": 8}]"
fish_cow_desert,2/18/15,55.32,6481,"[{""action"": ""clicks"", ""x"": 27}, {""action"": ""conversions"", ""x"": 31}, {""y"": 74, ""action"": ""conversions""}, {""a"": 76, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 21}, {""action"": ""conversions"", ""z"": 41}, {""action"": ""views"", ""b"": 3}, {""action"": ""views"", ""x"": 84}]"
fish_cow_desert,2/19/15,54.2,9758,"[{""action"": ""conversions"", ""c"": 41}, {""action"": ""conversions"", ""x"": 74}, {""action"": ""conversions"", ""z"": 53}, {""action"": ""clicks"", ""x"": 16}, {""y"": 37, ""action"": ""clicks""}]"
fish_cow_desert,2/20/15,10.92,1239,"[{""action"": ""conversions"", ""c"": 85}, {""a"": 88, ""action"": ""conversions""}, {""y"": 44, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 52}, {""action"": ""conversions"", ""b"": 11}, {""action"": ""conversions"", ""x"": 74}]"
fish_cow_desert,2/21/15,3.69,549,"[{""action"": ""views"", ""b"": 18}, {""y"": 88, ""action"": ""views""}, {""action"": ""views"", ""x"": 39}, {""action"": ""views"", ""z"": 51}, {""action"": ""clicks"", ""b"": 74}, {""action"": ""clicks"", ""x"": 49}, {""action"": ""clicks"", ""c"": 96}, {""action"": ""clicks"", ""z"": 64}, {""y"": 21, ""action"": ""clicks""}, {""action"": ""conversions"", ""b"": 5}, {""y"": 11, ""action"": ""conversions""}]"
fish_cow_desert,2/22/15,75.08,8427,"[{""action"": ""clicks"", ""c"": 17}, {""action"": ""clicks"", ""x"": 70}, {""y"": 67, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 76}, {""action"": ""conversions"", ""z"": 60}, {""action"": ""conversions"", ""x"": 33}, {""y"": 11, ""action"": ""views""}, {""action"": ""views"", ""x"": 85}, {""action"": ""views"", ""b"": 95}, {""action"": ""views"", ""z"": 12}]"
fish_cow_desert,2/23/15,27.39,3237,"[{""y"": 52, ""action"": ""views""}, {""action"": ""views"", ""b"": 83}, {""action"": ""views"", ""c"": 67}, {""action"": ""clicks"", ""x"": 71}, {""y"": 30, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 57}, {""action"": ""conversions"", ""z"": 7}, {""y"": 20, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 67}]"
fish_cow_desert,2/24/15,58.72,7823,"[{""action"": ""clicks"", ""b"": 14}, {""action"": ""conversions"", ""z"": 90}]"
fish_cow_desert,2/25/15,12.66,1634,"[{""action"": ""clicks"", ""z"": 84}, {""action"": ""views"", ""x"": 48}, {""action"": ""views"", ""b"": 18}, {""action"": ""views"", ""z"": 77}, {""action"": ""conversions"", ""z"": 15}, {""a"": 92, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 22}, {""action"": ""conversions"", ""b"": 74}]"
fish_cow_desert,2/26/15,56.63,9929,"[{""a"": 1, ""action"": ""clicks""}, {""y"": 6, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 40}, {""action"": ""clicks"", ""c"": 23}]"
fish_cow_desert,2/27/15,12.5,1730,"[{""action"": ""views"", ""z"": 13}, {""a"": 29, ""action"": ""views""}, {""action"": ""conversions"", ""c"": 24}, {""action"": ""conversions"", ""x"": 69}, {""action"": ""conversions"", ""b"": 49}, {""action"": ""conversions"", ""z"": 6}, {""a"": 2, ""action"": ""conversions""}, {""y"": 47, ""action"": ""conversions""}]"
fish_cow_desert,2/28/15,63.04,7294,"[{""y"": 73, ""action"": ""clicks""}, {""action"": ""views"", ""x"": 12}, {""y"": 8, ""action"": ""views""}, {""action"": ""views"", ""b"": 91}, {""a"": 44, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 94}, {""action"": ""conversions"", ""x"": 38}, {""action"": ""conversions"", ""z"": 80}, {""y"": 39, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 93}]"
fish_cow_desert,3/1/15,16.63,2179,"[{""action"": ""clicks"", ""b"": 7}, {""y"": 48, ""action"": ""clicks""}, {""y"": 65, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 61}, {""action"": ""conversions"", ""z"": 17}, {""y"": 5, ""action"": ""views""}, {""a"": 65, ""action"": ""views""}]"
fish_cow_desert,3/2/15,29.88,4582,"[{""action"": ""views"", ""c"": 59}]"
fish_cow_desert,3/3/15,44.07,6243,"[{""a"": 92, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 3}, {""y"": 91, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 25}]"
fish_cow_desert,3/4/15,38,5947,"[{""action"": ""views"", ""x"": 48}, {""action"": ""views"", ""b"": 12}, {""action"": ""views"", ""c"": 6}, {""action"": ""views"", ""z"": 77}]"
fish_cow_desert,3/5/15,77.56,7801,"[{""action"": ""views"", ""c"": 32}, {""action"": ""views"", ""x"": 28}, {""a"": 20, ""action"": ""views""}, {""action"": ""views"", ""b"": 20}, {""action"": ""views"", ""z"": 17}, {""y"": 78, ""action"": ""views""}, {""action"": ""clicks"", ""c"": 6}, {""action"": ""clicks"", ""b"": 40}, {""action"": ""clicks"", ""x"": 57}, {""action"": ""clicks"", ""z"": 74}, {""a"": 57, ""action"": ""clicks""}, {""action"": ""conversions"", ""x"": 53}]"
fish_cow_desert,3/6/15,55.22,7550,"[{""a"": 64, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 53}, {""y"": 41, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 81}, {""action"": ""clicks"", ""x"": 45}, {""y"": 18, ""action"": ""conversions""}, {""action"": ""views"", ""b"": 88}, {""action"": ""views"", ""z"": 64}, {""action"": ""views"", ""x"": 62}, {""a"": 57, ""action"": ""views""}, {""y"": 88, ""action"": ""views""}, {""action"": ""views"", ""c"": 83}]"
fish_cow_desert,3/7/15,24.37,2628,"[{""action"": ""conversions"", ""b"": 43}, {""action"": ""conversions"", ""c"": 81}, {""action"": ""clicks"", ""x"": 96}, {""y"": 35, ""action"": ""views""}, {""action"": ""views"", ""c"": 55}, {""action"": ""views"", ""b"": 33}, {""action"": ""views"", ""z"": 47}]"
fish_cow_desert,3/8/15,17.67,3476,"[{""action"": ""views"", ""c"": 67}, {""action"": ""views"", ""b"": 13}, {""a"": 4, ""action"": ""views""}, {""action"": ""views"", ""z"": 55}, {""action"": ""views"", ""x"": 55}, {""y"": 87, ""action"": ""views""}, {""y"": 86, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 21}, {""action"": ""conversions"", ""b"": 8}, {""action"": ""conversions"", ""c"": 71}]"
fish_cow_desert,3/9/15,6.98,743,"[{""action"": ""clicks"", ""z"": 33}, {""y"": 15, ""action"": ""clicks""}, {""a"": 79, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 78}]"
fish_cow_desert,3/10/15,26.21,3471,"[{""action"": ""views"", ""b"": 89}, {""action"": ""views"", ""x"": 53}, {""action"": ""views"", ""c"": 77}, {""a"": 67, ""action"": ""views""}, {""y"": 4, ""action"": ""views""}, {""action"": ""conversions"", ""x"": 24}, {""action"": ""conversions"", ""b"": 19}]"
fish_cow_desert,3/11/15,41.69,5353,"[{""action"": ""clicks"", ""c"": 13}, {""action"": ""clicks"", ""b"": 10}, {""a"": 40, ""action"": ""clicks""}, {""y"": 19, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 85}, {""action"": ""views"", ""x"": 88}, {""action"": ""views"", ""c"": 20}]"
fish_cow_desert,3/12/15,9.26,1067,"[{""y"": 35, ""action"": ""views""}, {""action"": ""views"", ""x"": 24}, {""action"": ""views"", ""c"": 8}, {""action"": ""views"", ""b"": 15}, {""action"": ""views"", ""z"": 94}, {""a"": 46, ""action"": ""views""}, {""y"": 15, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 21}, {""a"": 26, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 97}, {""action"": ""clicks"", ""c"": 43}]"
fish_cow_desert,3/13/15,24.61,4103,"[{""action"": ""views"", ""z"": 45}, {""y"": 20, ""action"": ""views""}, {""a"": 85, ""action"": ""views""}, {""action"": ""views"", ""x"": 68}, {""action"": ""views"", ""c"": 33}, {""action"": ""views"", ""b"": 32}]"
fish_cow_desert,3/14/15,7.38,885,"[{""action"": ""conversions"", ""x"": 67}, {""y"": 75, ""action"": ""conversions""}, {""a"": 97, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 6}, {""action"": ""conversions"", ""c"": 92}, {""action"": ""conversions"", ""b"": 11}]"
fish_cow_desert,3/15/15,24.42,3010,"[{""action"": ""clicks"", ""c"": 38}, {""y"": 33, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 98}, {""action"": ""conversions"", ""x"": 29}, {""a"": 18, ""action"": ""conversions""}, {""action"": ""views"", ""z"": 65}]"
fish_cow_desert,3/16/15,29.03,3239,"[{""action"": ""views"", ""z"": 98}, {""a"": 45, ""action"": ""views""}, {""action"": ""clicks"", ""b"": 66}, {""action"": ""conversions"", ""c"": 25}]"
fish_cow_desert,3/17/15,43.03,5541,"[{""action"": ""clicks"", ""c"": 43}, {""action"": ""conversions"", ""b"": 11}, {""y"": 65, ""action"": ""conversions""}, {""a"": 72, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 89}]"
fish_cow_desert,3/18/15,0.38,55,"[{""action"": ""views"", ""c"": 84}, {""action"": ""views"", ""b"": 27}, {""y"": 63, ""action"": ""views""}, {""action"": ""views"", ""z"": 55}, {""a"": 55, ""action"": ""views""}, {""action"": ""views"", ""x"": 38}]"
fish_cow_desert,3/19/15,15.85,2390,"[{""a"": 2, ""action"": ""views""}, {""action"": ""views"", ""b"": 96}, {""action"": ""views"", ""x"": 6}, {""action"": ""views"", ""c"": 86}, {""action"": ""views"", ""z"": 92}]"
fish_cow_desert,3/20/15,57.4,9774,"[{""action"": ""conversions"", ""x"": 65}, {""a"": 68, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 73}, {""action"": ""conversions"", ""b"": 39}, {""action"": ""conversions"", ""z"": 29}, {""y"": 92, ""action"": ""conversions""}]"
fish_cow_desert,3/21/15,29.96,4046,"[{""action"": ""conversions"", ""c"": 21}, {""a"": 49, ""action"": ""views""}, {""action"": ""views"", ""b"": 78}, {""action"": ""views"", ""z"": 5}, {""action"": ""views"", ""c"": 43}]"
fish_cow_desert,3/22/15,6.41,883,"[{""action"": ""clicks"", ""c"": 87}, {""y"": 43, ""action"": ""clicks""}, {""y"": 51, ""action"": ""views""}, {""action"": ""conversions"", ""x"": 2}, {""action"": ""conversions"", ""z"": 87}, {""action"": ""conversions"", ""c"": 19}]"
fish_cow_desert,3/23/15,20.01,3748,"[{""action"": ""clicks"", ""z"": 16}, {""action"": ""clicks"", ""c"": 65}, {""action"": ""clicks"", ""x"": 77}, {""action"": ""clicks"", ""b"": 6}, {""y"": 12, ""action"": ""clicks""}]"
fish_cow_desert,3/24/15,85.05,9829,"[{""y"": 49, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 46}, {""a"": 71, ""action"": ""conversions""}]"
fish_cow_desert,3/25/15,18.99,1906,"[{""a"": 23, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 41}, {""action"": ""clicks"", ""z"": 28}]"
fish_cow_desert,3/26/15,49.94,9971,"[{""action"": ""views"", ""b"": 83}, {""action"": ""views"", ""z"": 74}, {""a"": 1, ""action"": ""views""}, {""action"": ""views"", ""c"": 11}, {""y"": 31, ""action"": ""views""}, {""action"": ""views"", ""x"": 31}]"
fish_cow_desert,3/27/15,46.83,4770,"[{""y"": 54, ""action"": ""clicks""}]"
fish_cow_desert,3/28/15,33.2,4167,"[{""action"": ""views"", ""c"": 84}, {""a"": 90, ""action"": ""views""}, {""y"": 51, ""action"": ""views""}, {""action"": ""views"", ""b"": 81}, {""action"": ""views"", ""z"": 46}, {""y"": 90, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 53}, {""action"": ""clicks"", ""z"": 54}, {""a"": 17, ""action"": ""clicks""}, {""y"": 39, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 62}, {""action"": ""conversions"", ""b"": 66}, {""action"": ""conversions"", ""x"": 98}]"
fish_cow_desert,3/29/15,15.42,2337,"[{""action"": ""clicks"", ""b"": 11}, {""action"": ""clicks"", ""c"": 7}, {""y"": 57, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 20}, {""a"": 17, ""action"": ""clicks""}, {""action"": ""views"", ""z"": 44}, {""y"": 61, ""action"": ""views""}, {""action"": ""views"", ""b"": 67}, {""action"": ""views"", ""x"": 45}, {""action"": ""conversions"", ""c"": 43}, {""y"": 43, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 50}, {""action"": ""conversions"", ""b"": 16}]"
fish_cow_desert,3/30/15,25.16,3005,"[{""a"": 53, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 91}, {""action"": ""views"", ""x"": 95}, {""action"": ""views"", ""c"": 90}, {""action"": ""views"", ""z"": 80}, {""action"": ""views"", ""b"": 58}]"
