PRODUCT_ID,FISCAL_MONTH_END_DT,GROSS_SALES_QTY,NET_SALES_QTY
627047,24 09 2017,13433,12820
627047,24 12 2017,11359,10861
627047,23 09 2018,14215,13551
627047,25 06 2017,15305,14614
627047,3 11 2019,16071,15411
627047,31 03 2019,14420,13862
627047,26 08 2018,15056,14375
627047,2 06 2019,18037,17323
627047,3 03 2019,11466,11008
627047,29 09 2019,18072,17353
627047,26 03 2017,12928,12376
627047,23 12 2018,12136,11607
627047,2 02 2020,12847,12330
627047,30 06 2019,17162,16430
627047,29 04 2018,14434,13848
627047,28 10 2018,14125,13513
1001913886,30 07 2017,2473,2035
1001913886,27 08 2017,2625,2128
1001913886,29 10 2017,2532,2089
1001913886,30 04 2017,2390,1969
1001913886,25 02 2018,3313,2760
1001913886,26 02 2017,2644,2214
1001913886,24 09 2017,2241,1888
1001913886,26 03 2017,2623,2193
1001913886,28 01 2018,2784,2337
1001913886,23 12 2018,1870,1473
1001913886,23 09 2018,2756,2275
1001913886,3 03 2019,141,17
1001913886,27 05 2018,3274,2652
1001913886,29 12 2019,16,15
1001913886,25 03 2018,3370,2783
1001913886,2 06 2019,12,-2
1001913886,29 07 2018,2786,2324
1001913886,24 06 2018,2827,2333
1001913886,3 11 2019,8,-1
1001913886,26 08 2018,3020,2482
1001913886,26 11 2017,2374,1817
1001913886,3 02 2019,1335,1066
1001913886,28 05 2017,2488,2050
1001913886,30 06 2019,14,6
1001913886,1 12 2019,9,8
1001913886,5 05 2019,11,-27
1001913886,28 10 2018,2807,2372
1001913886,1 09 2019,2,0
1001913886,4 08 2019,3,-3
1001913886,2 02 2020,11,9
1001913886,31 03 2019,6,-39
1001913886,24 12 2017,2744,2308
1001913886,25 06 2017,2198,1745
1001913886,29 09 2019,14,5
1001913886,29 04 2018,3490,2934
1001913886,25 11 2018,2975,2426
285033,25 06 2017,4951,3910
285033,28 01 2018,5252,4303
285033,28 05 2017,5102,4083
285033,26 11 2017,6003,4704
285033,29 12 2019,4580,3582
285033,25 11 2018,5821,4429
285033,26 08 2018,5739,4595
285033,29 07 2018,5533,4456
285033,2 02 2020,4750,3732
285033,30 07 2017,4998,3822
285033,25 02 2018,5886,4875
285033,24 06 2018,5025,3850
285033,26 02 2017,5827,4803
285033,5 05 2019,5765,4256
285033,25 03 2018,6864,5687
285033,1 12 2019,5186,4035
285033,23 12 2018,5794,4462
285033,27 05 2018,5820,4570
285033,23 09 2018,5474,4305
285033,24 12 2017,5540,4630
285033,3 03 2019,6793,5359
285033,28 10 2018,5459,4314
285033,31 03 2019,7024,5809
285033,29 04 2018,6295,4963
285033,29 09 2019,5186,4094
285033,30 04 2017,5486,4292
285033,24 09 2017,5184,4267
285033,2 06 2019,5644,4192
285033,3 11 2019,5287,3984
285033,30 06 2019,5056,4119
285033,29 10 2017,5677,4570
285033,4 08 2019,4946,3874
285033,1 09 2019,5091,4004
285033,26 03 2017,6219,4891
285033,27 08 2017,4954,4086
285033,3 02 2019,5462,4472
310854,1 12 2019,8708,8356
310854,2 06 2019,8432,8100
310854,23 09 2018,5966,5715
310854,26 03 2017,0,0
310854,25 11 2018,5928,5681
310854,3 11 2019,9068,8686
310854,30 07 2017,61,59
310854,28 10 2018,5908,5627
310854,25 02 2018,291,276
310854,24 06 2018,5719,5473
310854,4 08 2019,8348,8013
310854,29 12 2019,7506,7202
310854,26 08 2018,6359,6105
310854,24 09 2017,272,257
310854,3 03 2019,6387,6107
310854,25 06 2017,18,18
310854,28 05 2017,2,2
310854,29 04 2018,921,872
310854,29 10 2017,300,282
310854,3 02 2019,5653,5444
310854,25 03 2018,630,597
310854,26 11 2017,237,222
310854,30 04 2017,0,0
310854,23 12 2018,6119,5855
310854,1 09 2019,9250,8847
310854,26 02 2017,0,0
310854,28 01 2018,252,238
310854,31 03 2019,6982,6698
310854,5 05 2019,8049,7719
310854,24 12 2017,268,255
310854,2 02 2020,7729,7450
310854,27 08 2017,189,182
310854,30 06 2019,8575,8211
310854,29 09 2019,8888,8449
310854,29 07 2018,6168,5901
310854,27 05 2018,2959,2857
621668,24 06 2018,8022,7524
621668,28 10 2018,6242,5828
621668,23 09 2018,6496,6039
621668,25 06 2017,7969,7479
621668,27 05 2018,8420,7930
621668,2 02 2020,4751,4467
621668,26 02 2017,5302,4960
621668,26 11 2017,5881,5524
621668,29 07 2018,7364,6895
621668,4 08 2019,7285,6835
621668,5 05 2019,6792,6387
621668,30 07 2017,7336,6840
621668,1 09 2019,6948,6495
621668,24 09 2017,6291,5889
621668,25 03 2018,6058,5718
621668,27 08 2017,6728,6316
621668,3 11 2019,6793,6369
621668,3 02 2019,4148,3853
621668,2 06 2019,7946,7464
621668,23 12 2018,4907,4566
621668,25 02 2018,5160,4867
621668,3 03 2019,4546,4223
621668,31 03 2019,5677,5333
621668,25 11 2018,5651,5263
621668,28 05 2017,8009,7527
621668,30 06 2019,7116,6666
621668,26 03 2017,6181,5820
621668,28 01 2018,3911,3652
621668,29 10 2017,6442,6052
621668,1 12 2019,5885,5508
621668,26 08 2018,6638,6222
621668,29 04 2018,7284,6882
621668,29 09 2019,7158,6706
621668,30 04 2017,7627,7178
621668,29 12 2019,4679,4370
621668,24 12 2017,5181,4856
787383,4 08 2019,10717,9103
787383,3 03 2019,4588,4047
787383,27 08 2017,20604,17810
787383,26 08 2018,10343,8879
787383,26 11 2017,13853,11601
787383,25 02 2018,6717,5892
787383,29 09 2019,12886,11013
787383,23 09 2018,11722,9816
787383,28 05 2017,20577,17419
787383,23 12 2018,6897,5637
787383,24 12 2017,9981,8371
787383,26 02 2017,10489,8923
787383,29 10 2017,17738,14751
787383,2 02 2020,4534,3931
787383,29 12 2019,4822,3829
787383,30 07 2017,20548,17421
787383,5 05 2019,10687,9047
787383,1 09 2019,11309,9617
787383,30 04 2017,17674,15152
787383,3 02 2019,4559,3746
787383,24 06 2018,13709,11333
787383,30 06 2019,10837,9276
787383,31 03 2019,8274,7200
787383,3 11 2019,11422,9546
787383,24 09 2017,19778,16736
787383,25 03 2018,10674,9177
787383,27 05 2018,14874,12769
787383,26 03 2017,11465,9543
787383,2 06 2019,11108,9459
787383,29 07 2018,11804,9768
787383,25 06 2017,20286,17196
787383,28 10 2018,13531,11234
787383,28 01 2018,4916,4046
787383,1 12 2019,7855,6266
787383,25 11 2018,9819,8339
787383,29 04 2018,12681,10922
305683,27 05 2018,2775,2710
305683,3 11 2019,2976,2908
305683,29 10 2017,2766,2694
305683,24 06 2018,2758,2695
305683,30 04 2017,2766,2716
305683,24 12 2017,3482,3391
305683,29 07 2018,2538,2480
305683,28 05 2017,3192,3124
305683,28 01 2018,2016,1971
305683,2 06 2019,2696,2629
305683,25 06 2017,3260,3194
305683,25 02 2018,1718,1680
305683,29 09 2019,2597,2541
305683,28 10 2018,2484,2427
305683,25 11 2018,2894,2822
305683,2 02 2020,1984,1939
305683,4 08 2019,2698,2639
305683,25 03 2018,1948,1910
305683,27 08 2017,2307,2252
305683,23 09 2018,2436,2387
305683,29 04 2018,2319,2269
305683,30 06 2019,2865,2800
305683,26 11 2017,3092,3023
305683,3 02 2019,1952,1904
305683,26 02 2017,2055,2012
305683,26 08 2018,2280,2231
305683,1 09 2019,2514,2466
305683,29 12 2019,3117,3042
305683,26 03 2017,2282,2237
305683,3 03 2019,3153,3068
305683,5 05 2019,2583,2530
305683,30 07 2017,2665,2598
305683,24 09 2017,2908,2847
305683,31 03 2019,2963,2906
305683,1 12 2019,3619,3546
305683,23 12 2018,3183,3108
275046,4 08 2019,1665,1319
275046,2 06 2019,1763,1327
275046,25 03 2018,3566,3022
275046,28 01 2018,3052,2554
275046,29 07 2018,2407,1950
275046,2 02 2020,1486,1219
275046,3 03 2019,2356,1994
275046,29 10 2017,3526,2939
275046,23 12 2018,2902,2461
275046,30 04 2017,4265,3586
275046,29 04 2018,3552,3065
275046,24 06 2018,2564,2160
275046,25 11 2018,2504,2122
275046,26 08 2018,2238,1836
275046,3 02 2019,1726,1350
275046,29 09 2019,1911,1476
275046,1 09 2019,1818,1534
275046,30 07 2017,3648,3051
275046,28 05 2017,4100,3547
275046,27 05 2018,3239,2515
275046,29 12 2019,1805,1528
275046,26 11 2017,3916,3437
275046,26 03 2017,4510,3868
275046,3 11 2019,1830,1524
275046,26 02 2017,4170,3519
275046,23 09 2018,2526,2080
275046,24 09 2017,3401,2808
275046,27 08 2017,3748,3118
275046,5 05 2019,2077,1550
275046,1 12 2019,1830,1479
275046,25 06 2017,3803,3158
275046,25 02 2018,3229,2793
275046,24 12 2017,4217,3732
275046,31 03 2019,2425,1970
275046,28 10 2018,2280,1906
275046,30 06 2019,1761,1426
787421,3 02 2019,2422,1903
787421,24 06 2018,10186,7993
787421,29 09 2019,5413,4509
787421,25 03 2018,7359,6278
787421,30 04 2017,12113,10340
787421,28 01 2018,3324,2671
787421,25 11 2018,4899,4090
787421,26 02 2017,7059,6056
787421,29 10 2017,11123,9354
787421,1 09 2019,4973,4120
787421,27 05 2018,10026,8677
787421,23 12 2018,4004,3323
787421,26 11 2017,9349,7873
787421,26 08 2018,5894,4862
787421,3 11 2019,6296,4848
787421,30 07 2017,13101,11071
787421,3 03 2019,2408,2094
787421,29 12 2019,2829,2340
787421,31 03 2019,4446,3774
787421,1 12 2019,3902,3126
787421,24 09 2017,12911,10765
787421,2 02 2020,2568,2129
787421,23 09 2018,6801,5577
787421,27 08 2017,13264,10993
787421,5 05 2019,5073,4266
787421,28 05 2017,13991,11918
787421,25 02 2018,4470,3683
787421,4 08 2019,4949,4218
787421,29 07 2018,6564,5591
787421,29 04 2018,8878,7418
787421,30 06 2019,5623,4430
787421,28 10 2018,6535,5368
787421,2 06 2019,6434,5580
787421,26 03 2017,9301,7995
787421,25 06 2017,14345,12271
787421,24 12 2017,6287,5176
1001837227,25 03 2018,5,2
1001837227,26 03 2017,12,9
1001837227,1 09 2019,27,26
1001837227,29 12 2019,267,229
1001837227,23 12 2018,205,185
1001837227,23 09 2018,33,30
1001837227,24 12 2017,263,240
1001837227,26 11 2017,198,188
1001837227,25 06 2017,1,1
1001837227,25 02 2018,10,7
1001837227,26 02 2017,29,23
1001837227,28 10 2018,88,83
1001837227,3 02 2019,160,147
1001837227,31 03 2019,5,2
1001837227,1 12 2019,545,510
1001837227,5 05 2019,0,0
1001837227,30 04 2017,1,0
1001837227,25 11 2018,330,310
1001837227,2 02 2020,144,124
1001837227,4 08 2019,1,1
1001837227,30 06 2019,1,1
1001837227,29 10 2017,76,73
1001837227,30 07 2017,0,0
1001837227,26 08 2018,22,21
1001837227,27 08 2017,9,8
1001837227,28 01 2018,62,43
1001837227,24 06 2018,0,0
1001837227,2 06 2019,0,0
1001837227,24 09 2017,46,44
1001837227,29 09 2019,45,42
1001837227,3 03 2019,22,14
1001837227,29 04 2018,2,2
1001837227,27 05 2018,0,0
1001837227,28 05 2017,0,0
1001837227,29 07 2018,0,0
1001837227,3 11 2019,165,156
1003284595,24 06 2018,0,0
1003284595,5 05 2019,2,1
1003284595,4 08 2019,1,1
1003284595,27 05 2018,0,0
1003284595,26 08 2018,7,6
1003284595,29 07 2018,0,0
1003284595,3 11 2019,241,225
1003284595,29 09 2019,72,65
1003284595,2 06 2019,0,0
1003284595,2 02 2020,179,152
1003284595,3 02 2019,365,325
1003284595,29 12 2019,453,389
1003284595,31 03 2019,26,20
1003284595,1 09 2019,19,18
1003284595,30 06 2019,2,1
1003284595,3 03 2019,97,73
1003284595,23 12 2018,383,326
1003284595,28 10 2018,169,160
1003284595,23 09 2018,35,33
1003284595,1 12 2019,822,756
1003284595,25 11 2018,671,620
1001197681,30 06 2019,10789,8951
1001197681,3 02 2019,6723,5678
1001197681,29 09 2019,12363,10479
1001197681,27 08 2017,9967,8431
1001197681,3 03 2019,9492,7917
1001197681,24 06 2018,7836,6623
1001197681,27 05 2018,8323,6971
1001197681,3 11 2019,13021,11139
1001197681,26 08 2018,8687,7226
1001197681,4 08 2019,9665,8013
1001197681,5 05 2019,10715,9055
1001197681,26 02 2017,7760,6501
1001197681,28 05 2017,9993,8305
1001197681,24 12 2017,8730,7399
1001197681,29 10 2017,12888,10586
1001197681,2 02 2020,10386,8549
1001197681,29 07 2018,7675,6327
1001197681,25 03 2018,5959,4801
1001197681,28 10 2018,12640,10467
1001197681,1 09 2019,10285,8729
1001197681,2 06 2019,10893,9112
1001197681,30 07 2017,9947,8265
1001197681,26 03 2017,8703,7253
1001197681,25 06 2017,9778,8176
1001197681,29 12 2019,10298,8493
1001197681,31 03 2019,10972,9231
1001197681,26 11 2017,10664,8635
1001197681,28 01 2018,6512,5385
1001197681,25 02 2018,6582,5428
1001197681,23 12 2018,8422,7165
1001197681,29 04 2018,8390,7193
1001197681,23 09 2018,11548,9711
1001197681,30 04 2017,9884,8334
1001197681,1 12 2019,12761,10854
1001197681,25 11 2018,11077,9148
1001197681,24 09 2017,12401,10587
629376,26 11 2017,13300,12744
629376,28 01 2018,12124,11614
629376,4 08 2019,17196,16444
629376,24 12 2017,12931,12408
629376,26 03 2017,12605,12116
629376,28 10 2018,15040,14387
629376,28 05 2017,12040,11532
629376,29 04 2018,13649,13087
629376,26 02 2017,12122,11626
629376,30 06 2019,16827,16134
629376,26 08 2018,15056,14348
629376,5 05 2019,16485,15797
629376,23 12 2018,15008,14334
629376,27 05 2018,13661,13059
629376,1 09 2019,17953,17195
629376,3 11 2019,17564,16792
629376,30 07 2017,12782,12175
629376,3 02 2019,14223,13624
629376,29 10 2017,13184,12620
629376,27 08 2017,12861,12297
629376,29 12 2019,16242,15669
629376,24 09 2017,14075,13252
629376,25 02 2018,12890,12407
629376,31 03 2019,17446,16774
629376,30 04 2017,12280,11671
629376,29 07 2018,14574,13955
629376,3 03 2019,17353,16323
629376,2 06 2019,16375,15676
629376,23 09 2018,14658,14056
629376,24 06 2018,14195,13555
629376,2 02 2020,17315,16661
629376,1 12 2019,17427,16757
629376,25 03 2018,13604,13058
629376,29 09 2019,17073,16309
629376,25 11 2018,15088,14460
629376,25 06 2017,12311,11817
1001849571,23 09 2018,7738,6472
1001849571,29 10 2017,6313,5345
1001849571,30 07 2017,6600,5472
1001849571,24 09 2017,6346,5346
1001849571,23 12 2018,7709,6341
1001849571,28 01 2018,5990,5086
1001849571,30 04 2017,7273,6090
1001849571,26 11 2017,6115,5089
1001849571,25 03 2018,8109,6917
1001849571,28 10 2018,8062,6822
1001849571,26 02 2017,6713,5765
1001849571,3 03 2019,10045,8524
1001849571,2 02 2020,951,452
1001849571,27 08 2017,6772,5759
1001849571,25 11 2018,7945,6705
1001849571,24 12 2017,6165,5105
1001849571,5 05 2019,9492,7940
1001849571,26 03 2017,7307,6223
1001849571,29 09 2019,11816,10011
1001849571,4 08 2019,9951,8440
1001849571,29 04 2018,8111,6791
1001849571,25 02 2018,7635,6499
1001849571,1 09 2019,10798,9200
1001849571,2 06 2019,9208,7645
1001849571,28 05 2017,6934,5773
1001849571,3 11 2019,9439,7610
1001849571,24 06 2018,7689,6338
1001849571,29 07 2018,7984,6732
1001849571,1 12 2019,4422,3174
1001849571,25 06 2017,6600,5537
1001849571,29 12 2019,2472,1608
1001849571,31 03 2019,10290,8748
1001849571,26 08 2018,8271,6963
1001849571,3 02 2019,7873,6658
1001849571,27 05 2018,7934,6591
1001849571,30 06 2019,9237,7841
471317,4 08 2019,1644,1459
471317,2 06 2019,1492,1323
471317,5 05 2019,1753,1556
471317,28 05 2017,1880,1660
471317,26 08 2018,1671,1483
471317,25 11 2018,1649,1444
471317,3 02 2019,1564,1382
471317,23 09 2018,1766,1576
471317,27 08 2017,1822,1607
471317,2 02 2020,1768,1559
471317,27 05 2018,1804,1603
471317,24 06 2018,1804,1607
471317,30 07 2017,1795,1594
471317,24 12 2017,1770,1568
471317,29 04 2018,1924,1713
471317,24 09 2017,1774,1590
471317,30 06 2019,1650,1476
471317,3 03 2019,1794,1570
471317,1 12 2019,1793,1570
471317,3 11 2019,1804,1591
471317,26 11 2017,1776,1557
471317,25 06 2017,1822,1598
471317,25 02 2018,1881,1670
471317,26 02 2017,2082,1850
471317,29 09 2019,1760,1566
471317,25 03 2018,1941,1720
471317,29 10 2017,1824,1632
471317,1 09 2019,1628,1452
471317,29 07 2018,1767,1567
471317,30 04 2017,1969,1741
471317,23 12 2018,1692,1497
471317,31 03 2019,1834,1630
471317,26 03 2017,2017,1781
471317,28 01 2018,1846,1633
471317,28 10 2018,1683,1457
471317,29 12 2019,1633,1454
520891,26 02 2017,33794,29842
520891,25 06 2017,80365,70570
520891,29 07 2018,63806,56759
520891,24 06 2018,55855,49367
520891,23 09 2018,50644,43636
520891,29 04 2018,43423,37230
520891,28 10 2018,47396,40189
520891,30 06 2019,53723,47084
520891,5 05 2019,41259,35653
520891,26 08 2018,57923,50253
520891,2 02 2020,18422,13825
520891,24 12 2017,35811,30504
520891,28 05 2017,81244,71793
520891,24 09 2017,71605,63306
520891,26 03 2017,35763,31039
520891,30 07 2017,76777,68005
520891,31 03 2019,33035,28402
520891,2 06 2019,49673,43703
520891,25 03 2018,40002,35294
520891,25 11 2018,43615,37623
520891,3 02 2019,23163,19755
520891,1 09 2019,51127,44015
520891,25 02 2018,25425,21745
520891,29 12 2019,38139,32443
520891,3 03 2019,23917,20275
520891,4 08 2019,54519,47782
520891,23 12 2018,31105,26502
520891,29 10 2017,57929,50403
520891,29 09 2019,49047,41992
520891,27 08 2017,64219,56469
520891,27 05 2018,49866,43573
520891,3 11 2019,52003,44311
520891,30 04 2017,57028,50849
520891,1 12 2019,44962,37527
520891,26 11 2017,47550,41846
520891,28 01 2018,24171,21304
1000555662,29 12 2019,505,411
1000555662,24 06 2018,496,405
1000555662,25 03 2018,564,459
1000555662,29 07 2018,506,415
1000555662,2 02 2020,538,445
1000555662,27 08 2017,569,473
1000555662,28 01 2018,555,466
1000555662,29 04 2018,558,465
1000555662,30 04 2017,630,519
1000555662,26 08 2018,468,385
1000555662,25 11 2018,572,478
1000555662,3 02 2019,558,466
1000555662,26 03 2017,677,571
1000555662,30 06 2019,523,424
1000555662,2 06 2019,547,445
1000555662,29 10 2017,542,445
1000555662,28 05 2017,571,468
1000555662,25 06 2017,573,472
1000555662,30 07 2017,582,485
1000555662,24 09 2017,534,448
1000555662,1 09 2019,553,455
1000555662,3 03 2019,605,508
1000555662,5 05 2019,578,476
1000555662,3 11 2019,535,439
1000555662,4 08 2019,504,416
1000555662,23 12 2018,529,436
1000555662,27 05 2018,512,427
1000555662,26 11 2017,589,493
1000555662,25 02 2018,561,465
1000555662,29 09 2019,546,450
1000555662,26 02 2017,661,559
1000555662,23 09 2018,509,421
1000555662,24 12 2017,547,457
1000555662,31 03 2019,643,520
1000555662,28 10 2018,535,443
1000555662,1 12 2019,528,431
1004420364,4 08 2019,0,0
1004420364,2 02 2020,119,74
1004420364,1 09 2019,0,0
1004420364,3 11 2019,0,0
1004420364,30 06 2019,0,0
1004420364,29 09 2019,0,0
1004420364,5 05 2019,0,0
1004420364,29 12 2019,785,609
1004420364,1 12 2019,1854,1770
1004420364,2 06 2019,0,0
156974,25 06 2017,40588,38985
156974,28 10 2018,33710,32181
156974,27 08 2017,37515,35631
156974,29 09 2019,40095,38477
156974,25 02 2018,29096,27651
156974,25 03 2018,31904,30132
156974,2 02 2020,28926,27514
156974,28 01 2018,22848,21721
156974,30 04 2017,41446,39960
156974,3 02 2019,23309,22072
156974,29 04 2018,36568,34961
156974,24 06 2018,38573,36925
156974,27 05 2018,39787,38205
156974,24 09 2017,34572,32915
156974,31 03 2019,36148,34603
156974,28 05 2017,41832,40258
156974,23 09 2018,34141,32555
156974,25 11 2018,29349,27800
156974,3 03 2019,29571,28272
156974,2 06 2019,43527,41799
156974,29 10 2017,37476,35768
156974,30 07 2017,38486,36791
156974,26 11 2017,32933,31169
156974,29 12 2019,27959,26686
156974,1 09 2019,38775,37055
156974,30 06 2019,44075,42017
156974,26 02 2017,31539,30365
156974,26 08 2018,35463,33884
156974,29 07 2018,36471,34761
156974,1 12 2019,32899,31222
156974,5 05 2019,42957,41111
156974,26 03 2017,35669,34197
156974,4 08 2019,40182,38535
156974,23 12 2018,27438,26052
156974,3 11 2019,38705,36951
