element_id,"device ( 1- desktop and tablet, 2 - mobile 3 - unknown)",date,imps,clicks,conv
97978,1,01/07/2016,3,0,0
97978,1,02/07/2016,3,0,0
97978,1,03/07/2016,1,0,0
97978,1,04/07/2016,8,0,0
97978,1,08/07/2016,3,0,0
97978,1,09/07/2016,6,1,0
83758,1,29/06/2016,1,0,0
83758,1,01/07/2016,4,0,0
83758,1,02/07/2016,1,0,0
87634,1,05/07/2016,3,0,0
87634,3,06/07/2016,1,0,0
96166,1,29/06/2016,7,0,0
96166,1,30/06/2016,4,0,0
96166,1,02/07/2016,4,0,0
96166,1,04/07/2016,5,0,0
96166,1,05/07/2016,3,0,0
96166,1,07/07/2016,2,0,0
96166,1,08/07/2016,2,0,0
96166,1,09/07/2016,4,0,0
96166,1,10/07/2016,3,0,0
101137,1,30/06/2016,2,0,0
101137,1,02/07/2016,5,0,0
101137,1,03/07/2016,1,0,0
101137,1,04/07/2016,3,0,0
101137,1,05/07/2016,3,0,0
101137,1,06/07/2016,1,0,0
101137,1,07/07/2016,5,0,0
101137,1,08/07/2016,1,0,0
101137,3,29/06/2016,3,0,0
101137,3,04/07/2016,1,0,0
101137,3,05/07/2016,3,0,0
103710,1,30/06/2016,3,0,0
103710,1,01/07/2016,1,0,0
103710,1,02/07/2016,3,0,0
103710,1,03/07/2016,6,0,0
103710,1,04/07/2016,3,0,0
103710,1,05/07/2016,3,0,0
103710,1,06/07/2016,10,0,0
103710,1,07/07/2016,5,0,0
103710,1,08/07/2016,3,0,0
103710,1,09/07/2016,6,0,0
103710,1,10/07/2016,3,0,0
103710,3,29/06/2016,1,0,0
103710,3,05/07/2016,2,0,0
103710,3,06/07/2016,7,0,0
106126,1,29/06/2016,2,0,0
106126,1,30/06/2016,1,0,0
106126,1,01/07/2016,1,0,0
106126,1,02/07/2016,1,0,0
106126,1,05/07/2016,5,0,0
106126,1,06/07/2016,4,0,0
106126,1,07/07/2016,8,0,0
106126,1,09/07/2016,4,0,0
106126,3,04/07/2016,2,0,0
106126,3,06/07/2016,1,0,0
89669,1,29/06/2016,1,0,0
89669,1,30/06/2016,6,0,0
89669,1,01/07/2016,2,0,0
89669,1,02/07/2016,5,0,0
89669,1,03/07/2016,6,0,0
89669,1,04/07/2016,4,0,0
89669,1,05/07/2016,2,0,0
89669,1,06/07/2016,3,0,0
89669,1,07/07/2016,8,0,0
89669,1,08/07/2016,3,0,0
89669,1,09/07/2016,2,0,0
89669,1,10/07/2016,4,0,0
89669,3,29/06/2016,1,0,0
89669,3,02/07/2016,1,0,0
89669,3,05/07/2016,1,0,0
89669,3,06/07/2016,4,0,0
53418,1,30/06/2016,1,0,0
53418,1,04/07/2016,1,0,0
53418,1,06/07/2016,1,0,0
53418,1,07/07/2016,1,0,0
53418,1,08/07/2016,1,0,0
53418,1,10/07/2016,1,0,0
79749,1,29/06/2016,1,0,0
79749,1,30/06/2016,2,0,0
79749,1,01/07/2016,1,0,0
79749,1,04/07/2016,4,0,0
79749,1,05/07/2016,7,0,0
79749,1,06/07/2016,3,0,0
79749,1,07/07/2016,8,0,0
79749,1,08/07/2016,3,0,0
79749,1,09/07/2016,4,0,0
79749,1,10/07/2016,4,0,0
79749,1,11/07/2016,1,0,0
79749,3,01/07/2016,1,0,0
79749,3,03/07/2016,2,0,0
79749,3,04/07/2016,1,0,0
79749,3,06/07/2016,1,0,0
79749,3,07/07/2016,1,0,0
79749,3,09/07/2016,1,0,0
72324,1,29/06/2016,6,0,0
72999,1,29/06/2016,7,0,0
72999,1,30/06/2016,1,0,0
72999,1,04/07/2016,2,0,0
72999,1,05/07/2016,4,0,0
72999,1,06/07/2016,2,0,0
72999,1,07/07/2016,1,0,0
72999,3,06/07/2016,1,0,0
48335,1,29/06/2016,1,0,0
56612,1,29/06/2016,1,0,0
63606,1,29/06/2016,1,0,0
85178,1,04/07/2016,1,0,0
85178,1,06/07/2016,1,0,0
85178,3,01/07/2016,2,0,0
85178,3,03/07/2016,1,0,0
86824,1,05/07/2016,1,1,0
86824,1,07/07/2016,2,0,0
86824,1,09/07/2016,2,0,0
65310,1,29/06/2016,3,1,0
65310,1,04/07/2016,1,0,0
65310,1,07/07/2016,1,0,0
92727,3,09/07/2016,1,0,0
101154,1,29/06/2016,3,0,0
101154,1,30/06/2016,13,1,0
101154,1,01/07/2016,10,0,0
101154,1,02/07/2016,4,0,0
101154,1,03/07/2016,8,0,0
101154,1,04/07/2016,17,0,0
101154,1,05/07/2016,5,0,0
101154,1,06/07/2016,10,0,0
101154,1,07/07/2016,7,0,0
101154,1,08/07/2016,10,0,0
101154,1,09/07/2016,4,0,0
101154,1,10/07/2016,8,0,0
101154,3,01/07/2016,3,0,0
101154,3,02/07/2016,1,0,0
101154,3,03/07/2016,2,0,0
101154,3,04/07/2016,3,0,0
101154,3,06/07/2016,3,0,0
101154,3,09/07/2016,5,0,0
101154,3,10/07/2016,4,0,0
103706,1,29/06/2016,7,0,0
103706,1,30/06/2016,5,0,0
103706,1,01/07/2016,5,0,0
103706,1,02/07/2016,6,0,0
103706,1,03/07/2016,20,0,0
103706,1,04/07/2016,15,0,0
103706,1,05/07/2016,13,0,0
103706,1,06/07/2016,13,3,0
103706,1,07/07/2016,12,0,0
103706,1,08/07/2016,4,0,0
103706,1,09/07/2016,9,0,0
103706,1,10/07/2016,10,0,0
103706,1,11/07/2016,3,0,0
103706,3,01/07/2016,2,0,0
103706,3,02/07/2016,1,0,0
103706,3,03/07/2016,4,0,0
103706,3,04/07/2016,2,0,0
103706,3,07/07/2016,1,0,0
103706,3,08/07/2016,2,0,0
103706,3,09/07/2016,3,0,0
103706,3,10/07/2016,12,0,0
40537,1,30/06/2016,5,0,0
40537,1,05/07/2016,1,0,0
50822,1,29/06/2016,2,0,0
50822,1,06/07/2016,5,0,0
50822,3,04/07/2016,1,0,0
50822,3,08/07/2016,1,0,0
50822,3,10/07/2016,1,0,0
75735,1,02/07/2016,1,0,0
45051,1,30/06/2016,2,0,0
45051,1,01/07/2016,1,0,0
45051,1,04/07/2016,1,0,0
45051,1,06/07/2016,2,0,0
45051,1,07/07/2016,3,0,0
45051,1,08/07/2016,4,0,0
45051,1,10/07/2016,1,0,0
45051,1,11/07/2016,1,0,0
45051,3,01/07/2016,2,0,0
45051,3,02/07/2016,1,0,0
45051,3,03/07/2016,1,0,0
45051,3,04/07/2016,2,0,0
45051,3,05/07/2016,1,0,0
61712,1,05/07/2016,1,0,0
61712,1,07/07/2016,1,0,0
61712,1,08/07/2016,4,0,0
61712,1,10/07/2016,1,0,0
40769,1,29/06/2016,4,0,0
40769,1,30/06/2016,7,0,0
40769,1,01/07/2016,3,0,0
40769,1,02/07/2016,11,0,0
40769,1,03/07/2016,8,0,0
40769,1,04/07/2016,21,0,0
40769,1,05/07/2016,17,0,0
40769,1,06/07/2016,17,0,0
40769,1,07/07/2016,21,2,0
40769,1,08/07/2016,14,0,0
40769,1,09/07/2016,4,0,0
40769,1,10/07/2016,22,0,0
40769,1,11/07/2016,1,0,0
40769,3,29/06/2016,3,0,0
40769,3,30/06/2016,8,0,0
40769,3,02/07/2016,2,0,0
40769,3,04/07/2016,2,0,0
40769,3,07/07/2016,1,0,0
40769,3,08/07/2016,1,0,0
40769,3,09/07/2016,5,0,0
40769,3,10/07/2016,8,0,0
42877,1,29/06/2016,3,0,0
42877,1,30/06/2016,8,0,0
42877,1,01/07/2016,2,0,0
42877,1,02/07/2016,10,1,0
42877,1,03/07/2016,4,0,0
42877,1,05/07/2016,4,0,0
42877,1,06/07/2016,21,0,0
42877,1,07/07/2016,9,0,0
42877,1,08/07/2016,7,0,0
42877,1,10/07/2016,9,0,0
42877,3,01/07/2016,4,0,0
42877,3,03/07/2016,1,0,0
42877,3,04/07/2016,2,0,0
42878,1,06/07/2016,1,0,0
47507,1,03/07/2016,1,0,0
50335,1,02/07/2016,5,0,0
50335,1,06/07/2016,3,0,0
53629,1,30/06/2016,2,0,0
53629,1,01/07/2016,15,0,0
53629,1,02/07/2016,4,0,0
53629,1,04/07/2016,1,0,0
53629,1,05/07/2016,2,0,0
53629,1,06/07/2016,1,0,0
53629,1,07/07/2016,2,0,0
53629,1,08/07/2016,1,0,0
53629,1,09/07/2016,3,0,0
53629,1,10/07/2016,8,0,0
53629,3,02/07/2016,1,0,0
60582,1,29/06/2016,2,0,0
60582,1,30/06/2016,3,0,0
60582,1,08/07/2016,1,0,0
60582,1,10/07/2016,5,0,0
60582,1,11/07/2016,3,0,0
62992,1,01/07/2016,2,0,0
62992,1,04/07/2016,1,0,0
62992,1,09/07/2016,3,0,0
69487,1,02/07/2016,1,0,0
82427,1,30/06/2016,1,0,0
82427,1,02/07/2016,2,0,0
82427,1,03/07/2016,6,0,0
82427,1,07/07/2016,1,0,0
82427,3,06/07/2016,1,0,0
83863,1,03/07/2016,3,0,0
83863,1,06/07/2016,1,0,0
83863,1,07/07/2016,5,0,0
83863,1,08/07/2016,4,0,0
83863,1,10/07/2016,2,0,0
83863,3,30/06/2016,1,0,0
104407,1,29/06/2016,3,0,0
104407,1,30/06/2016,10,0,0
104407,1,01/07/2016,6,0,0
104407,1,02/07/2016,11,0,0
104407,1,03/07/2016,8,0,0
104407,1,04/07/2016,10,0,0
104407,1,05/07/2016,7,1,0
104407,1,06/07/2016,5,0,0
104407,1,07/07/2016,6,0,0
104407,1,08/07/2016,3,0,0
104407,1,09/07/2016,8,0,0
104407,1,10/07/2016,8,0,0
104407,1,11/07/2016,2,0,0
104407,3,02/07/2016,4,0,0
104407,3,03/07/2016,2,0,0
104407,3,05/07/2016,1,0,0
104407,3,08/07/2016,1,0,0
104407,3,09/07/2016,1,0,0
105817,1,29/06/2016,37,0,0
105817,1,30/06/2016,54,1,0
105817,1,01/07/2016,52,0,0
105817,1,02/07/2016,33,0,0
105817,1,03/07/2016,53,0,0
105817,1,04/07/2016,52,1,0
105817,1,05/07/2016,71,1,0
105817,1,06/07/2016,57,0,0
105817,1,07/07/2016,59,0,0
105817,1,08/07/2016,57,0,0
105817,1,09/07/2016,40,0,0
105817,1,10/07/2016,47,0,0
105817,1,11/07/2016,5,0,0
105817,3,29/06/2016,3,0,0
105817,3,30/06/2016,3,0,0
105817,3,01/07/2016,5,0,0
105817,3,02/07/2016,13,0,0
105817,3,03/07/2016,12,0,0
105817,3,04/07/2016,7,0,0
105817,3,05/07/2016,4,0,0
105817,3,06/07/2016,8,0,0
105817,3,07/07/2016,3,0,0
105817,3,08/07/2016,6,0,0
105817,3,09/07/2016,7,0,0
105817,3,10/07/2016,11,0,0
105817,3,11/07/2016,1,0,0
84748,1,29/06/2016,131,0,0
84748,1,30/06/2016,229,0,0
84748,1,01/07/2016,200,0,0
84748,1,02/07/2016,174,0,0
84748,1,03/07/2016,158,0,0
84748,1,04/07/2016,216,0,0
84748,1,05/07/2016,200,0,0
84748,1,06/07/2016,255,0,0
84748,1,07/07/2016,180,0,0
84748,1,08/07/2016,168,0,0
84748,1,09/07/2016,205,0,0
84748,1,10/07/2016,249,1,0
84748,1,11/07/2016,24,0,0
84748,3,22/06/2016,1,0,0
84748,3,27/06/2016,1,0,0
84748,3,29/06/2016,9,0,0
84748,3,30/06/2016,10,0,0
84748,3,01/07/2016,23,0,0
84748,3,02/07/2016,42,0,0
84748,3,03/07/2016,20,0,0
84748,3,04/07/2016,24,0,0
84748,3,05/07/2016,26,0,0
84748,3,06/07/2016,32,0,0
84748,3,07/07/2016,17,0,0
84748,3,08/07/2016,19,0,0
84748,3,09/07/2016,23,0,0
84748,3,10/07/2016,25,0,0
84748,3,11/07/2016,3,0,0
91113,1,29/06/2016,2,0,0
91113,1,30/06/2016,14,0,0
91113,1,01/07/2016,3,0,0
91113,1,02/07/2016,4,0,0
91113,1,03/07/2016,7,0,0
91113,1,04/07/2016,10,0,0
91113,1,05/07/2016,6,0,0
91113,1,06/07/2016,8,0,0
91113,1,07/07/2016,5,0,0
91113,1,08/07/2016,15,0,0
91113,1,09/07/2016,6,0,0
91113,1,10/07/2016,5,0,0
91113,1,11/07/2016,3,0,0
91113,3,01/07/2016,2,0,0
91113,3,02/07/2016,1,0,0
91113,3,03/07/2016,1,0,0
91113,3,08/07/2016,1,0,0
91113,3,10/07/2016,2,0,0
91113,3,11/07/2016,1,0,0
44443,1,29/06/2016,2,0,0
44443,1,30/06/2016,1,0,0
44443,1,01/07/2016,3,0,0
44443,1,03/07/2016,3,0,0
44443,1,05/07/2016,1,0,0
44443,1,07/07/2016,1,0,0
44443,1,09/07/2016,1,0,0
44443,3,02/07/2016,2,0,0
52608,1,30/06/2016,1,0,0
52608,1,01/07/2016,1,0,0
52608,1,03/07/2016,1,0,0
68325,1,30/06/2016,1,0,0
68325,1,02/07/2016,4,0,0
68325,1,03/07/2016,12,0,0
68325,1,05/07/2016,2,0,0
68325,3,01/07/2016,1,0,0
45744,3,08/07/2016,1,0,0
48100,1,29/06/2016,5,0,0
48100,1,01/07/2016,1,0,0
48100,1,03/07/2016,2,0,0
48100,1,04/07/2016,1,0,0
48100,1,05/07/2016,1,0,0
48100,1,07/07/2016,2,0,0
48100,1,08/07/2016,3,0,0
48100,1,09/07/2016,3,1,0
48100,1,10/07/2016,2,0,1
48100,3,07/07/2016,1,0,0
48100,3,10/07/2016,1,0,0
58720,1,01/07/2016,7,0,0
58720,1,03/07/2016,2,0,0
58720,1,05/07/2016,6,0,0
58720,1,10/07/2016,2,0,0
58720,3,01/07/2016,1,0,0
65670,1,30/06/2016,1,0,0
65670,1,04/07/2016,2,0,0
45897,1,30/06/2016,2,0,0
45897,1,03/07/2016,4,0,0
45897,1,07/07/2016,2,0,0
45897,1,08/07/2016,2,0,0
45897,3,10/07/2016,2,0,0
73630,1,30/06/2016,1,0,0
73630,1,02/07/2016,1,0,0
73630,1,03/07/2016,1,0,0
73630,1,08/07/2016,1,0,0
73630,1,10/07/2016,2,0,0
73630,3,04/07/2016,1,0,0
55897,1,04/07/2016,2,0,0
55897,1,08/07/2016,2,0,0
55897,1,10/07/2016,4,0,0
55897,3,01/07/2016,8,0,0
55897,3,08/07/2016,1,0,0
60405,1,29/06/2016,2,0,0
60405,1,30/06/2016,4,0,0
60405,1,02/07/2016,1,0,0
60405,1,04/07/2016,4,0,0
60405,1,05/07/2016,1,0,0
60405,1,08/07/2016,3,0,0
60405,1,10/07/2016,5,0,0
60405,1,11/07/2016,1,0,0
60405,3,08/07/2016,1,0,0
56065,1,09/07/2016,2,0,0
56065,1,10/07/2016,1,0,0
71934,1,29/06/2016,1,0,0
71934,1,30/06/2016,6,1,0
71934,1,03/07/2016,1,1,0
71934,1,04/07/2016,3,0,0
71934,1,07/07/2016,2,0,0
71934,1,10/07/2016,10,0,0
71934,3,02/07/2016,3,0,0
71934,3,03/07/2016,2,0,0
40199,1,10/07/2016,2,0,0
41555,1,08/07/2016,1,0,0
46950,1,04/07/2016,1,0,0
46950,3,09/07/2016,1,0,0
61195,1,02/07/2016,1,0,0
61195,1,06/07/2016,1,0,0
61195,1,09/07/2016,1,0,0
61195,1,10/07/2016,1,0,0
61195,3,10/07/2016,1,0,0
65259,1,09/07/2016,1,0,0
90786,1,01/07/2016,1,0,0
90786,1,02/07/2016,1,0,0
46448,1,29/06/2016,12,0,0
46448,1,30/06/2016,6,0,0
46448,1,02/07/2016,14,0,0
46448,1,03/07/2016,2,0,0
46448,1,05/07/2016,2,0,0
46448,1,06/07/2016,5,0,0
46448,1,07/07/2016,5,0,0
46448,1,09/07/2016,5,0,0
46448,1,10/07/2016,1,0,0
46448,3,29/06/2016,6,0,0
46448,3,01/07/2016,1,0,0
46448,3,08/07/2016,2,0,0
46448,3,09/07/2016,1,0,0
77385,1,29/06/2016,1,0,0
77385,1,30/06/2016,2,0,0
77385,1,01/07/2016,4,0,0
77385,1,02/07/2016,4,0,0
77385,1,03/07/2016,2,0,0
77385,1,04/07/2016,1,0,0
77385,1,05/07/2016,9,0,0
77385,1,07/07/2016,1,0,0
77385,1,08/07/2016,4,0,0
77385,1,09/07/2016,8,0,0
77385,1,10/07/2016,6,0,0
77385,3,09/07/2016,1,0,0
96681,1,05/07/2016,1,0,0
96681,1,06/07/2016,1,0,0
96681,1,08/07/2016,2,0,0
96681,1,09/07/2016,2,0,0
96681,3,09/07/2016,1,0,0
97205,1,07/07/2016,3,0,0
53645,1,07/07/2016,1,0,0
53645,3,08/07/2016,1,0,0
53645,3,09/07/2016,1,0,0
