id,city_name,signup_os,signup_channel,signup_timestamp,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_trip_timestamp
8598e5a7-af85-4d55-9b4c-2e02e7f3cb0d,Strark,NA,NA,2017-07-20T19:33:52Z,NA,2017-07-20T19:34:14Z,Lexus,ES,2003,NA
8b36e80a-926d-4384-8090-864e412bbdb1,Strark,ios web,Referral,2017-07-23T23:58:39Z,2017-07-23T23:59:07Z,2017-07-23T23:58:49Z,Acura,TSX,2006,2017-07-27T22:23:36Z
9856278a-2ed2-4640-b1c0-67b4f9d32f9d,Berton,android web,Organic,2017-07-06T19:23:12Z,2017-07-06T19:24:33Z,2017-07-06T19:23:37Z,Honda,Accord,2017,2017-07-28T23:45:11Z
b1e37061-2d62-472b-ae30-c78c6a6de4f7,Strark,NA,Referral,2017-07-04T18:18:17Z,NA,2017-07-04T18:18:38Z,Toyota,Corolla,2010,2017-07-06T23:01:30Z
c2594d36-e19b-4bfb-a96c-4efaa203558b,Berton,ios web,Referral,2017-07-10T18:35:43Z,2017-07-10T18:37:17Z,2017-07-10T18:36:02Z,Toyota,RAV4,2007,2017-07-17T18:44:59Z
e4a3acef-9343-4574-a210-8bd92096c43c,Strark,ios web,Referral,2017-07-06T02:57:41Z,2017-07-06T03:02:00Z,2017-07-06T02:58:40Z,Nissan,Sentra,2014,2017-07-11T23:10:09Z
e4a3acef-9343-4574-a210-8bd92096c43c,Strark,ios web,Referral,2017-07-06T02:57:41Z,2017-07-06T03:02:00Z,2017-07-06T02:58:40Z,Nissan,Sentra,2014,2017-07-11T23:10:09Z
13cbe8bd-6d87-42da-8880-baac137a9fba,Strark,android web,Referral,NA,2017-07-05T21:16:25Z,2017-07-05T21:15:51Z,Honda,Civic,2002,NA
14eaa7d9-b06c-48a1-a2d3-689dc538761a,Wrouver,NA,NA,2017-07-06T09:57:32Z,2017-07-06T09:58:20Z,2017-07-06T09:57:45Z,Dodge,Journey,2017,NA
19655719-bf22-4397-b6bf-9979a3a7543b,Berton,mac,Paid,2017-07-05T22:58:43Z,2017-07-14T06:10:06Z,2017-07-05T22:59:18Z,Toyota,Corolla,2016,NA
1fd6eab0-9acf-475f-be6d-0938f6bbfaec,Strark,ios web,Organic,2017-07-23T21:18:42Z,2017-07-23T21:19:07Z,2017-07-23T21:18:52Z,Ford,Fusion,2012,NA
2114255d-8550-41c6-a65b-8afebf9beee5,Strark,NA,Referral,NA,NA,2017-07-07T17:09:12Z,Honda,CR-V,2014,2017-07-18T20:25:02Z
40fa964d-3c53-468e-8517-34b8d954edf4,Berton,mac,Paid,2017-07-19T15:22:48Z,2017-07-19T15:23:42Z,2017-07-19T15:23:14Z,Volkswagen,Jetta,2013,NA
8eeeef6c-b7e4-44fa-842e-f8292720c39b,Berton,ios web,NA,2017-07-30T22:42:58Z,2017-07-30T22:45:25Z,2017-07-30T22:43:16Z,Honda,Element,2006,2017-08-12T05:05:24Z
99aa421d-bc64-443d-9dc7-3b35a55696e7,Strark,ios web,Organic,2017-07-10T17:30:49Z,2017-07-10T17:36:48Z,2017-07-10T17:31:03Z,Nissan,Versa,2014,NA
f605c2fc-fb6e-4d3f-94e0-1a36ca2150f4,Strark,android web,NA,2017-07-11T20:59:54Z,2017-07-11T21:21:44Z,2017-07-11T21:00:18Z,Honda,Accord,2017,2017-07-15T14:06:40Z
0e43e8c8-bc41-448b-be89-202938cce7a9,Berton,NA,Referral,2017-07-12T21:36:28Z,NA,2017-07-12T21:36:35Z,Toyota,Prius,2010,2017-07-25T21:23:21Z
0fcc04aa-acc0-4f16-b4eb-17d991c01e95,Strark,NA,R2D,2017-07-29T18:56:36Z,NA,2017-08-16T17:34:02Z,Ford,Explorer,2016,NA
10e06e17-2617-41fd-a80c-4343841e8013,Strark,NA,Referral,2017-07-12T20:12:45Z,NA,2017-07-12T20:15:15Z,Ford,Taurus,2004,2017-07-16T23:20:16Z
4a6ac0f5-7c30-48f5-bef0-7cfbcc62f7fa,Berton,android web,Referral,2017-07-22T18:06:42Z,2017-07-22T18:08:07Z,2017-07-22T18:07:07Z,Toyota,RAV4,2015,2017-07-27T13:47:52Z
70a6f3e6-1b83-4409-b32b-e9fa407a650f,Wrouver,NA,R2D,2017-07-20T04:17:42Z,NA,2017-07-20T04:18:06Z,Mitsubishi,Mirage,2015,2017-08-17T23:18:36Z
a17fa242-1b0e-4d66-a1cb-c121d525309d,Strark,NA,R2D,2017-07-24T00:21:44Z,NA,2017-07-24T00:22:00Z,Toyota,Tacoma,2016,NA
b81254b4-8fec-4681-91a9-e11d0a6b2163,Strark,windows,Organic,2017-07-27T15:05:35Z,2017-07-27T15:06:36Z,2017-07-27T15:06:03Z,Honda,Accord,2002,2017-07-31T17:55:55Z
dd676b3a-44eb-462c-9f1c-2334a906d9bf,Strark,ios web,Paid,2017-07-30T23:47:21Z,2017-07-30T23:48:34Z,2017-07-30T23:47:56Z,Nissan,Versa,2012,2017-08-04T04:05:51Z
fcc6e7e8-7a23-44ed-a6bc-4c064478ed32,Strark,NA,Referral,2017-07-14T02:27:09Z,NA,2017-07-14T02:27:32Z,Toyota,Prius,2014,2017-07-18T17:49:20Z
0cdda4e8-ad67-44c0-8786-3e054be20f28,Strark,ios web,Referral,2017-07-20T08:26:24Z,2017-07-20T08:27:08Z,NA,Lexus,ES,2014,2017-07-24T18:02:07Z
1cc9a1db-e89c-45e6-b586-7fa0e4f7d59b,Berton,NA,R2D,2017-07-05T23:52:52Z,NA,2017-07-05T23:58:57Z,Honda,Accord Hybrid,2015,NA
3baac3a1-5d31-4982-8d16-a6ab966979a4,Strark,NA,Referral,2017-07-29T01:43:47Z,NA,2017-07-29T01:43:59Z,Toyota,Camry,2011,2017-08-28T05:32:54Z
47f2c947-c4de-495f-81a1-3660ac06e91c,Strark,windows,Referral,2017-07-20T19:34:24Z,2017-07-20T19:39:03Z,2017-07-20T19:34:35Z,Toyota,Camry,2009,2017-07-26T23:23:56Z
5c0451a7-2b40-43c2-8ac8-c5480d3e2353,Strark,ios web,Referral,2017-07-08T00:41:24Z,2017-07-08T01:01:01Z,2017-07-08T00:51:37Z,Honda,Civic,2017,NA
6bf7f98b-ae6d-4d0f-956c-389e81ce8f5d,Strark,android web,Referral,NA,2017-07-13T17:03:54Z,2017-07-13T17:02:58Z,Toyota,Corolla,2012,2017-07-22T00:54:20Z
a0fc1e6c-29a9-45e2-85e7-303e3fb537ee,Berton,ios web,Referral,2017-07-28T17:08:51Z,2017-07-28T17:09:21Z,2017-07-28T17:09:06Z,Honda,Pilot,2007,2017-08-02T12:51:04Z
b091a39f-99ef-4c7d-a4f3-fe70751262be,Strark,android web,Paid,2017-07-07T19:52:51Z,2017-07-07T19:54:02Z,2017-07-07T19:53:32Z,Infiniti,M,2006,NA
c493ab51-4b73-4769-8d2d-acdc453d69fe,Strark,NA,R2D,2017-07-18T19:30:47Z,2017-07-18T19:31:19Z,2017-07-18T19:30:55Z,NA,Millennium Falcon,2016,NA
cc22d6bd-d7ce-454d-8d4c-244edd1eb242,Berton,windows,Organic,2017-07-18T01:37:22Z,2017-07-18T01:38:23Z,2017-07-18T01:37:49Z,Toyota,Corolla,2017,NA
d6f99eb2-533c-4926-9405-9f7997e7ff6e,Strark,NA,R2D,2017-07-17T02:18:56Z,NA,2017-08-01T17:15:24Z,Nissan,Sentra,2015,NA
25f3cc85-4b2e-4132-8b57-f30c3739b48c,Strark,NA,R2D,2017-07-09T19:14:34Z,NA,2017-07-09T19:15:10Z,Ford,Mustang,2006,NA
3b53c013-ad9c-422c-b708-4cc7ee85c6f5,Berton,NA,R2D,NA,NA,2017-07-06T20:11:47Z,Land Rover,LR2,2009,2017-07-12T16:45:08Z
4763c827-6efd-4419-8c5a-fe1c147a1c68,Berton,NA,Referral,2017-07-11T16:51:06Z,NA,2017-07-11T16:51:42Z,Hyundai,Sonata,2015,NA
85efbb0d-8773-4237-9232-99f3e4a28227,Wrouver,NA,R2D,2017-07-11T14:21:38Z,NA,NA,Cadillac,Escalade,2005,2017-07-13T17:21:32Z
b3180fec-a239-4d9a-8b54-7a6230eb6448,Strark,NA,R2D,2017-07-12T17:45:54Z,NA,2017-07-12T17:46:01Z,Honda,Civic,2017,2017-08-09T17:34:24Z
1b67aea6-8d15-4167-b6d7-d178a3b186db,Strark,NA,R2D,NA,2017-07-10T07:50:28Z,2017-07-10T07:49:56Z,Infiniti,FX,2006,NA
28437aed-18f3-48ea-b268-2430a3551632,Strark,NA,R2D,2017-07-11T03:14:42Z,NA,2017-07-11T03:14:57Z,Toyota,Camry,2007,2017-07-20T23:55:05Z
36b86483-9f83-4725-a77b-c7dd88b2228f,Strark,NA,Paid,NA,NA,2017-07-09T19:21:11Z,Volvo,S60,2005,NA
5317b994-a316-4fd7-a01b-ea4a5fb1ad49,Berton,ios web,Referral,2017-07-10T01:03:59Z,2017-07-10T01:04:30Z,2017-07-10T01:04:12Z,Toyota,Prius,2005,2017-07-21T23:40:27Z
53f2bf33-0650-4727-bcba-cc82cef6e86f,Strark,NA,R2D,2017-07-10T02:13:11Z,NA,2017-07-10T02:13:48Z,Toyota,Corolla,2010,NA
5a30798c-0aba-4a9d-9ac5-9c72769db410,Strark,ios web,Paid,NA,2017-07-27T18:30:13Z,2017-07-27T18:28:26Z,Kia,Rondo,2008,NA
9b3f42ad-bc8a-44e9-b5cf-c2f1ad2430c5,Berton,NA,R2D,NA,NA,NA,Hyundai,Sonata,2011,2017-07-27T02:27:55Z
ad5d9d26-4b36-4d91-af18-316f1ddda79a,Strark,NA,Referral,2017-07-31T21:53:51Z,2017-07-31T22:00:15Z,NA,Mercedes-Benz,M-Class,2004,2017-08-18T16:02:38Z
bcd7393a-9396-4c3c-ade5-2d7d7d4ce70a,Berton,ios web,Paid,2017-07-05T06:47:57Z,2017-07-05T06:49:14Z,2017-07-05T06:48:21Z,Honda,Fit,2016,2017-07-15T06:06:42Z
db2daa52-0d1a-41f2-9758-5793f00d6435,Strark,ios web,Referral,2017-07-17T00:47:52Z,2017-07-17T00:48:29Z,2017-07-17T00:48:02Z,Honda,Civic,2014,NA
0203effa-02b1-4f45-bd83-4bb9eb9c9dc2,Berton,mac,Organic,2017-07-12T21:59:48Z,2017-07-12T22:00:18Z,2017-07-12T21:59:55Z,BMW,X4,2018,NA
651426a5-3568-49d5-8d7a-1ac78135d006,Strark,NA,Referral,2017-07-18T13:16:51Z,NA,NA,Chevrolet,Sonic,2017,2017-08-12T23:48:38Z
ace2df01-f806-40e4-bd4a-bebf28825d8a,Strark,NA,R2D,2017-07-18T22:20:58Z,NA,NA,Hyundai,Accent,2005,2017-08-06T03:51:16Z
c0b23e91-b127-44cd-a745-18d403c285ba,Strark,NA,R2D,2017-07-24T13:04:10Z,2017-07-24T13:05:06Z,2017-07-24T13:04:35Z,Chevrolet,Malibu,2011,NA
e3e4475b-ccd3-4eb6-9929-72155ee3f977,Wrouver,NA,Paid,2017-07-08T05:46:45Z,NA,2017-07-08T05:48:16Z,Honda,Accord,2014,2017-07-14T01:02:38Z
01cee0ad-de14-4f52-8d58-2bbba1fa14c1,Strark,other,NA,2017-07-20T02:22:59Z,2017-07-20T02:26:14Z,2017-07-20T02:24:29Z,Toyota,Corolla,2010,2017-07-26T00:50:51Z
1f52ee30-7326-422b-acb2-cafbaa7a7a6d,Berton,android web,Referral,2017-07-13T17:57:02Z,2017-07-13T18:00:07Z,2017-07-10T15:30:05Z,Hyundai,Elantra,2016,2017-07-22T20:28:46Z
466b6f60-e292-4275-bea3-e094f502c61a,Wrouver,ios web,Referral,2017-07-03T08:25:17Z,2017-07-03T08:26:42Z,2017-07-03T08:26:10Z,Toyota,Prius,2007,NA
4ca6223f-c296-4c30-a7a4-0a95ea43ec29,Wrouver,NA,Referral,2017-07-29T21:30:50Z,2017-07-29T21:31:58Z,2017-07-29T21:30:55Z,Chrysler,Town and Country,2010,2017-08-03T22:41:33Z
a05fb6a8-5840-478c-901f-576a0b42e28b,Strark,NA,R2D,2017-07-27T18:17:12Z,2017-07-27T18:17:40Z,2017-07-27T18:17:27Z,Mitsubishi,Galant,2000,NA
aba87362-055b-49d4-ac72-22e03bfeccb9,Wrouver,windows,Organic,2017-07-20T00:43:54Z,2017-08-26T21:01:03Z,2017-07-20T00:44:25Z,Toyota,Corolla,2016,NA
bc6e2fe5-f98f-4f72-8ffe-707bb3181b2b,Berton,ios web,Referral,2017-07-11T19:22:27Z,2017-07-11T19:25:01Z,2017-07-11T19:24:33Z,Chrysler,Sebring,2010,NA
e40c5b77-376c-43af-9f6e-981242903f0a,Berton,ios web,Organic,2017-07-14T20:09:31Z,2017-07-14T20:10:25Z,2017-07-14T20:09:49Z,Mazda,CX-5,2016,NA
1513c7cd-26c5-4c5c-b5fb-a6c613b28756,Strark,ios web,Paid,2017-07-30T22:02:40Z,2017-07-30T22:06:52Z,NA,Volkswagen,Jetta,2008,NA
2c1aa784-ca50-4b6e-a7c3-05616213b5da,Wrouver,android web,Paid,2017-07-03T18:03:04Z,2017-07-03T18:04:32Z,2017-07-03T18:04:01Z,Chevrolet,Uplander,2007,NA
381cbeb8-7e9e-41a0-b08b-6cc8b93fa973,Strark,ios web,Referral,2017-07-02T04:23:42Z,2017-07-02T04:25:06Z,2017-07-02T04:24:08Z,Hyundai,Sonata,2012,NA
77e5381e-304b-48e2-b8b5-a0fb24ed88d3,Berton,ios web,Referral,2017-07-07T06:19:01Z,2017-07-07T06:19:32Z,2017-07-07T06:19:13Z,Toyota,RAV4,2017,NA
84089f47-df21-418b-a7b2-05c1e6cac1cb,Strark,android web,NA,2017-07-17T10:22:56Z,2017-07-17T10:26:46Z,2017-07-17T10:23:48Z,Ford,Crown Victoria,2001,2017-07-29T11:21:46Z
9c1feb2c-e148-419e-8824-bd0c04d2b5f4,Strark,NA,R2D,2017-07-11T03:28:44Z,NA,2017-07-11T03:29:10Z,Chrysler,PT Cruiser,2005,NA
a18becda-1756-48c8-87b5-e34d49af3859,Strark,android web,Organic,2017-07-08T00:48:37Z,2017-07-27T23:08:57Z,2017-07-08T00:48:53Z,Toyota,Corolla,2015,NA
c28a0869-cb53-47bf-bb35-c5e69249af8c,Strark,android web,Referral,2017-07-26T05:12:45Z,2017-07-26T05:14:57Z,2017-07-26T05:13:17Z,Volvo,S40,2005,NA
d485e59a-3177-417e-b9e5-898e4dd26a2f,Wrouver,NA,R2D,2017-07-08T22:00:06Z,NA,2017-07-08T22:00:26Z,Hyundai,Elantra,2017,2017-07-21T03:19:37Z
ef9b6798-2576-40ff-91a5-5671bb1c8f07,Berton,ios web,Referral,2017-07-03T19:39:07Z,2017-07-03T19:41:44Z,2017-07-03T19:40:52Z,Toyota,Corolla,2014,2017-07-13T15:33:49Z
1b57b630-8029-4435-a1bf-7e254fda9d89,Wrouver,android web,Paid,2017-07-23T23:52:36Z,2017-07-24T01:45:59Z,2017-07-23T23:52:38Z,Toyota,Prius,2013,2017-08-14T23:23:00Z
1b57b630-8029-4435-a1bf-7e254fda9d89,Wrouver,android web,Paid,2017-07-23T23:52:36Z,2017-07-24T01:45:59Z,2017-07-23T23:52:38Z,NA,Mean Machine,2013,2017-08-14T23:23:00Z
33b11ef5-04e9-4495-9056-560cbd8cc24a,Wrouver,android web,Paid,2017-07-12T17:05:11Z,2017-07-19T23:14:27Z,2017-07-12T17:05:36Z,Hyundai,Accent,2009,2017-08-04T22:06:12Z
37315dcc-5d6e-467f-a4ce-f50aaec46072,Strark,android web,Referral,2017-07-22T09:04:33Z,2017-07-22T09:05:47Z,2017-07-22T09:05:23Z,Toyota,Camry,2010,NA
3a8b0811-6267-4991-a142-45ce63418c3b,Strark,ios web,Referral,2017-07-22T06:09:14Z,2017-07-22T06:09:57Z,2017-07-22T06:09:42Z,Honda,Civic,2016,2017-07-25T21:53:53Z
40666da4-af49-409c-9d6f-5bc22aed64f2,Strark,other,Organic,2017-07-16T01:23:24Z,2017-07-16T01:24:29Z,2017-07-16T01:23:37Z,Honda,Accord,2006,NA
58e72ab3-a14e-43af-a5b5-bbef13c15fa8,Strark,NA,Referral,2017-07-08T23:16:46Z,NA,2017-07-08T23:23:51Z,Fiat,500,2015,2017-08-06T22:48:35Z
607b50f6-fcad-4d4a-9cee-4849673f5815,Strark,android web,Paid,2017-07-27T15:07:05Z,2017-07-27T15:08:06Z,2017-07-27T15:07:39Z,Toyota,Camry,2009,NA
8338404d-5a8b-4a01-970a-b7e85c79a807,Strark,NA,Paid,2017-07-15T14:05:52Z,NA,2017-07-15T14:06:38Z,Honda,CR-V,2008,2017-07-21T00:21:24Z
af008aa8-bf85-4d01-831a-743580958387,Strark,NA,R2D,NA,NA,2017-07-18T02:18:31Z,Nissan,Versa Note,2015,NA
bcc23f80-4c50-4fb7-a5c0-7c4b230f04f4,Strark,ios web,Referral,2017-07-07T16:43:16Z,2017-07-07T16:44:44Z,NA,Ford,Taurus,2004,2017-07-12T01:45:35Z
bec34dfb-2814-4097-8192-89cc0d4fcf70,Strark,ios web,Referral,2017-07-14T03:41:12Z,2017-07-14T03:42:16Z,2017-07-14T03:41:37Z,Dodge,Durango,2012,2017-08-13T22:36:38Z
bec34dfb-2814-4097-8192-89cc0d4fcf70,Strark,ios web,Referral,2017-07-14T03:41:12Z,2017-07-14T03:42:16Z,2017-07-14T03:41:37Z,Dodge,Durango,2012,2017-08-13T22:36:38Z
c5b2f7fd-f33b-4b5d-897d-732b40e88226,Strark,android web,Referral,2017-07-06T21:10:10Z,2017-07-06T21:18:38Z,2017-07-06T21:10:13Z,Nissan,Altima,2013,2017-08-05T21:44:15Z
d6560a49-a55f-4dc9-9426-b2a5e4722eac,Strark,NA,R2D,2017-07-22T02:21:48Z,2017-07-22T03:39:15Z,2017-07-22T02:23:41Z,Honda,Fit,2012,2017-08-19T21:41:19Z
dd93e5ab-dc65-4286-aa88-939714512c9e,Strark,android web,Organic,2017-07-26T00:19:54Z,2017-07-26T02:42:34Z,NA,Chevrolet,Volt,2017,2017-07-28T13:42:41Z
e10de3dd-ce46-414d-a2eb-177602db3140,Strark,NA,R2D,2017-07-08T07:41:10Z,NA,NA,Honda,Accord,2007,2017-08-06T05:13:01Z
e97220ab-38d7-41ba-b884-526a30915dc4,Berton,NA,NA,2017-07-13T21:51:47Z,NA,2017-07-13T21:53:02Z,Honda,Civic,2010,2017-07-29T01:56:32Z
f7801264-7b53-400e-9adb-63b5e1466542,Berton,mac,Referral,2017-07-29T14:16:16Z,2017-07-29T14:16:46Z,2017-07-29T14:16:26Z,Toyota,Prius,2013,NA
0f524172-703f-4194-9198-350b66f8bc6b,Strark,NA,Referral,2017-07-31T08:46:52Z,2017-07-31T08:48:10Z,2017-07-31T08:47:28Z,Chevrolet,Suburban,2012,2017-08-10T06:14:31Z
11bcd748-951b-41cb-9e5e-f6253ed0385d,Berton,ios web,Dost,NA,2017-07-05T23:27:55Z,2017-07-05T23:26:52Z,Toyota,Corolla,1999,NA
2725b8e6-a5d4-4017-b484-c819a43e5078,Strark,NA,R2D,2017-07-15T23:43:36Z,NA,2017-07-15T23:44:29Z,Honda,Civic,2017,2017-07-30T18:48:11Z
3e5e1afb-35fb-408c-b58e-7646de380d0e,Strark,NA,Paid,2017-07-25T19:27:35Z,NA,2017-07-25T19:28:43Z,Chevrolet,Impala,2004,NA
40158ab1-7ed9-463b-bdab-ff9e66dfdfe7,Strark,NA,Referral,2017-07-06T17:22:05Z,NA,2017-07-06T17:22:21Z,NA,Convert-A-Car,2005,NA
46f8859e-4f8f-4dec-beec-065c765777b3,Berton,ios web,NA,2017-07-12T23:18:25Z,2017-07-12T23:19:03Z,2017-07-12T23:18:42Z,Nissan,Maxima,2014,NA
47abfb6e-6176-4859-a408-59f8e71270c0,Strark,ios web,Referral,2017-07-14T20:35:58Z,2017-07-14T20:36:47Z,2017-07-14T20:36:11Z,Hyundai,Elantra,2006,NA
68116b79-bd44-4422-a045-e1a36c948a72,Strark,NA,Referral,2017-07-03T02:37:06Z,NA,2017-07-03T02:37:13Z,Toyota,Corolla,2017,NA
6c5350e2-9948-4cec-8403-71ec8d306c37,Strark,NA,Referral,2017-07-31T16:54:23Z,2017-07-31T16:57:10Z,2017-07-31T16:56:46Z,Toyota,Camry,2013,2017-08-17T00:59:12Z
755f5e0d-a94a-4fe8-a921-3fbae2305cb5,Strark,android web,Paid,2017-07-07T01:06:25Z,2017-07-07T01:07:23Z,2017-07-07T01:07:05Z,BMW,X3,2005,2017-07-09T01:41:49Z
8147162c-0847-49f1-a5a0-81fc63fba12e,Wrouver,NA,R2D,2017-07-10T17:09:29Z,NA,2017-07-10T17:09:44Z,Subaru,Legacy,1998,NA
93d64362-aec5-429e-8a47-c4e628b1fd37,Berton,NA,Referral,2017-07-07T04:23:52Z,2017-07-07T04:26:04Z,2017-07-07T04:25:24Z,Honda,Accord,2017,2017-07-19T18:26:58Z
a4a6893d-5199-4f29-8c64-516084a74de8,Strark,ios web,Referral,2017-07-21T02:08:00Z,2017-07-21T02:09:09Z,2017-07-21T02:08:28Z,BMW,X5,2009,2017-07-26T16:47:53Z
de990f89-865e-41cf-b9cb-3e803fe71a10,Berton,NA,R2D,2017-07-20T16:01:37Z,NA,2017-07-20T16:01:58Z,Jaguar,XF,2016,NA
fa6e8f9e-b116-456b-8a7a-2b694d6b6cc6,Strark,NA,R2D,2017-07-14T00:25:55Z,2017-07-14T00:45:47Z,2017-07-14T00:45:18Z,Kia,Rio,2012,2017-07-24T04:09:39Z
fce7f2fe-f5fd-4702-b463-b7ad70f20f23,Berton,ios web,Referral,2017-07-20T23:31:00Z,2017-07-20T23:32:35Z,2017-07-20T23:31:36Z,Toyota,Prius,2010,NA
385d3056-4e95-4dde-85b0-cf140f868d6d,Wrouver,ios web,NA,2017-07-21T19:12:09Z,2017-07-21T19:14:48Z,2017-07-21T19:13:43Z,Hyundai,Elantra,2014,NA
58abb533-4e28-4c5e-8cd6-b52e75e62a25,Strark,ios web,Referral,NA,2017-07-19T05:02:51Z,2017-07-19T04:39:44Z,Volkswagen,Passat,2013,2017-07-29T01:20:09Z
