time_offset,speed,roadvel,bodyacc,yaw_rate
10.954,0,0,-0.0199,0.001
10.963,0,0,0.0199,0.001
10.973,0,0,0.04,0.001
10.983,0,0,-0.0399,0.001
10.992,0,0,-0.0399,0.001
11.002,0,0,-0.08,0
11.011,0,0,0,0.001
11.02,0,0,0,0.001
11.03,0,0,-0.0399,0.002
11.039,0,0,-0.0399,0.002
11.049,0,0,-0.0199,0.002
11.058,0,0,0.04,0.002
11.068,0,0,0.04,0.002
11.078,0,0,-0.0399,0
11.087,0,0,0,0.002
11.097,0,0,0,0.002
11.106,0,0,0.04,0.002
11.115,0,0,0.06,0.001
11.125,0,0,-0.06,0.001
11.135,0,0,0,0.001
11.144,0,0,0,0.001
11.154,0,0,0,0
11.164,0,0,-0.06,0
11.174,0,0,-0.06,0
11.184,0,0,-0.0199,0
11.194,0,0,0.0199,0.001
11.203,0,0,0.0199,0.001
11.212,0,0,0.0199,0
11.222,0,0,-0.0199,0
11.231,0,0,0,0.001
11.24,0,0,0,0.001
11.25,0,0,0.0199,0.001
11.259,0,0,-0.0399,0
11.268,0,0,-0.08,0
11.278,0,0,-0.0399,0.001
11.288,0,0,-0.0199,0.001
11.297,0,0,-0.0199,0.001
11.306,0,0,-0.0199,0.001
11.316,0,0,-0.08,0
11.325,0,0,0.0199,0
11.335,0,0,0.04,0.002
11.344,0,0,0.04,0.002
11.353,0,0,-0.0199,0.002
11.364,0,0,-0.0199,0.002
11.374,0,0,0.08,0
11.383,0,0,0.04,0
11.393,0,0,-0.08,0
11.403,0,0,-0.08,0
11.412,0,0,-0.06,0.001
11.422,0,0,0.04,0.001
11.431,0,0,0.06,0.001
11.44,0,0,-0.06,0.001
11.45,0,0,-0.06,0.001
11.459,0,0,0.0199,0
11.469,0,0,0.0199,0
11.479,0,0,0,0.001
11.488,0,0,-0.08,0.002
11.498,0,0,-0.08,0.002
11.507,0,0,0.08,0.002
11.516,0,0,0.0199,0.001
11.526,0,0,-0.0399,0.001
11.535,0,0,-0.0999,0.002
11.545,0,0,-0.0999,0.002
11.554,0,0,0.0199,0.002
11.563,0,0,0.0199,0.002
11.572,0,0,-0.0999,0
11.582,0,0,-0.06,0
11.592,0,0,-0.06,0
11.601,0,0,0,0.003
11.61,0,0,0.06,0
11.62,0,0,-0.0199,0
11.629,0,0,-0.0199,0.002
11.638,0,0,-0.0199,0.002
11.647,0,0,0.06,0.002
11.657,0,0,0.06,0.001
11.667,0,0,-0.08,0.001
11.678,0,0,-0.0999,0
11.687,0,0,0.0199,0.001
11.697,0,0,0.0199,0.001
11.706,0,0,-0.0199,0.001
11.715,0,0,-0.0999,0
11.725,0,0,-0.06,0
11.734,0,0,0.08,0.001
11.744,0,0,0.08,0.001
11.753,0,0,0.08,0.001
11.763,0,0,-0.08,0.001
11.773,0,0,0,0.001
11.783,0,0,0.08,0.001
11.793,0,0,0.04,0.001
11.802,0,0,0.04,0.001
11.811,0,0,-0.0199,0
11.821,0,0,-0.0999,0
11.83,0,0,-0.0199,0
11.84,0,0,-0.06,0
11.849,0,0,-0.06,0
11.858,0,0,-0.06,0.001
11.867,0,0,-0.06,0.001
11.877,0,0,0.04,0.002
11.886,0,0,0.06,0.003
11.896,0,0,0.06,0.003
11.905,0,0,-0.08,0.003
11.914,0,0,0.0199,0.002
11.924,0,0,0.08,0.002
11.933,0,0,0.04,0.003
11.942,0,0,0.04,0.003
11.952,0,0,-0.08,0.002
11.961,0,0,0.04,0.002
11.971,0,0,0.08,0.002
11.98,0,0,-0.06,0.002
11.99,0,0,-0.06,0.002
11.999,0,0,-0.0999,0.001
12.008,0,0,-0.0999,0.001
12.018,0,0,-0.0399,0.001
12.027,0,0,-0.08,0
12.036,0,0,-0.08,0
12.046,0,0,-0.22,0
12.055,0,0,-0.0999,0
12.065,0,0,0,0
12.075,0,0,-0.1199,0.001
12.084,0,0,-0.1199,0.001
12.094,0,0,-0.24,0
12.103,0,0,0,0
12.112,0,0,0,0
12.122,0,0,-0.16,0
12.131,0,0,-0.16,0
12.141,0,0,-0.2599,0.001
12.15,0,0,-0.1199,0.002
12.159,0,0,-0.0199,0.002
12.169,0,0,-0.1999,0
12.18,0,0,-0.16,0
12.19,0,0,-0.16,0
12.199,0,0,-0.0399,0.001
12.209,0,0,0.0199,0.001
12.218,0,0,-0.1199,0.001
12.227,0,0,-0.14,0.002
12.237,0,0,-0.14,0.002
12.246,0,0,-0.0399,0.002
12.255,0,0,0.08,0.002
12.265,0,0,-0.0199,0.002
12.275,0,0,-0.1999,0.001
12.284,0,0,-0.1999,0.001
12.294,0,0,-0.06,0.001
12.303,0,0,0.14,0.001
12.312,0,0,-0.1199,0.001
12.322,0,0,-0.1199,0.001
12.331,0,0,-0.1199,0.001
12.34,0,0,0.08,0
12.35,0,0,0.1799,0
12.359,0,0,-0.0399,0
12.369,0,0,-0.0399,0.002
12.38,0,0,0.16,0.002
12.389,0,0,0.16,0.002
12.399,0,0,0.1799,0
12.408,0,0,0.06,0
12.418,0,0,-0.08,0
12.427,0,0,0,0.001
12.436,0,0,0,0.001
12.446,0,0,0.0999,0.001
12.455,0,0,0,0.002
12.464,0,0,0,0.002
12.474,0,0,0.06,0
12.484,0,0,0.06,0
12.494,0,0,0.16,0.001
12.503,0,0,0.0199,0.001
12.512,0,0,-0.0199,0.001
12.522,0,0,0.16,0.001
12.531,0,0,0.16,0.001
12.54,0,0,0.16,0.001
12.55,0.18,0,0,0.001
12.559,0.18,0,0.0199,0.001
12.569,0.28,0,0.0199,0.002
12.579,0.28,0,0.12,0.002
12.588,0.28,0,0.12,0.002
12.598,0.39,0,-0.0399,0.002
12.607,0.39,0,-0.14,0.001
12.616,0.39,0,-0.06,0.001
12.626,0.39,0,0.04,0.002
12.635,0.39,0,0.04,0.002
12.645,0.39,0,-0.16,0.002
12.654,0.46,0,-0.16,0.002
12.663,0.46,0,-0.06,0.002
12.674,0.46,0,-0.0399,0.002
12.683,0.46,0,-0.0399,0.002
12.692,0.57,0,-0.1999,0
12.702,0.57,0,-0.22,0
12.711,0.57,0,-0.08,0.001
12.721,0.57,0,-0.06,0.001
12.73,0.57,0,-0.06,0.001
12.739,0.68,0,-0.16,0.001
12.749,0.68,0,-0.1799,0
12.758,0.68,0,0.06,0
12.768,0.68,0,0.04,0
12.779,0.68,0,-0.08,0
12.788,0.68,0,-0.08,0
12.798,0.79,0,-0.0999,0.005
12.807,0.79,0,0.04,0.005
12.816,0.79,0,0.08,0.002
12.826,0.79,0,-0.06,0.001
12.835,0.79,0,-0.06,0.001
12.845,0.79,0,0.04,0.001
12.854,0.89,0,0.2,0.002
12.864,0.89,0,0.08,0.002
12.874,0.89,0,-0.08,0.002
12.883,0.89,0,-0.08,0.002
12.892,0.89,0,-0.08,0.002
12.902,0.89,0,0.06,0.002
12.911,0.97,0,-0.0199,0
12.921,0.97,0,-0.14,0
12.93,0.97,0,-0.14,0
12.939,0.97,0,-0.0399,0.002
12.949,0.97,0,0.08,0.002
12.958,0.97,0,-0.14,0.002
12.968,0.97,0,-0.14,0
12.978,0.97,0,0.0199,0
12.988,0.97,0,0.0199,0
12.998,1.07,0,0,0.002
13.007,1.07,0,-0.08,0.002
13.017,1.07,0,-0.16,0.001
13.026,1.07,0,-0.0399,0.001
13.035,1.07,0,-0.0399,0.001
13.045,1.07,0,0,0.001
13.054,1.07,0,-0.14,0
13.063,1.07,0,-0.0999,0
13.073,1.18,0,0.06,0.001
13.083,1.18,0,0.06,0.001
13.093,1.18,0,0.0999,0.001
13.102,1.18,0,-0.1199,0.001
13.112,1.18,0,0,0.002
13.121,1.18,0,0.12,0.002
13.13,1.18,0,0.12,0.002
13.14,1.29,0,-0.06,0.001
13.149,1.29,0,-0.1199,0
13.159,1.29,0,0.12,0
13.169,1.29,0,0.12,0
13.179,1.29,0,-0.14,0
13.188,1.29,0,-0.14,0
13.198,1.4,0,-0.1199,0.001
13.207,1.4,0,0,0.001
13.217,1.4,0,0.04,0
13.226,1.4,0,-0.0399,0.001
13.235,1.4,0,-0.0399,0.001
13.245,1.4,0,-0.0399,0.001
13.254,1.47,0,0.06,0.002
13.263,1.47,0,0.0199,0.002
13.274,1.47,0,-0.08,0.001
13.283,1.47,0,-0.08,0.001
13.292,1.47,0,-0.0999,0.001
13.302,1.47,0,0.0999,0.001
13.311,1.47,0.0096,0.04,0.002
13.32,1.47,0.0096,-0.1199,0.002
13.33,1.58,0.0096,-0.1199,0
13.339,1.58,0.0096,-0.08,0
13.349,1.58,0.0096,0.08,0
13.358,1.58,0.0096,0,0.001
13.368,1.58,0.0096,-0.1199,0
13.378,1.58,0.0096,0,0
13.387,1.58,0.0096,0,0
13.397,1.69,0.0096,0.0999,0
13.406,1.69,0.0096,-0.08,0
13.416,1.69,0.0096,-0.1199,0
13.425,1.69,0.0096,-0.0199,0
13.434,1.69,0.0096,-0.0199,0
13.444,1.69,0.0096,0.08,0
13.453,1.69,0.0096,-0.06,0
13.462,1.69,0.0096,-0.0999,0
13.472,1.79,0.0096,0.04,0
13.482,1.79,0.0096,0.04,0
13.491,1.79,0.0096,0.0999,0
13.501,1.79,0.0096,-0.16,0.001
13.51,1.79,0.0096,-0.06,0.001
13.52,1.79,0.0096,0,0.001
13.529,1.79,0.0096,0,0.001
13.538,1.79,0.0096,-0.08,0.001
13.548,1.79,0.0096,-0.1799,0.001
13.557,1.87,0.0096,-0.1199,0.001
13.567,1.87,0.0096,0,0
13.578,1.87,0.0096,-0.0999,0
13.587,1.87,0.0096,-0.0999,0
13.597,1.87,0.0096,-0.1199,0.002
13.606,1.87,0.0096,-0.0199,0.002
13.616,1.87,0.0096,0.0199,0.001
13.625,1.87,0.0096,-0.06,0
13.634,1.87,0.0096,-0.06,0
13.644,1.87,0.0096,-0.08,0
13.653,1.97,0.0096,0.06,0
13.662,1.97,0.0096,0.12,0
13.672,1.97,0.0096,0,0
13.683,1.97,0.0096,0,0
13.693,1.97,0.0096,-0.06,0
13.702,1.97,0.0096,0.16,0
13.711,1.97,0.0064,0.08,-0.001
13.721,1.97,0.0064,-0.06,-0.001
13.73,1.97,0.0064,-0.06,-0.001
13.739,1.97,0.0064,-0.0199,0
13.749,1.97,0.0064,0.12,0
13.758,1.97,0.0064,0,0
13.767,2.08,0.0064,0,0
13.777,2.08,0.0064,0.0199,0
13.786,2.08,0.0064,0.0199,0
13.795,2.08,0.0064,0.14,0
13.805,2.08,0.0064,0,0
13.814,2.08,0.0064,-0.0999,0
13.824,2.08,0.0064,-0.0999,0
13.833,2.08,0.0064,0,0
13.842,2.08,0.0064,0.08,0
13.852,2.08,0.0064,-0.0199,0
13.862,2.08,0.0064,-0.1199,0
13.873,2.08,0.0064,-0.06,0
13.882,2.08,0.0064,-0.06,0
13.892,2.08,0.0064,0.08,0
13.902,2.08,0.0031,-0.0399,0
13.911,2.08,0.0031,-0.06,0.001
13.921,2.08,0.0031,0,0.001
13.93,2.08,0.0031,0.04,0
13.939,2.08,0.0031,0.04,0
13.949,2.08,0.0031,-0.06,0
13.958,2.08,0.0031,-0.0999,0
13.967,2.08,0.0031,0.0199,0
13.977,2.08,0.0031,0.06,0
13.987,2.08,0.0031,0.06,0
13.996,2.19,0.0031,-0.14,0
14.005,2.19,0.0031,-0.0199,0
14.014,2.19,0.0031,0.0199,0
14.024,2.19,0.0031,0,0
14.033,2.19,0.0031,0,0
14.043,2.19,0.0031,-0.06,0.001
14.052,2.19,0.0031,-0.0399,0
14.061,2.19,-0.0063,0.06,0
14.072,2.19,-0.0063,-0.0199,0
14.082,2.19,-0.0063,-0.0199,0
14.092,2.19,-0.0063,-0.1199,0
14.101,2.19,-0.0063,-0.0999,0.001
14.11,2.19,-0.0063,0.0999,0
14.12,2.19,-0.0063,0,0
14.129,2.19,-0.0063,0,0
14.138,2.19,-0.0063,-0.06,0
14.148,2.19,-0.0063,-0.0199,0
14.157,2.19,-0.0063,0.06,0.001
14.167,2.19,-0.0063,0.04,0.001
14.177,2.19,-0.0063,-0.06,0.001
14.187,2.19,-0.0063,-0.06,0.001
14.196,2.19,-0.0063,0.08,0.001
14.206,2.19,-0.0063,0.1799,0.001
14.215,2.19,-0.0063,0.04,0.001
14.225,2.19,-0.0095,-0.1199,0.001
14.234,2.19,-0.0095,-0.1199,0.001
14.243,2.19,-0.0095,0.12,0.001
14.253,2.19,-0.0095,0.04,0
14.262,2.19,-0.0095,-0.14,0
14.273,2.19,-0.0095,-0.0399,0
14.282,2.19,-0.0095,-0.0399,0
14.291,2.19,-0.0095,0.04,0
14.301,2.19,-0.0095,0.0199,0
14.31,2.08,-0.0095,-0.16,0
14.319,2.08,-0.0095,-0.16,0
14.329,2.08,-0.0095,0.06,0
14.338,2.08,-0.0095,0.06,0
14.348,2.08,-0.0095,0.06,0
14.357,2.08,-0.0095,-0.0999,0
14.367,2.08,-0.0095,-0.0999,0
14.376,2.08,-0.0223,0.0199,0
14.386,2.08,-0.0223,0.0199,0
14.396,2.08,-0.0223,-0.06,0
14.405,2.08,-0.0223,-0.0999,0
14.414,2.08,-0.0223,-0.08,0
14.424,2.08,-0.0223,0.0199,0
14.433,2.08,-0.0223,0.0199,0
14.443,2.08,-0.0223,-0.08,0
14.452,2.08,-0.0223,-0.1999,-0.002
14.462,2.08,-0.0223,-0.06,-0.002
14.472,2.08,-0.0223,0,0.001
14.482,2.08,-0.0223,0,0.001
14.492,2.08,-0.0223,-0.06,0.001
14.501,2.08,-0.0223,-0.1999,0
14.51,2.08,-0.0223,0.06,0
14.52,2.08,-0.0223,-0.06,0
14.529,2.19,-0.0223,-0.14,0.002
14.538,2.19,-0.0223,-0.14,0.002
14.548,2.19,-0.0223,-0.0999,0.002
14.557,2.19,-0.0288,0.06,0.001
14.567,2.19,-0.0288,0.14,0.001
14.577,2.19,-0.0288,0.04,0.001
14.586,2.19,-0.0288,0.04,0.001
14.596,2.19,-0.0288,-0.08,0
14.605,2.19,-0.0288,0.04,0
14.614,2.19,-0.0288,0.04,0
14.624,2.19,-0.0288,-0.0399,0
14.633,2.19,-0.0288,-0.0399,0
14.643,2.19,-0.0288,-0.1199,0.001
14.652,2.19,-0.0288,0.14,0
14.662,2.19,-0.0288,0.0199,0
14.672,2.19,-0.0288,-0.1999,0
14.681,2.19,-0.0288,-0.1999,0
14.69,2.19,-0.0288,-0.08,0
14.7,2.19,-0.0288,0.06,0
14.709,2.19,-0.0288,-0.0999,-0.002
14.718,2.19,-0.0255,-0.16,-0.002
14.728,2.19,-0.0255,-0.16,-0.002
14.737,2.3,-0.0255,-0.0199,-0.001
14.747,2.3,-0.0255,0.0999,-0.001
14.757,2.3,-0.0255,0.06,-0.001
14.767,2.3,-0.0255,-0.0999,-0.001
14.777,2.3,-0.0255,-0.0999,0
14.786,2.3,-0.0255,-0.0999,0
14.796,2.3,-0.0255,0.0999,-0.001
14.805,2.3,-0.0255,-0.0199,-0.001
14.814,2.3,-0.0255,-0.0399,0
14.824,2.3,-0.0255,0.06,0
14.833,2.3,-0.0255,0.06,0
14.843,2.3,-0.0255,0.16,-0.001
14.852,2.37,-0.0255,-0.16,0
14.862,2.37,-0.0255,-0.06,0
14.872,2.37,-0.0223,0.06,-0.001
14.883,2.37,-0.0223,0.06,-0.001
14.893,2.37,-0.0223,0.06,-0.001
14.902,2.37,-0.0223,-0.08,0
14.912,2.37,-0.0223,-0.06,0
14.921,2.37,-0.0223,-0.06,0
14.93,2.37,-0.0223,0.06,0
14.94,2.37,-0.0223,0.06,0
14.949,2.37,-0.0223,-0.14,0
14.958,2.48,-0.0223,-0.06,0
14.968,2.48,-0.0223,0.06,0
14.978,2.48,-0.0223,0.14,0.001
14.988,2.48,-0.0223,-0.0999,0.001
14.997,2.48,-0.0223,-0.0999,0
15.007,2.48,-0.0223,0.06,0
15.016,2.48,-0.0223,0.12,0
15.026,2.48,-0.0191,0.0199,0
15.035,2.48,-0.0191,-0.0999,-0.001
15.044,2.48,-0.0191,-0.0999,-0.001
15.054,2.59,-0.0191,0.04,0
15.063,2.59,-0.0191,0.14,0
15.073,2.59,-0.0191,0.0199,0
15.083,2.59,-0.0191,-0.0399,0
15.093,2.59,-0.0191,-0.0399,0
15.102,2.59,-0.0191,0.04,-0.002
15.111,2.59,-0.0191,-0.0199,0
15.121,2.59,-0.0191,-0.0199,0
15.13,2.7,-0.0191,-0.06,-0.001
15.139,2.7,-0.0191,-0.06,-0.001
15.149,2.7,-0.0191,0.06,-0.001
15.158,2.7,-0.0191,0.06,-0.001
15.168,2.7,-0.0127,-0.06,-0.001
15.177,2.7,-0.0127,-0.1199,0.001
15.186,2.7,-0.0127,-0.1199,0.001
15.196,2.7,-0.0127,0.0199,0.001
15.205,2.7,-0.0127,-0.0199,0.001
15.214,2.7,-0.0127,-0.08,0.001
15.224,2.7,-0.0127,-0.08,0.001
15.233,2.7,-0.0127,-0.08,0.001
15.243,2.8,-0.0127,0.04,0.001
15.252,2.8,-0.0127,-0.06,0.001
15.262,2.8,-0.0127,-0.06,0.001
15.272,2.8,-0.0127,-0.06,0
15.281,2.8,-0.0127,-0.06,0
15.29,2.8,-0.0127,0.0999,0
15.3,2.8,-0.0127,0.0999,0
15.309,2.8,-0.0127,-0.08,0.001
15.319,2.8,-0.0127,-0.08,0.001
15.329,2.88,-0.0127,0.08,0
15.338,2.88,-0.0127,0.08,0
15.348,2.88,-0.0127,-0.0399,0
15.357,2.88,-0.0127,-0.06,0
15.366,2.88,-0.0127,-0.0199,0
15.376,2.88,-0.0127,0.08,0
15.385,2.88,-0.0127,0.08,0
15.394,2.88,-0.0127,-0.0999,0
15.404,2.88,-0.0127,-0.0199,0
15.413,2.88,-0.0095,0.0999,0
15.423,2.88,-0.0095,0.06,0
15.432,2.88,-0.0095,0.06,0
15.441,2.88,-0.0095,-0.06,0
15.451,2.98,-0.0095,-0.06,0.001
15.46,2.98,-0.0095,0.06,0.001
15.47,2.98,-0.0095,-0.0199,0.001
15.48,2.98,-0.0095,-0.0199,0.001
15.489,2.98,-0.0095,-0.0999,0.001
15.499,2.98,-0.0095,-0.08,0.002
15.508,2.98,-0.0095,0.06,0.002
15.517,2.98,-0.0095,0.06,0.002
15.527,2.98,-0.0095,-0.08,0.002
15.536,2.98,-0.0095,-0.08,0.003
15.546,2.98,-0.0095,-0.0399,0.003
15.555,2.98,-0.0095,0.12,0.004
15.564,2.98,-0.0095,0.06,0.004
15.575,2.98,-0.0095,-0.0999,0.005
15.585,2.98,-0.0095,-0.0999,0.005
15.594,2.98,-0.0095,0.0199,0.003
15.604,2.98,-0.0095,0.06,0.003
15.613,3.09,-0.0095,0.0199,0.003
15.623,3.09,-0.0095,-0.1199,0.003
15.632,3.09,-0.0095,-0.1199,0.003
15.641,3.09,-0.0095,-0.0199,0.005
15.651,3.09,-0.0031,0.0199,0.003
15.66,3.09,-0.0031,-0.1199,0.003
15.67,3.09,-0.0031,-0.0999,0.003
15.68,3.09,-0.0031,-0.0999,0.003
15.689,3.09,-0.0031,0.08,0.003
15.699,3.09,-0.0031,0.0999,0.004
15.708,3.09,-0.0031,-0.08,0.004
15.717,3.09,-0.0031,-0.08,0.004
15.727,3.09,-0.0031,0.0999,0.006
15.736,3.09,-0.0031,0.0999,0.006
15.746,3.09,-0.0031,0.06,0.006
15.755,3.09,-0.0031,-0.0999,0.003
15.765,3.09,-0.0031,-0.06,0.003
15.775,3.09,-0.0063,0.0199,0.006
15.784,3.09,-0.0063,0.0199,0.006
15.794,3.09,-0.0063,0.08,0.008
15.803,3.09,-0.0063,0,0.008
15.813,3.2,-0.0063,-0.0199,0.009
15.822,3.2,-0.0063,0.2,0.009
15.831,3.2,-0.0063,0.2,0.009
15.841,3.2,-0.0063,0.14,0.009
15.85,3.2,-0.0063,0,0.011
15.859,3.2,-0.0063,0.12,0.011
15.869,3.2,-0.0063,0.1799,0.011
15.878,3.2,-0.0063,0.1799,0.011
15.888,3.2,0.0031,0.0999,0.011
15.898,3.09,0.0031,-0.0199,0.012
15.907,3.09,0.0031,0.12,0.011
15.916,3.09,0.0031,0.12,0.011
15.927,3.09,0.0031,0,0.012
15.936,3.09,0.0031,0,0.012
15.946,3.09,0.0031,-0.06,0.012
15.955,3.09,0.0031,-0.0199,0.013
15.964,3.09,0.0031,0.12,0.013
15.975,3.09,0.0031,0.12,0.013
15.985,3.09,0.0031,0.12,0.013
15.994,3.09,0.0031,0,0.015
16.004,3.09,-0.0063,0.06,0.015
16.013,3.09,-0.0063,0.08,0.014
16.023,3.09,-0.0063,0,0.014
16.032,3.09,-0.0063,0,0.014
16.041,3.09,-0.0063,-0.1799,0.017
16.051,3.09,-0.0063,0.04,0.017
16.06,3.09,-0.0063,-0.0199,0.017
16.07,3.09,-0.0063,-0.0999,0.017
16.079,3.09,-0.0063,-0.0999,0.017
16.088,3.09,-0.0063,-0.1199,0.017
16.098,3.09,-0.0063,-0.0199,0.019
16.107,3.09,-0.0191,-0.06,0.019
16.116,3.09,-0.0191,-0.06,0.019
16.126,3.09,-0.0191,-0.06,0.019
16.135,3.09,-0.0191,-0.1199,0.021
16.145,3.09,-0.0191,-0.0399,0.021
16.154,3.09,-0.0191,0.0199,0.02
16.164,3.09,-0.0191,-0.06,0.02
16.175,3.09,-0.0191,-0.06,0.02
16.185,3.09,-0.0191,-0.06,0.02
16.194,3.09,-0.0191,0.04,0.021
16.204,3.09,-0.0191,0,0.021
16.213,2.98,-0.0191,-0.14,0.021
16.223,2.98,-0.0191,-0.1799,0.021
16.232,2.98,-0.0191,-0.1799,0.021
16.241,2.98,-0.0351,-0.0199,0.022
16.251,2.98,-0.0351,-0.0199,0.023
16.26,2.98,-0.0351,-0.1199,0.023
16.27,2.98,-0.0351,-0.1199,0.025
16.279,2.98,-0.0351,-0.1199,0.025
16.288,2.98,-0.0351,0.08,0.025
16.298,2.98,-0.0351,0.12,0.023
16.307,2.98,-0.0351,-0.0399,0.025
16.316,2.98,-0.0351,-0.0399,0.025
16.326,2.98,-0.0351,0.16,0.027
16.335,2.98,-0.0351,0.16,0.027
16.345,2.98,-0.0351,0.08,0.027
16.354,2.98,-0.0288,-0.0199,0.027
16.364,2.98,-0.0288,0,0.027
16.374,2.98,-0.0288,0.0199,0.03
16.385,2.98,-0.0288,-0.0399,0.028
16.394,2.98,-0.0288,-0.0399,0.028
16.404,2.98,-0.0288,-0.1999,0.028
16.413,2.98,-0.0288,-0.16,0.028
16.423,2.98,-0.0288,0,0.028
16.432,2.98,-0.0288,0,0.028
16.441,2.98,-0.0288,0.0199,0.029
16.451,2.98,-0.0288,-0.16,0.031
16.46,2.98,-0.0288,0.0199,0.031
16.469,2.98,-0.0415,0.08,0.031
16.48,2.98,-0.0415,-0.08,0.031
16.489,2.98,-0.0415,-0.08,0.031
16.499,2.98,-0.0415,-0.0999,0.031
16.508,2.98,-0.0415,-0.0399,0.033
16.518,2.98,-0.0415,0,0.033
16.527,2.98,-0.0415,0.06,0.036
16.536,2.98,-0.0415,0.06,0.036
16.546,2.98,-0.0415,-0.1799,0.036
16.555,2.98,-0.0415,-0.16,0.037
16.564,2.98,-0.0415,-0.0199,0.037
16.575,2.98,-0.0415,-0.08,0.038
16.584,2.98,-0.0415,-0.08,0.038
16.593,2.98,-0.0608,-0.1799,0.037
16.603,2.98,-0.0608,-0.0999,0.037
16.612,2.98,-0.0608,-0.0199,0.039
16.621,2.98,-0.0608,-0.1199,0.039
16.631,2.98,-0.0608,-0.1199,0.039
16.64,2.98,-0.0608,-0.24,0.04
16.65,2.98,-0.0608,-0.0399,0.041
16.659,2.98,-0.0608,0.0199,0.041
16.669,2.98,-0.0608,-0.16,0.043
16.679,2.98,-0.0608,-0.22,0.043
16.689,2.98,-0.0608,-0.22,0.043
16.698,2.98,-0.0608,-0.08,0.042
16.707,2.98,-0.0543,0.08,0.042
16.717,2.98,-0.0543,0,0.042
16.726,2.98,-0.0543,-0.14,0.044
16.736,2.98,-0.0543,-0.14,0.044
16.745,2.98,-0.0543,0.0199,0.044
16.754,3.09,-0.0543,0.14,0.045
16.764,3.09,-0.0543,-0.0199,0.045
16.774,3.09,-0.0543,-0.0999,0.044
16.784,3.09,-0.0543,-0.0999,0.044
16.793,3.09,-0.0543,-0.06,0.044
16.803,3.09,-0.0543,0.04,0.044
16.812,3.09,-0.0543,0,0.043
16.822,3.09,-0.0543,-0.0399,0.043
16.831,3.09,-0.0543,-0.0399,0.043
16.84,3.09,-0.0479,0.0199,0.045
16.85,3.09,-0.0479,0.14,0.046
16.859,3.09,-0.0479,-0.0199,0.046
16.868,3.09,-0.0479,-0.08,0.048
16.879,3.09,-0.0479,0.06,0.048
16.889,3.09,-0.0479,0.06,0.048
16.898,3.09,-0.0479,0.14,0.048
16.907,3.09,-0.0479,0.04,0.052
16.916,3.09,-0.0479,-0.08,0.052
16.926,3.09,-0.0479,0,0.053
16.935,3.09,-0.0479,0,0.053
16.945,3.09,-0.0447,0.1799,0.053
16.954,3.09,-0.0447,0,0.053
16.963,3.09,-0.0447,-0.0399,0.053
16.974,3.09,-0.0447,0.0999,0.056
16.984,3.09,-0.0447,0.0999,0.056
