datecreated,SubtotalExTax,bottles,prem,user_trans,AttributedSource,InstalledAt
5/22/2017,125.94,7,0,7BA8E70F-9093-4EDF-A285-CAE9058BB19C,facebook,2/27/2016
9/23/2015,155.94,7,1,B068A500-1B02-4598-9E3A-2887A215ACD0,facebook,10/15/2016
12/3/2015,107.94,6,1,B068A500-1B02-4598-9E3A-2887A215ACD0,facebook,10/15/2016
1/26/2016,149.94,6,1,B068A500-1B02-4598-9E3A-2887A215ACD0,facebook,10/15/2016
1/7/2017,328.14,12,0,06899853-FD4F-473B-A679-A1C5E2B19E7C,facebook,10/18/2016
5/12/2016,205.96,5,0,AE17EEFD-96C6-491D-9349-54821C37BF78,facebook,2/27/2016
6/3/2016,157.44,6,0,EED42664-CC32-46AF-B495-767AD4A04D39,facebook,3/9/2016
7/12/2016,140.94,7,0,4D56AD8D-9418-4247-B406-BC385D7AA4A7,facebook,4/15/2016
12/15/2016,403.84,16,0,4D56AD8D-9418-4247-B406-BC385D7AA4A7,facebook,4/15/2016
7/13/2016,119.94,6,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
7/27/2016,79.96,4,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
8/2/2016,63.96,4,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
9/30/2016,119.94,6,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
8/1/2016,149.94,6,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
8/22/2016,257.88,12,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
1/11/2017,119.94,6,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
2/26/2017,118.8,6,0,40B84B57-D7AA-488F-96E4-9CB8EA103441,facebook,3/8/2016
4/20/2016,447.88,13,0,63F55CA3-F744-440D-8AB6-BE0661C98C79,facebook,3/24/2016
3/13/2017,539.88,12,0,63F55CA3-F744-440D-8AB6-BE0661C98C79,facebook,3/24/2016
5/9/2016,185.94,7,0,63F55CA3-F744-440D-8AB6-BE0661C98C79,facebook,3/24/2016
8/18/2016,131.94,6,0,63199C28-28D7-432E-91E7-DB1ABE6A168E,facebook,4/6/2016
11/30/2016,107.94,6,0,63F55CA3-F744-440D-8AB6-BE0661C98C79,facebook,3/24/2016
10/29/2017,118.74,6,0,63F55CA3-F744-440D-8AB6-BE0661C98C79,facebook,3/24/2016
10/7/2016,79.96,4,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
10/29/2016,119.94,6,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
10/4/2016,130.5,6,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
11/19/2016,139.96,4,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
12/8/2016,159.96,4,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
3/14/2017,167.22,7,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
3/27/2017,178.5,6,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
10/8/2016,95.96,4,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
4/22/2017,185.94,7,0,CCD76618-0F82-4BFA-8192-B4097CB44E5E,facebook,3/29/2016
5/11/2017,361.88,12,0,808B47DC-0C4D-445A-BCAE-8A9255495D0B,facebook,4/16/2017
10/30/2017,281.84,16,0,808B47DC-0C4D-445A-BCAE-8A9255495D0B,facebook,4/16/2017
12/4/2017,285.91,12,0,808B47DC-0C4D-445A-BCAE-8A9255495D0B,facebook,4/16/2017
3/1/2018,562.92,12,0,808B47DC-0C4D-445A-BCAE-8A9255495D0B,facebook,4/16/2017
8/12/2017,125.94,7,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
8/29/2017,335.9,11,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
9/12/2017,185.94,7,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
9/27/2017,335.94,7,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
10/11/2017,239.94,7,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
10/23/2017,149.94,6,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
12/1/2017,389.88,12,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
3/4/2018,185.94,7,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
3/7/2018,329.92,9,0,4C744194-71E8-4356-9532-B1D4ED8C0903,facebook,5/8/2017
10/9/2017,226.93,7,0,B144F07D-5D3E-4CBC-97DF-B74F97D93066,facebook,7/5/2017
11/28/2017,237.9,10,0,B144F07D-5D3E-4CBC-97DF-B74F97D93066,facebook,7/5/2017
1/11/2018,107.94,6,0,78FE5F54-3F9A-4DDD-9F47-FDBE942BB8D1,facebook,7/20/2017
3/10/2018,118.74,6,0,78FE5F54-3F9A-4DDD-9F47-FDBE942BB8D1,facebook,7/20/2017
7/3/2016,227.94,8,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
9/22/2016,71.96,4,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
9/23/2016,98.8,4,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
2/26/2017,95.7,6,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
3/4/2017,107.94,6,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
10/30/2017,107.94,6,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
10/30/2017,107.94,6,0,8D798617-2711-485E-9457-6923698273A4,facebook,5/27/2017
3/15/2017,53.74,2,0,3083E776-958C-49CB-9C47-C2CC75F388F3,facebook,5/18/2017
1/26/2017,118.8,6,0,3083E776-958C-49CB-9C47-C2CC75F388F3,facebook,5/18/2017
11/23/2016,53.7,6,0,C8456736-7A0D-42AF-A08F-1D7648DDCD6F,facebook,10/25/2017
1/26/2018,149.94,6,0,CBBA27D7-BB41-4E58-AA85-539F481CA5B3,facebook,7/6/2017
7/20/2017,42.99,2,0,4563A6DC-C6C2-407B-B368-A49B1BCD8F4C,facebook,7/8/2017
8/1/2017,155.98,3,0,4563A6DC-C6C2-407B-B368-A49B1BCD8F4C,facebook,7/8/2017
7/25/2017,137.34,7,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
9/1/2017,113.96,5,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
9/10/2017,119.98,2,0,479C4023-BD0E-4362-A796-A3FB15D4CD24,facebook,7/7/2017
9/12/2017,109.98,2,0,479C4023-BD0E-4362-A796-A3FB15D4CD24,facebook,7/7/2017
9/19/2017,121.54,7,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
9/7/2017,89.98,2,0,479C4023-BD0E-4362-A796-A3FB15D4CD24,facebook,7/7/2017
10/1/2017,149.94,7,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
11/14/2017,155.94,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
12/30/2017,141.74,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
1/19/2018,107.94,6,0,4D3DF133-7D8B-42F4-AEC6-C95CBE2808B0,facebook,7/17/2017
2/1/2018,119.94,6,0,BCCA776E-5D11-48C7-856D-13A86BF88394,facebook,7/8/2017
2/10/2018,139.96,4,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
2/25/2018,147.94,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
2/28/2018,151.98,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
3/18/2018,131.94,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
3/18/2018,131.94,6,0,96E66CF6-7B8F-4662-885E-F6D0E322E0BB,facebook,7/4/2017
8/11/2017,155.94,7,0,4BE651E0-8D06-482E-B974-47820B2B83FD,facebook,5/9/2017
6/7/2017,181.95,5,0,8597F870-2E72-4D32-A80E-740D7E9DC8D5,facebook,5/4/2017
7/7/2017,217.9,7,0,8597F870-2E72-4D32-A80E-740D7E9DC8D5,facebook,5/4/2017
9/20/2017,237.84,7,0,8597F870-2E72-4D32-A80E-740D7E9DC8D5,facebook,5/4/2017
10/22/2017,149.94,6,0,B6CA6AB0-BB2F-4C4C-B925-E73B5A676E25,facebook,4/28/2017
11/22/2017,179.97,3,0,1B9F02C2-D03C-4CB4-9E6F-E523FBB95FA5,facebook,5/9/2017
3/16/2018,97.96,4,0,B6CA6AB0-BB2F-4C4C-B925-E73B5A676E25,facebook,4/28/2017
11/26/2017,59.99,1,0,03B00526-133A-43EF-80B0-04ECE9A5F884,facebook,11/12/2017
3/20/2018,161.94,6,0,177ABA2F-B8DD-4CDE-A85D-41AEF106D7F9,facebook,10/29/2017
9/16/2016,191.96,4,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
2/18/2017,119.96,4,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
3/10/2017,169.96,4,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
7/5/2017,85.96,5,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
12/12/2016,209.94,6,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
8/14/2017,185.96,5,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
9/22/2017,209.94,6,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
1/20/2018,89.97,3,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
1/25/2018,99,6,0,DEFDD19E-45B3-41A9-B1B7-BB42A88B71EC,facebook,7/18/2017
7/13/2016,239.94,6,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
7/13/2016,99.96,4,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
7/17/2016,179.94,6,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
2/19/2017,194.96,4,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
2/19/2017,194.96,4,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
3/15/2017,69.98,2,0,AF3217AE-F8BC-4C0E-9929-DF89B26036F9,facebook,3/14/2017
5/12/2016,199.96,4,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
6/18/2017,175.78,4,0,760B059F-1C5A-4CBE-9686-3810F0B48D2E,facebook,2/13/2017
1/27/2017,212.85,12,0,6F6E5F82-97A5-42CD-9EFC-2FD3A30798CC,facebook,2/1/2017
2/9/2017,285.96,5,0,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
5/27/2017,239.94,6,0,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
11/16/2017,199.98,2,0,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
1/26/2018,239.98,2,1,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
2/5/2018,479.96,4,1,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
2/14/2018,113.94,6,0,F1243F7E-5370-4876-9707-C5108A12FE27,facebook,2/2/2018
2/23/2018,269.98,2,1,8B9EF2E1-5CE4-4EA7-8002-17DB01AE7C4B,facebook,2/25/2018
4/23/2016,167.94,6,0,6DD431BE-B999-4007-927B-5AA922AE63F4,facebook,10/9/2017
4/29/2017,170.91,9,0,6DD431BE-B999-4007-927B-5AA922AE63F4,facebook,10/9/2017
7/29/2016,119.96,4,0,087229AB-6063-4044-A1E6-E1EC6C5F3E07,facebook,10/8/2017
11/26/2016,267.94,7,0,087229AB-6063-4044-A1E6-E1EC6C5F3E07,facebook,10/8/2017
8/30/2016,199.96,4,1,D96ABCDA-396B-4FDF-8EA3-68DEC55E8E44,facebook,12/30/2017
1/7/2017,179.94,6,0,D96ABCDA-396B-4FDF-8EA3-68DEC55E8E44,facebook,12/30/2017
9/28/2017,131.94,6,0,C5F2F3B8-02FB-44F7-A366-C74119EEF971,facebook,1/30/2018
10/11/2017,251.9,10,0,C5F2F3B8-02FB-44F7-A366-C74119EEF971,facebook,1/30/2018
11/23/2017,209.94,6,0,C5F2F3B8-02FB-44F7-A366-C74119EEF971,facebook,1/30/2018
3/16/2018,280.68,12,0,C5F2F3B8-02FB-44F7-A366-C74119EEF971,facebook,1/30/2018
3/21/2018,395.94,12,0,C5F2F3B8-02FB-44F7-A366-C74119EEF971,facebook,1/30/2018
3/8/2018,59.96,4,0,D797255B-5B48-43B9-8861-ED2F0AD96A9A,facebook,7/21/2017
10/7/2016,87,4,0,4BBC67A4-CCFC-4F82-9494-69517417618A,facebook,6/28/2016
4/28/2017,159.96,4,0,4BBC67A4-CCFC-4F82-9494-69517417618A,facebook,6/28/2016
1/4/2017,95.7,6,0,4BBC67A4-CCFC-4F82-9494-69517417618A,facebook,6/28/2016
4/3/2017,191.94,6,0,4BBC67A4-CCFC-4F82-9494-69517417618A,facebook,6/28/2016
11/10/2016,75.96,4,0,4BBC67A4-CCFC-4F82-9494-69517417618A,facebook,6/28/2016
7/28/2016,139.96,4,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
10/4/2016,127.96,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
11/22/2016,200,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
2/8/2017,285.96,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
5/9/2017,232.92,9,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
6/29/2017,218.85,8,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
4/19/2017,153.2,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
3/7/2018,229.94,7,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
8/30/2016,199.96,4,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
3/31/2017,215.94,6,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
1/27/2017,339.92,8,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
6/20/2017,212.94,7,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
7/31/2017,305.96,5,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
1/8/2018,155.94,7,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
1/16/2018,245.97,4,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
2/4/2018,319.96,4,0,F50E10CF-3C8F-4278-B51D-EC33949B65A8,facebook,6/23/2016
7/28/2016,139.96,4,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
10/4/2016,127.96,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
11/22/2016,200,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
2/8/2017,285.96,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
5/9/2017,232.92,9,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
6/29/2017,218.85,8,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
4/19/2017,153.2,5,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
3/7/2018,229.94,7,0,3D4CE251-1649-408B-ADAF-97C2C985946E,facebook,7/11/2016
11/2/2016,87,,0,4183A7A2-16A3-4149-9234-8EAF08C0C2C5,facebook,2/17/2016
3/13/2017,209.88,12,0,B088A122-C023-489A-8A38-DC2F7BD377E1,facebook,4/12/2016
5/10/2017,221.88,12,0,B088A122-C023-489A-8A38-DC2F7BD377E1,facebook,4/12/2016
3/11/2016,113.94,6,0,4AE87B0E-859D-4105-A356-75D32BB57180,facebook,2/17/2016
9/22/2017,63.96,4,0,94F2B743-8C92-4E9D-958D-7C074159F6DC,facebook,1/14/2016
1/11/2018,49.98,2,0,94F2B743-8C92-4E9D-958D-7C074159F6DC,facebook,1/14/2016
3/23/2016,139.48,6,0,3C540BCE-89A1-4A1D-879E-669826DB6BCC,facebook,2/10/2016
3/29/2016,314.55,9,0,A2932BF4-4023-44FE-B002-8273A3CA1F48,facebook,2/25/2016
5/3/2016,231,6,0,A2932BF4-4023-44FE-B002-8273A3CA1F48,facebook,2/25/2016
6/16/2016,214.8,7,0,A2932BF4-4023-44FE-B002-8273A3CA1F48,facebook,2/25/2016
11/25/2016,104.94,6,0,B432849E-4BBD-49D9-9C43-BFFB60FDF7FE,facebook,3/16/2016
5/17/2016,131.94,6,0,32F4C58F-B65D-45EF-A5C2-7E8AF55FC3C1,facebook,3/15/2016
5/17/2016,65.97,3,0,4CE3BEEB-0A4E-417C-AFA8-97A8C852D98B,facebook,4/3/2016
7/9/2016,131.94,6,0,FC1A4A6D-D518-460F-A696-BD32448BCACE,facebook,3/26/2016
7/8/2016,131.94,6,0,81CD83A5-7EF5-4EC6-A174-119EEE1A5AD0,facebook,4/3/2016
3/23/2016,239.94,6,0,A2932BF4-4023-44FE-B002-8273A3CA1F48,facebook,2/25/2016
1/26/2018,299.88,12,0,E84F178B-38A8-49E5-814C-3A8C9B7A17F6,facebook,3/20/2016
2/22/2016,99,2,0,684D5053-65FA-435A-A188-4D0A61134399,facebook,2/22/2016
7/3/2016,149.96,5,0,684D5053-65FA-435A-A188-4D0A61134399,facebook,2/22/2016
5/9/2016,95.98,3,0,F744DAAF-3C36-4A6F-998C-BC8C247270F3,facebook,3/20/2016
6/5/2016,113.94,6,0,58298ADF-3281-4073-8844-85003ABB8D7B,facebook,3/9/2016
11/30/2016,173.94,6,0,139787FF-81C4-4435-98CE-B49C4CB1A252,facebook,4/26/2016
2/2/2018,202.96,4,0,139787FF-81C4-4435-98CE-B49C4CB1A252,facebook,4/26/2016
5/26/2016,135.96,4,0,1631BB11-4513-49B8-BF9F-E96BE65E376B,facebook,4/22/2016
8/11/2016,79.96,4,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
7/30/2016,143.7,6,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
2/17/2017,359.8,4,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
6/3/2016,125.94,7,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
6/4/2016,113.34,6,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
6/8/2016,236.94,7,0,CA11DEE1-DB38-4B08-AE1F-66DD9F821652,facebook,3/24/2016
7/20/2016,165.6,5,0,CA11DEE1-DB38-4B08-AE1F-66DD9F821652,facebook,3/24/2016
8/5/2016,75.96,4,0,FB3DD10F-7331-4678-AE56-B2500DB3FEAD,facebook,3/14/2016
10/18/2016,119.94,6,0,61569636-30F3-4590-BED4-5755FF033590,facebook,4/11/2016
1/20/2017,118.8,6,0,61569636-30F3-4590-BED4-5755FF033590,facebook,4/11/2016
1/28/2017,263.9,10,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
2/3/2017,125.96,4,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
10/6/2017,185.96,5,0,16DD3F5F-9AFE-47F3-AC14-BA50D16B1EA3,facebook,4/13/2016
3/4/2018,113.94,6,0,05BBAD17-12E9-4F9D-914B-098EE0A12797,facebook,5/1/2016
4/19/2016,217.96,5,0,E8EFB825-8C21-41D1-8380-F00F815485FC,facebook,1/8/2016
4/12/2016,173.94,7,0,E8EFB825-8C21-41D1-8380-F00F815485FC,facebook,1/8/2016
3/17/2017,125.96,5,0,7DEDC46C-9A63-4E27-A822-EA91CC8F45D6,facebook,1/5/2016
10/14/2016,179.94,7,0,7DEDC46C-9A63-4E27-A822-EA91CC8F45D6,facebook,1/5/2016
4/5/2017,173.94,7,0,7DEDC46C-9A63-4E27-A822-EA91CC8F45D6,facebook,1/5/2016
4/5/2017,173.94,7,0,7DEDC46C-9A63-4E27-A822-EA91CC8F45D6,facebook,1/5/2016
8/4/2016,549.62,15,0,0DFE1DFD-BA8D-4419-B1AE-5CC5B61CB62E,facebook,2/24/2016
4/19/2016,99.98,2,0,60257859-3BAF-489E-BC40-2F46C6DB030A,facebook,3/1/2016
1/26/2017,118.8,6,0,EE9D6A48-CEBA-4C31-89EC-E9911D8D99D1,facebook,2/9/2016
7/28/2016,249.92,9,0,3BF1A313-D2AD-417E-A467-13F265CEC818,facebook,12/24/2015
6/29/2017,155.94,7,0,3BF1A313-D2AD-417E-A467-13F265CEC818,facebook,12/24/2015
12/31/2017,179.94,6,0,3BF1A313-D2AD-417E-A467-13F265CEC818,facebook,12/24/2015
11/30/2015,119.94,6,0,2B6CCE86-01B6-4C41-B1EE-AB06C3CCBADB,facebook,10/21/2015
7/28/2016,65.98,3,0,54D109EE-7B34-4846-994A-F974C6191CB7,facebook,7/9/2016
6/15/2016,63.96,4,0,7E7001F8-6D90-4CA6-BA62-7A9E9F131099,facebook,4/16/2016
12/26/2017,239.96,4,0,4F3C8197-58B1-4E11-B7EB-7B645FEB2E5D,facebook,4/27/2016
8/10/2016,125.94,7,0,CAD61850-D45A-465B-9E03-4943ED6A9BCE,facebook,4/25/2016
12/11/2016,183.92,8,0,CAD61850-D45A-465B-9E03-4943ED6A9BCE,facebook,4/25/2016
4/30/2016,179.8,4,0,BDAE38A7-3D40-4C6A-B22A-7BE5B82243C1,facebook,4/30/2016
9/28/2016,131.94,6,0,2EAECC87-D4B4-451F-AB26-623AA4115CA3,facebook,4/22/2016
5/3/2016,160,5,0,83665E20-C745-402D-802C-1221332CAA6B,facebook,4/7/2016
5/30/2016,105.96,5,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
9/4/2016,155.94,7,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
8/16/2016,205.96,5,0,9BA10CEE-DBF6-4196-8D7F-98359A1F4BCA,facebook,4/15/2016
9/22/2016,113.94,7,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
9/24/2016,225.96,5,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
9/28/2016,137.94,7,0,9BA10CEE-DBF6-4196-8D7F-98359A1F4BCA,facebook,4/15/2016
10/13/2016,347.85,7,0,C2987866-E2E2-4823-BC20-2878DEDD4ACC,facebook,4/12/2016
4/16/2017,107.94,7,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
9/13/2016,137.94,7,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
9/23/2017,341.88,13,0,A24EB30B-861B-4C6A-BC96-25674BA5CD05,facebook,4/2/2016
4/15/2017,209.44,6,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
6/1/2017,182.65,6,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
8/4/2017,186.94,6,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
10/1/2017,149.94,6,0,6C397615-0A61-4C56-9468-B489681AFDA5,facebook,2/17/2016
11/3/2017,122.96,4,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
11/22/2017,171.94,6,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
1/7/2018,167.95,5,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
1/25/2018,449.88,18,0,6C397615-0A61-4C56-9468-B489681AFDA5,facebook,2/17/2016
1/28/2018,166.95,5,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
2/21/2018,133.96,4,0,2182D89D-1D29-4928-8FB7-C13EF196A992,facebook,2/27/2016
3/29/2016,209.7,6,0,EF8CD7B7-527D-4A62-9B97-DB5401E680C8,facebook,1/28/2016
3/6/2016,149.94,6,0,BA44BA83-0819-494D-AC8B-421D1E2146E1,facebook,1/18/2016
4/14/2016,461.94,7,0,13FB6BBD-3FB5-40FA-826C-7B4921088E37,facebook,2/16/2016
5/2/2016,79.8,4,0,0A54E417-4A32-44C6-B286-1493A300646B,facebook,3/3/2016
3/11/2016,113.94,6,0,BA44BA83-0819-494D-AC8B-421D1E2146E1,facebook,1/18/2016
3/22/2016,151.92,8,0,BA44BA83-0819-494D-AC8B-421D1E2146E1,facebook,1/18/2016
3/16/2016,113.94,6,0,EDA9749C-3DA6-475A-B54F-BB56E9274746,facebook,1/28/2016
4/25/2016,159.92,8,0,EDA9749C-3DA6-475A-B54F-BB56E9274746,facebook,1/28/2016
